month,customer_id,cohort_index,design_partner,active,managed_spend_cents,take_rate_bps,platform_fee_cents,revenue_cents,compute_cost_cents,telemetry_cost_cents,support_cost_cents,cogs_cents
2024-11,HX-C0042,3,0,1,4983959,285,85000,227042,50484,12621,11137,74242
2024-12,HX-C0042,3,0,1,5076278,285,85000,229673,50725,12681,11191,74597
2025-01,HX-C0042,3,0,1,5224664,285,85000,233902,51310,12827,11319,75456
2025-02,HX-C0042,3,0,1,5333142,285,85000,236994,51633,12908,11391,75932
2025-03,HX-C0042,3,0,1,5441506,285,85000,240082,51947,12986,11461,76394
2025-04,HX-C0042,3,0,1,5660519,285,85000,246324,52929,13232,11677,77838
2025-05,HX-C0042,3,0,1,5913227,285,85000,253526,54098,13524,11934,79556
2025-06,HX-C0042,3,0,1,6123625,285,85000,259523,54989,13747,12131,80867
2025-07,HX-C0042,3,0,1,6250983,285,85000,263153,55364,13841,12214,81419
2025-08,HX-C0042,3,0,1,6345647,285,85000,265850,55534,13883,12252,81669
2025-09,HX-C0042,3,0,1,6540423,285,85000,271402,56288,14072,12417,82777
2025-10,HX-C0042,3,0,1,6690996,285,85000,275693,56765,14191,12523,83479
2025-11,HX-C0042,3,0,1,6609355,285,85000,273366,55877,13969,12327,82173
2025-12,HX-C0042,3,0,1,6687918,285,85000,275605,55923,13980,12337,82240
2026-01,HX-C0042,3,0,1,6876432,285,85000,280978,56593,14148,12484,83225
2026-02,HX-C0042,3,0,1,7090130,285,85000,287068,57389,14347,12661,84397
2026-03,HX-C0042,3,0,1,7135588,285,85000,288364,57217,14304,12623,84144
2026-04,HX-C0042,3,0,1,7549645,285,85000,300164,59110,14777,13040,86927
2026-05,HX-C0042,3,0,1,7678668,285,85000,303842,59380,14845,13099,87324
2026-06,HX-C0042,3,0,1,7693232,285,85000,304257,59006,14751,13017,86774
2026-07,HX-C0042,3,0,1,7948269,285,85000,311525,59949,14987,13225,88161
2026-02,HX-C0043,10,0,1,9981465,285,85000,369471,73864,18466,16294,108624
2026-03,HX-C0043,10,0,1,10260344,285,85000,377419,74888,18722,16520,110130
2026-04,HX-C0043,10,0,1,10489366,285,85000,383946,75609,18902,16679,111190
2026-05,HX-C0043,10,0,1,10775192,285,85000,392092,76627,19156,16904,112687
2026-06,HX-C0043,10,0,1,10981950,285,85000,397985,77183,19295,17027,113505
2026-07,HX-C0043,10,0,1,11381602,285,85000,409375,78780,19695,17378,115853
2025-08,HX-C0044,8,0,1,8939977,285,85000,339789,70980,17745,15658,104383
2025-09,HX-C0044,8,0,1,9132036,285,85000,345263,71607,17901,15797,105305
2025-10,HX-C0044,8,0,1,9160674,285,85000,346079,71258,17814,15720,104792
2025-11,HX-C0044,8,0,1,9241236,285,85000,348375,71210,17802,15709,104721
2025-12,HX-C0044,8,0,1,9452311,285,85000,354390,71909,17977,15863,105749
2026-01,HX-C0044,8,0,1,9738286,285,85000,362541,73021,18255,16108,107384
2026-02,HX-C0044,8,0,1,9849298,285,85000,365704,73110,18277,16129,107516
2026-03,HX-C0044,8,0,1,9825770,285,85000,365034,72430,18107,15979,106516
2026-04,HX-C0044,8,0,1,10158312,285,85000,374511,73751,18437,16270,108458
2026-05,HX-C0044,8,0,1,10238431,285,85000,376795,73637,18409,16244,108290
2026-06,HX-C0044,8,0,1,10640063,285,85000,388241,75293,18823,16610,110726
2026-07,HX-C0044,8,0,1,10641541,285,85000,388283,74721,18680,16483,109884
2025-02,HX-C0045,6,0,1,15489030,285,85000,526437,114695,28673,25302,168670
2025-03,HX-C0045,6,0,1,16043826,285,85000,542249,117329,29332,25882,172543
2025-04,HX-C0045,6,0,1,16399410,285,85000,552383,118696,29674,26183,174553
2025-05,HX-C0045,6,0,1,16565454,285,85000,557115,118878,29719,26225,174822
2025-06,HX-C0045,6,0,1,17044760,285,85000,570775,120940,30235,26678,177853
2025-07,HX-C0045,6,0,1,17750875,285,85000,590899,124320,31080,27424,182824
2025-08,HX-C0045,6,0,1,17986794,285,85000,597623,124840,31210,27539,183589
2025-09,HX-C0045,6,0,1,18494949,285,85000,612106,126950,31737,28005,186692
2025-10,HX-C0045,6,0,1,18951800,285,85000,625126,128715,32178,28395,189288
2025-11,HX-C0045,6,0,1,19226512,285,85000,632955,129380,32345,28541,190266
2025-12,HX-C0045,6,0,1,19511383,285,85000,641074,130081,32520,28695,191296
2026-01,HX-C0045,6,0,1,20011434,285,85000,655325,131992,32998,29117,194107
2026-02,HX-C0045,6,0,1,20881203,285,85000,680114,135968,33992,29993,199953
2026-03,HX-C0045,6,0,1,21650495,285,85000,702039,139300,34825,30729,204854
2026-04,HX-C0045,6,0,1,22306288,285,85000,720729,141931,35482,31310,208723
2026-05,HX-C0045,6,0,1,22697837,285,85000,731888,143033,35758,31553,210344
2026-06,HX-C0045,6,0,1,23634034,285,85000,758569,147113,36778,32452,216343
2026-07,HX-C0045,6,0,1,24493818,285,85000,783073,150694,37673,33242,221609
2023-11,HX-C0046,1,1,1,54500906,235,85000,1365771,328210,82052,72401,482663
2023-12,HX-C0046,1,1,1,58405116,235,85000,1457520,348079,87019,76783,511881
2024-01,HX-C0046,1,1,1,62573872,235,85000,1555485,369147,92286,81431,542864
2024-02,HX-C0046,1,1,1,66592907,235,85000,1649933,389093,97273,85830,572196
2024-03,HX-C0046,1,1,1,71125076,235,85000,1756439,411582,102895,90791,605268
2024-04,HX-C0046,1,1,1,75429244,235,85000,1857587,432505,108126,95406,636037
2024-05,HX-C0046,1,1,1,79594944,235,85000,1955481,452372,113093,99789,665254
2024-06,HX-C0046,1,1,1,85350949,235,85000,2090747,480536,120134,106002,706672
2024-07,HX-C0046,1,1,1,91966885,235,85000,2246221,512911,128227,113143,754281
2024-08,HX-C0046,1,1,1,99095270,235,85000,2413738,547550,136887,120785,805222
2024-09,HX-C0046,1,1,1,106544788,235,85000,2588802,583391,145847,128690,857928
2024-10,HX-C0046,1,1,1,111662757,235,85000,2709074,606442,151610,133775,891827
2024-11,HX-C0046,1,1,1,118885688,235,85000,2878813,640132,160033,141206,941371
2024-12,HX-C0046,1,1,1,128190973,235,85000,3097487,684122,171030,150911,1006063
2025-01,HX-C0046,1,1,1,136599910,235,85000,3295097,722838,180709,159451,1062998
2025-02,HX-C0046,1,1,1,147005858,235,85000,3539637,771187,192796,170116,1134099
2025-03,HX-C0046,1,1,1,160053543,235,85000,3846258,832237,208059,183583,1223879
2025-04,HX-C0046,1,1,1,173941117,235,85000,4172616,896611,224152,197783,1318546
2025-05,HX-C0046,1,1,1,183858783,235,85000,4405681,940101,235025,207376,1382502
2025-06,HX-C0046,1,1,1,196852734,235,85000,4711039,998212,249553,220194,1467959
2025-07,HX-C0046,1,1,1,211511557,235,85000,5055521,1063641,265910,234627,1564178
2025-08,HX-C0046,1,1,1,227545830,235,85000,5432327,1134790,283697,250323,1668810
2025-09,HX-C0046,1,1,1,243187709,235,85000,5799911,1202900,300725,265347,1768972
2025-10,HX-C0046,1,1,1,258643622,235,85000,6163125,1269011,317252,279931,1866194
2025-11,HX-C0046,1,1,1,273693659,235,85000,6516800,1332086,333021,293843,1958950
2025-12,HX-C0046,1,1,1,291052997,235,85000,6924745,1405113,351278,309952,2066343
2026-01,HX-C0046,1,1,1,312399018,235,85000,7426376,1495790,373947,329955,2199692
2026-02,HX-C0046,1,1,1,334909998,235,85000,7955384,1590439,397609,350834,2338882
2026-03,HX-C0046,1,1,1,362426702,235,85000,8602027,1706848,426712,376511,2510071
2026-04,HX-C0046,1,1,1,390266945,235,85000,9256273,1822818,455704,402094,2680616
2026-05,HX-C0046,1,1,1,414803060,235,85000,9832871,1921657,480414,423896,2825967
2026-06,HX-C0046,1,1,1,439459227,235,85000,10412291,2019317,504829,445439,2969585
2026-07,HX-C0046,1,1,1,474315336,235,85000,11231410,2161372,540343,476774,3178489
2026-05,HX-C0047,11,0,1,22498491,285,85000,726206,141923,35480,31308,208711
2026-06,HX-C0047,11,0,1,22662475,285,85000,730880,141743,35435,31268,208446
2026-07,HX-C0047,11,0,1,23171310,285,85000,745382,143441,35860,31642,210943
2024-11,HX-C0048,5,0,1,18812885,285,85000,621167,138122,34530,30469,203121
2024-12,HX-C0048,5,0,1,19348404,285,85000,636429,140564,35141,31007,206712
2025-01,HX-C0048,5,0,1,19637920,285,85000,644680,141421,35355,31197,207973
2025-02,HX-C0048,5,0,1,20182020,285,85000,660187,143835,35958,31730,211523
2025-03,HX-C0048,5,0,1,20726458,285,85000,675704,146206,36551,32252,215009
2025-04,HX-C0048,5,0,1,20893773,285,85000,680472,146219,36554,32256,215029
2025-05,HX-C0048,5,0,1,21403452,285,85000,694998,148301,37075,32714,218090
2025-06,HX-C0048,5,0,1,21498031,285,85000,697693,147832,36958,32611,217401
2025-07,HX-C0048,5,0,1,21810557,285,85000,706600,148662,37165,32795,218622
2025-08,HX-C0048,5,0,1,22388430,285,85000,723070,151046,37761,33320,222127
2025-09,HX-C0048,5,0,1,23095170,285,85000,743212,154141,38535,34003,226679
2025-10,HX-C0048,5,0,1,24140815,285,85000,773013,159166,39791,35111,234068
2025-11,HX-C0048,5,0,1,25010490,285,85000,797798,163076,40769,35973,239818
2025-12,HX-C0048,5,0,1,25718178,285,85000,817968,165975,41493,36613,244081
2026-01,HX-C0048,5,0,1,26485293,285,85000,839830,169154,42288,37315,248757
2026-02,HX-C0048,5,0,1,27229529,285,85000,861041,172139,43034,37973,253146
2026-03,HX-C0048,5,0,1,28401407,285,85000,894440,177477,44369,39151,260997
2026-04,HX-C0048,5,0,1,29630601,285,85000,929472,183039,45759,40377,269175
2026-05,HX-C0048,5,0,1,30856129,285,85000,964399,188474,47118,41576,277168
2026-06,HX-C0048,5,0,1,32563183,285,85000,1013050,196466,49116,43339,288921
2026-07,HX-C0048,5,0,1,33259550,285,85000,1032897,198770,49692,43847,292309
2025-11,HX-C0049,9,0,1,14866717,285,85000,508701,103982,25995,22938,152915
2025-12,HX-C0049,9,0,1,15234808,285,85000,519192,105349,26337,23240,154926
2026-01,HX-C0049,9,0,1,15436876,285,85000,524950,105733,26433,23324,155490
2026-02,HX-C0049,9,0,1,15541469,285,85000,527931,105543,26385,23283,155211
2026-03,HX-C0049,9,0,1,15961861,285,85000,539913,107131,26782,23633,157546
2026-04,HX-C0049,9,0,1,16446239,285,85000,553717,109042,27260,24054,160356
2026-05,HX-C0049,9,0,1,17137873,285,85000,573429,112066,28016,24721,164803
2026-06,HX-C0049,9,0,1,17096260,285,85000,572243,110978,27744,24481,163203
2026-07,HX-C0049,9,0,1,17459879,285,85000,582606,112116,28029,24732,164877
2024-11,HX-C0050,5,0,1,12217289,285,85000,433192,96324,24081,21248,141653
2024-12,HX-C0050,5,0,1,12394407,285,85000,438240,96791,24197,21352,142340
2025-01,HX-C0050,5,0,1,12678877,285,85000,446347,97913,24478,21600,143991
2025-02,HX-C0050,5,0,1,13104434,285,85000,458476,99888,24972,22035,146895
2025-03,HX-C0050,5,0,1,13575458,285,85000,471900,102107,25526,22525,150158
2025-04,HX-C0050,5,0,1,14060308,285,85000,485718,104370,26092,23024,153486
2025-05,HX-C0050,5,0,1,14257202,285,85000,491330,104841,26210,23128,154179
2025-06,HX-C0050,5,0,1,14737958,285,85000,505031,107009,26752,23606,157367
2025-07,HX-C0050,5,0,1,15035821,285,85000,513520,108040,27010,23833,158883
2025-08,HX-C0050,5,0,1,15241746,285,85000,519389,108498,27124,23934,159556
2025-09,HX-C0050,5,0,1,15584983,285,85000,529172,109749,27437,24211,161397
2025-10,HX-C0050,5,0,1,16199178,285,85000,546676,112562,28140,24831,165533
2025-11,HX-C0050,5,0,1,16784139,285,85000,563347,115152,28788,25402,169342
2025-12,HX-C0050,5,0,1,17164884,285,85000,574199,116511,29127,25702,171340
2026-01,HX-C0050,5,0,1,17374444,285,85000,580171,116855,29213,25778,171846
2026-02,HX-C0050,5,0,1,17365830,285,85000,579926,115938,28984,25576,170498
2026-03,HX-C0050,5,0,1,18119767,285,85000,601413,119334,29833,26325,175492
2026-04,HX-C0050,5,0,1,18563108,285,85000,614048,120923,30230,26675,177828
2026-05,HX-C0050,5,0,1,18991896,285,85000,626269,122392,30598,26999,179989
2026-06,HX-C0050,5,0,1,19743855,285,85000,647699,125611,31402,27710,184723
2026-07,HX-C0050,5,0,1,19910607,285,85000,652452,125557,31389,27697,184643
2025-02,HX-C0051,6,0,1,65801241,235,85000,1631329,355420,88855,78402,522677
2025-03,HX-C0051,6,0,1,67709634,235,85000,1676176,362684,90671,80004,533359
2025-04,HX-C0051,6,0,1,68740097,235,85000,1700392,365379,91344,80600,537323
2025-05,HX-C0051,6,0,1,70876581,235,85000,1750599,373549,93387,82401,549337
2025-06,HX-C0051,6,0,1,71489874,235,85000,1765012,373984,93496,82497,549977
2025-07,HX-C0051,6,0,1,72710185,235,85000,1793689,377377,94344,83246,554967
2025-08,HX-C0051,6,0,1,75466289,235,85000,1858457,388223,97055,85639,570917
2025-09,HX-C0051,6,0,1,78183281,235,85000,1922307,398686,99671,87946,586303
2025-10,HX-C0051,6,0,1,80640163,235,85000,1980043,407698,101924,89935,599557
2025-11,HX-C0051,6,0,1,83736565,235,85000,2052809,419610,104902,92562,617074
2025-12,HX-C0051,6,0,1,87528844,235,85000,2141927,434622,108655,95874,639151
2026-01,HX-C0051,6,0,1,92385260,235,85000,2256053,454404,113601,100237,668242
2026-02,HX-C0051,6,0,1,95110802,235,85000,2320103,463834,115958,102318,682110
2026-03,HX-C0051,6,0,1,98209044,235,85000,2392912,474810,118702,104739,698251
2026-04,HX-C0051,6,0,1,99601654,235,85000,2425638,477675,119418,105371,702464
2026-05,HX-C0051,6,0,1,100389840,235,85000,2444161,477666,119416,105369,702451
2026-06,HX-C0051,6,0,1,102789833,235,85000,2500561,484948,121237,106974,713159
2026-07,HX-C0051,6,0,1,106881193,235,85000,2596708,499710,124927,110231,734868
2026-05,HX-C0052,11,0,1,13244101,285,85000,462456,90378,22594,19937,132909
2026-06,HX-C0052,11,0,1,13559497,285,85000,471445,91430,22857,20169,134456
2026-07,HX-C0052,11,0,1,13800493,285,85000,478314,92046,23011,20305,135362
2025-08,HX-C0053,8,0,1,24686466,235,85000,665131,138943,34735,30650,204328
2025-09,HX-C0053,8,0,1,25473702,235,85000,683631,141784,35446,31277,208507
2025-10,HX-C0053,8,0,1,26361436,235,85000,704493,145057,36264,31999,213320
2025-11,HX-C0053,8,0,1,26740242,235,85000,713395,145823,36455,32168,214446
2025-12,HX-C0053,8,0,1,27422898,235,85000,729438,148011,37002,32651,217664
2026-01,HX-C0053,8,0,1,28351669,235,85000,751264,151316,37829,33379,222524
2026-02,HX-C0053,8,0,1,29320105,235,85000,774022,154742,38685,34135,227562
2026-03,HX-C0053,8,0,1,30211743,235,85000,794975,157741,39435,34797,231973
2026-04,HX-C0053,8,0,1,30942240,235,85000,812142,159933,39983,35280,235196
2026-05,HX-C0053,8,0,1,31740649,235,85000,830905,162385,40596,35821,238802
2026-06,HX-C0053,8,0,1,32526074,235,85000,849362,164721,41180,36337,242238
2026-07,HX-C0053,8,0,1,32835998,235,85000,856645,164852,41213,36365,242430
2024-11,HX-C0054,5,0,1,11092919,285,85000,401148,89199,22299,19677,131175
2024-12,HX-C0054,5,0,1,11403018,285,85000,409986,90550,22637,19976,133163
2025-01,HX-C0054,5,0,1,11618645,285,85000,416131,91285,22821,20137,134243
2025-02,HX-C0054,5,0,1,11687343,285,85000,418089,91089,22772,20094,133955
2025-03,HX-C0054,5,0,1,12086049,285,85000,429452,92922,23230,20499,136651
2025-04,HX-C0054,5,0,1,12266756,285,85000,434602,93387,23346,20601,137334
2025-05,HX-C0054,5,0,1,12635718,285,85000,445117,94980,23745,20952,139677
2025-06,HX-C0054,5,0,1,12874802,285,85000,451931,95758,23939,21124,140821
2025-07,HX-C0054,5,0,1,13416630,285,85000,467373,98331,24582,21692,144605
2025-08,HX-C0054,5,0,1,14038379,285,85000,485093,101333,25333,22354,149020
2025-09,HX-C0054,5,0,1,14365858,285,85000,494426,102543,25635,22621,150799
2025-10,HX-C0054,5,0,1,14772667,285,85000,506021,104191,26047,22985,153223
2025-11,HX-C0054,5,0,1,15163381,285,85000,517156,105710,26427,23320,155457
2025-12,HX-C0054,5,0,1,15725429,285,85000,533174,108187,27046,23866,159099
2026-01,HX-C0054,5,0,0,0,285,0,0,0,0,0,0
2026-02,HX-C0054,5,0,0,0,285,0,0,0,0,0,0
2026-03,HX-C0054,5,0,0,0,285,0,0,0,0,0,0
2026-04,HX-C0054,5,0,0,0,285,0,0,0,0,0,0
2026-05,HX-C0054,5,0,0,0,285,0,0,0,0,0,0
2026-06,HX-C0054,5,0,0,0,285,0,0,0,0,0,0
2026-07,HX-C0054,5,0,0,0,285,0,0,0,0,0,0
2024-08,HX-C0055,4,0,1,13729450,285,85000,476289,108045,27011,23834,158890
2024-09,HX-C0055,4,0,1,13966522,285,85000,483045,108855,27213,24013,160081
2024-10,HX-C0055,4,0,1,14558869,285,85000,499927,111911,27977,24687,164575
2024-11,HX-C0055,4,0,1,14718607,285,85000,504480,112175,28043,24746,164964
2024-12,HX-C0055,4,0,1,15127932,285,85000,516146,113997,28499,25148,167644
2025-01,HX-C0055,4,0,1,15227788,285,85000,518991,113849,28462,25115,167426
2025-02,HX-C0055,4,0,1,15470190,285,85000,525900,114578,28644,25276,168498
2025-03,HX-C0055,4,0,1,15754347,285,85000,533998,115544,28886,25488,169918
2025-04,HX-C0055,4,0,1,16094754,285,85000,543700,116830,29207,25772,171809
2025-05,HX-C0055,4,0,1,16453318,285,85000,553919,118196,29549,26074,173819
2025-06,HX-C0055,4,0,1,17118997,285,85000,572891,121388,30347,26777,178512
2025-07,HX-C0055,4,0,1,17888857,285,85000,594832,125147,31286,27608,184041
2025-08,HX-C0055,4,0,1,18039071,285,85000,599113,125151,31287,27609,184047
2025-09,HX-C0055,4,0,1,18327576,285,85000,607335,125961,31490,27786,185237
2025-10,HX-C0055,4,0,1,19059372,285,85000,628192,129346,32336,28534,190216
2025-11,HX-C0055,4,0,1,19833250,285,85000,650247,132915,33228,29321,195464
2025-12,HX-C0055,4,0,1,20170096,285,85000,659847,133890,33472,29536,196898
2026-01,HX-C0055,4,0,1,20713466,285,85000,675333,136022,34005,30006,200033
2026-02,HX-C0055,4,0,1,21441765,285,85000,696090,139162,34790,30698,204650
2026-03,HX-C0055,4,0,1,21655816,285,85000,702190,139331,34832,30736,204899
2026-04,HX-C0055,4,0,1,22320543,285,85000,721135,142011,35502,31327,208840
2026-05,HX-C0055,4,0,0,0,285,0,0,0,0,0,0
2026-06,HX-C0055,4,0,0,0,285,0,0,0,0,0,0
2026-07,HX-C0055,4,0,0,0,285,0,0,0,0,0,0
2025-02,HX-C0056,6,0,1,8986144,235,85000,296174,64527,16131,14236,94894
2025-03,HX-C0056,6,0,1,9217743,235,85000,301616,65262,16315,14397,95974
2025-04,HX-C0056,6,0,1,9486330,235,85000,307928,66167,16541,14597,97305
2025-05,HX-C0056,6,0,1,9678999,235,85000,312456,66672,16668,14708,98048
2025-06,HX-C0056,6,0,1,9990080,235,85000,319766,67754,16938,14947,99639
2025-07,HX-C0056,6,0,1,9946083,235,85000,318732,67058,16764,14793,98615
2025-08,HX-C0056,6,0,1,10350183,235,85000,328229,68565,17141,15125,100831
2025-09,HX-C0056,6,0,1,10640876,235,85000,335060,69491,17372,15330,102193
2025-10,HX-C0056,6,0,1,11053645,235,85000,344760,70987,17746,15660,104393
2025-11,HX-C0056,6,0,1,11377114,235,85000,352362,72025,18006,15889,105920
2025-12,HX-C0056,6,0,1,11595420,235,85000,357492,72539,18134,16002,106675
2026-01,HX-C0056,6,0,1,11930161,235,85000,365358,73588,18397,16234,108219
2026-02,HX-C0056,6,0,1,12310925,235,85000,374306,74830,18707,16508,110045
2026-03,HX-C0056,6,0,1,12649069,235,85000,382253,75847,18961,16733,111541
2026-04,HX-C0056,6,0,0,0,235,0,0,0,0,0,0
2026-05,HX-C0056,6,0,0,0,235,0,0,0,0,0,0
2026-06,HX-C0056,6,0,0,0,235,0,0,0,0,0,0
2026-07,HX-C0056,6,0,0,0,235,0,0,0,0,0,0
2025-08,HX-C0057,8,0,1,66913726,285,85000,1992041,416128,104032,91794,611954
2025-09,HX-C0057,8,0,1,69537558,285,85000,2066820,428658,107164,94558,630380
2025-10,HX-C0057,8,0,1,70104337,285,85000,2082973,428892,107223,94609,630724
2025-11,HX-C0057,8,0,1,72511098,285,85000,2151566,439796,109949,97015,646760
2025-12,HX-C0057,8,0,1,74568260,285,85000,2210195,448474,112118,98930,659522
2026-01,HX-C0057,8,0,1,75281198,285,85000,2230514,449261,112315,99102,660678
2026-02,HX-C0057,8,0,1,77078041,285,85000,2281724,456161,114040,100625,670826
2026-03,HX-C0057,8,0,1,79563248,285,85000,2352552,466802,116700,102972,686474
2026-04,HX-C0057,8,0,1,80201114,285,85000,2370731,466862,116715,102986,686563
2026-05,HX-C0057,8,0,1,83814731,285,85000,2473719,483443,120860,106643,710946
2026-06,HX-C0057,8,0,1,86637437,285,85000,2554166,495344,123836,109268,728448
2026-07,HX-C0057,8,0,1,89112046,285,85000,2624693,505095,126273,111420,742788
2024-05,HX-C0058,3,0,1,54660061,285,85000,1642811,380041,95010,83833,558884
2024-06,HX-C0058,3,0,1,55027644,285,85000,1653287,379991,94997,83823,558811
2024-07,HX-C0058,3,0,1,55135081,285,85000,1656349,378216,94554,83431,556201
2024-08,HX-C0058,3,0,1,56044573,285,85000,1682270,381619,95404,84182,561205
2024-09,HX-C0058,3,0,1,58460584,285,85000,1751126,394619,98654,87050,580323
2024-10,HX-C0058,3,0,1,60186890,285,85000,1800326,403013,100753,88901,592667
2024-11,HX-C0058,3,0,1,60906752,285,85000,1820842,404882,101220,89313,595415
2024-12,HX-C0058,3,0,1,62016180,285,85000,1852461,409141,102285,90253,601679
2025-01,HX-C0058,3,0,1,63185234,285,85000,1885779,413679,103419,91254,608352
2025-02,HX-C0058,3,0,1,65563005,285,85000,1953545,425622,106405,93888,625915
2025-03,HX-C0058,3,0,1,67847994,285,85000,2018667,436790,109197,96352,642339
2025-04,HX-C0058,3,0,1,70189641,285,85000,2085404,448111,112027,98849,658987
2025-05,HX-C0058,3,0,1,71015019,285,85000,2108928,450011,112502,99268,661781
2025-06,HX-C0058,3,0,1,71300053,285,85000,2117051,448577,112144,98952,659673
2025-07,HX-C0058,3,0,1,73772675,285,85000,2187521,460236,115059,101523,676818
2025-08,HX-C0058,3,0,1,75987856,285,85000,2250653,470152,117538,103710,691400
2025-09,HX-C0058,3,0,1,78458684,285,85000,2321072,481389,120347,106190,707926
2025-10,HX-C0058,3,0,1,81080965,285,85000,2395807,493306,123326,108818,725450
2025-11,HX-C0058,3,0,1,84250762,285,85000,2486146,508187,127046,112102,747335
2025-12,HX-C0058,3,0,1,87997161,285,85000,2592919,526134,131533,116060,773727
2026-01,HX-C0058,3,0,1,90572012,285,85000,2666302,537035,134258,118465,789758
2026-02,HX-C0058,3,0,1,95376345,285,85000,2803225,560420,140105,123623,824148
2026-03,HX-C0058,3,0,1,97548220,285,85000,2865124,568509,142127,125407,836043
2026-04,HX-C0058,3,0,1,101201730,285,85000,2969249,584727,146181,128986,859894
2026-05,HX-C0058,3,0,1,102467120,285,85000,3005312,587333,146833,129560,863726
2026-06,HX-C0058,3,0,1,103638037,285,85000,3038684,589309,147327,129996,866632
2026-07,HX-C0058,3,0,1,106542985,285,85000,3121475,600696,150174,132507,883377
2023-08,HX-C0059,0,1,1,52394312,285,85000,1578237,386352,96588,85225,568165
2023-09,HX-C0059,0,1,1,56105498,285,85000,1684006,409725,102431,90381,602537
2023-10,HX-C0059,0,1,1,60334028,285,85000,1804519,436346,109086,96254,641686
2023-11,HX-C0059,0,1,1,65575237,285,85000,1953894,469544,117386,103576,690506
2023-12,HX-C0059,0,1,1,69874329,285,85000,2076418,495881,123970,109387,729238
2024-01,HX-C0059,0,1,1,74638222,285,85000,2212189,524996,131249,115808,772053
2024-02,HX-C0059,0,1,1,79065228,285,85000,2338358,551440,137860,121642,810942
2024-03,HX-C0059,0,1,1,85762948,285,85000,2529244,592672,148168,130737,871577
2024-04,HX-C0059,0,1,1,92548502,285,85000,2722632,633915,158478,139836,932229
2024-05,HX-C0059,0,1,1,99350844,285,85000,2916499,674690,168672,148830,992192
2024-06,HX-C0059,0,1,1,108901531,285,85000,3188693,732889,183222,161667,1077778
2024-07,HX-C0059,0,1,1,116656544,285,85000,3409711,778586,194646,171748,1144980
2024-08,HX-C0059,0,1,1,123622369,285,85000,3608237,818520,204630,180557,1203707
2024-09,HX-C0059,0,1,1,133424269,285,85000,3887591,876075,219018,193254,1288347
2024-10,HX-C0059,0,1,1,143640177,285,85000,4178745,935436,233859,206347,1375642
2024-11,HX-C0059,0,1,1,154682377,285,85000,4493447,999162,249790,220405,1469357
2024-12,HX-C0059,0,1,1,168136758,285,85000,4876897,1077130,269282,237604,1584016
2025-01,HX-C0059,0,1,1,182802483,285,85000,5294870,1161525,290381,256219,1708125
2025-02,HX-C0059,0,1,1,196987545,285,85000,5699145,1241684,310421,273901,1826006
2025-03,HX-C0059,0,1,1,210014782,285,85000,6070421,1313492,328373,289742,1931607
2025-04,HX-C0059,0,1,1,222300456,285,85000,6420562,1379649,344912,304336,2028897
2025-05,HX-C0059,0,1,1,236493939,285,85000,6825077,1456362,364090,321257,2141709
2025-06,HX-C0059,0,1,1,257191727,285,85000,7414964,1571141,392785,346576,2310502
2025-07,HX-C0059,0,1,1,275704132,285,85000,7942567,1671052,417763,368615,2457430
2025-08,HX-C0059,0,1,1,297608669,285,85000,8566847,1789579,447394,394762,2631735
2025-09,HX-C0059,0,1,1,325846952,285,85000,9371638,1943677,485919,428753,2858349
2025-10,HX-C0059,0,1,1,348172274,285,85000,10007909,2060667,515166,454561,3030394
2025-11,HX-C0059,0,1,1,371020999,285,85000,10659098,2178804,544701,480619,3204124
2025-12,HX-C0059,0,1,1,396722609,285,85000,11391594,2311490,577872,509889,3399251
2026-01,HX-C0059,0,1,1,431651125,285,85000,12387057,2494951,623737,550358,3669046
2026-02,HX-C0059,0,1,1,463844511,285,85000,13304568,2659848,664962,586732,3911542
2026-03,HX-C0059,0,1,1,488352293,285,85000,14003040,2778539,694634,612914,4086087
2026-04,HX-C0059,0,1,1,522000069,285,85000,14962001,2946436,736609,649950,4332995
2026-05,HX-C0059,0,1,1,558437462,285,85000,16000467,3127003,781750,689781,4598534
2026-06,HX-C0059,0,1,1,599092688,285,85000,17159141,3327775,831943,734069,4893787
2026-07,HX-C0059,0,1,1,641540083,285,85000,18368892,3534909,883727,779760,5198396
2024-11,HX-C0060,5,0,1,5052623,285,85000,228999,50919,12729,11234,74882
2024-12,HX-C0060,5,0,1,5099091,285,85000,230324,50870,12717,11222,74809
2025-01,HX-C0060,5,0,1,5189501,285,85000,232900,51090,12772,11271,75133
2025-02,HX-C0060,5,0,1,5296926,285,85000,235962,51409,12852,11341,75602
2025-03,HX-C0060,5,0,1,5425431,285,85000,239624,51848,12962,11438,76248
2025-04,HX-C0060,5,0,1,5607109,285,85000,244802,52602,13150,11605,77357
2025-05,HX-C0060,5,0,1,5792803,285,85000,250094,53365,13341,11773,78479
2025-06,HX-C0060,5,0,1,5844911,285,85000,251579,53306,13326,11760,78392
2025-07,HX-C0060,5,0,1,6144698,285,85000,260123,54727,13681,12074,80482
2025-08,HX-C0060,5,0,1,6247276,285,85000,263047,54949,13737,12122,80808
2025-09,HX-C0060,5,0,1,6381337,285,85000,266868,55347,13836,12211,81394
2025-10,HX-C0060,5,0,1,6587834,285,85000,272753,56160,14040,12389,82589
2025-11,HX-C0060,5,0,1,6832355,285,85000,279722,57177,14294,12613,84084
