opportunity_id,observation_index,stage
HX-O0071,11,2
HX-O0071,12,2
HX-O0071,13,2
HX-O0071,14,2
HX-O0071,15,2
HX-O0071,16,2
HX-O0071,17,2
HX-O0071,18,2
HX-O0072,1,1
HX-O0072,2,1
HX-O0072,3,1
HX-O0072,4,1
HX-O0072,5,1
HX-O0072,6,1
HX-O0072,7,1
HX-O0072,8,1
HX-O0072,9,1
HX-O0072,10,1
HX-O0072,11,1
HX-O0072,12,1
HX-O0072,13,1
HX-O0072,14,1
HX-O0072,15,1
HX-O0072,16,1
HX-O0072,17,1
HX-O0072,18,1
HX-O0073,1,1
HX-O0073,2,1
HX-O0073,3,1
HX-O0073,4,1
HX-O0073,5,1
HX-O0073,6,2
HX-O0073,7,2
HX-O0073,8,2
HX-O0073,9,2
HX-O0073,10,3
HX-O0073,11,3
HX-O0073,12,3
HX-O0073,13,3
HX-O0073,14,3
HX-O0073,15,4
HX-O0073,16,4
HX-O0073,17,4
HX-O0073,18,4
HX-O0074,1,1
HX-O0074,2,1
HX-O0074,3,1
HX-O0074,4,1
HX-O0074,5,1
HX-O0074,6,1
HX-O0074,7,2
HX-O0074,8,2
HX-O0074,9,2
HX-O0074,10,2
HX-O0074,11,2
HX-O0074,12,2
HX-O0074,13,3
HX-O0074,14,3
HX-O0074,15,3
HX-O0074,16,3
HX-O0074,17,3
HX-O0074,18,3
HX-O0075,1,1
HX-O0075,2,1
HX-O0075,3,1
HX-O0075,4,1
HX-O0075,5,1
HX-O0075,6,2
HX-O0075,7,2
HX-O0075,8,2
HX-O0075,9,2
HX-O0075,10,3
HX-O0075,11,3
HX-O0075,12,3
HX-O0075,13,3
HX-O0075,14,3
HX-O0075,15,4
HX-O0075,16,4
HX-O0075,17,4
HX-O0075,18,4
HX-O0076,1,1
HX-O0076,2,1
HX-O0076,3,1
HX-O0076,4,1
HX-O0076,5,1
HX-O0076,6,2
HX-O0076,7,2
HX-O0076,8,2
HX-O0076,9,2
HX-O0076,10,3
HX-O0076,11,3
HX-O0076,12,3
HX-O0076,13,3
HX-O0076,14,3
HX-O0076,15,4
HX-O0076,16,4
HX-O0076,17,4
HX-O0076,18,4
HX-O0077,1,1
HX-O0077,2,1
HX-O0077,3,1
HX-O0077,4,1
HX-O0077,5,1
HX-O0077,6,1
HX-O0077,7,2
HX-O0077,8,2
HX-O0077,9,2
HX-O0077,10,2
HX-O0077,11,2
HX-O0077,12,2
HX-O0077,13,3
HX-O0077,14,3
HX-O0077,15,3
HX-O0077,16,3
HX-O0077,17,3
HX-O0077,18,3
HX-O0078,1,1
HX-O0078,2,1
HX-O0078,3,1
HX-O0078,4,1
HX-O0078,5,1
HX-O0078,6,1
HX-O0078,7,2
HX-O0078,8,2
HX-O0078,9,2
HX-O0078,10,2
HX-O0078,11,2
HX-O0078,12,2
HX-O0078,13,3
HX-O0078,14,3
HX-O0078,15,3
HX-O0078,16,3
HX-O0078,17,3
HX-O0078,18,3
HX-O0079,1,1
HX-O0079,2,1
HX-O0079,3,1
HX-O0079,4,1
HX-O0079,5,1
HX-O0079,6,1
HX-O0079,7,1
HX-O0079,8,1
HX-O0079,9,1
HX-O0079,10,1
HX-O0079,11,1
HX-O0079,12,1
HX-O0079,13,1
HX-O0079,14,1
HX-O0079,15,1
HX-O0079,16,1
HX-O0079,17,1
HX-O0079,18,1
HX-O0080,1,1
HX-O0080,2,1
HX-O0080,3,1
HX-O0080,4,1
HX-O0080,5,1
HX-O0080,6,1
HX-O0080,7,1
HX-O0080,8,1
HX-O0080,9,1
HX-O0080,10,2
HX-O0080,11,2
HX-O0080,12,2
HX-O0080,13,2
HX-O0080,14,2
HX-O0080,15,2
HX-O0080,16,2
HX-O0080,17,2
HX-O0080,18,2
HX-O0081,1,1
HX-O0081,2,1
HX-O0081,3,1
HX-O0081,4,1
HX-O0081,5,1
HX-O0081,6,1
HX-O0081,7,1
HX-O0081,8,1
HX-O0081,9,1
HX-O0081,10,1
HX-O0081,11,1
HX-O0081,12,1
HX-O0081,13,1
HX-O0081,14,1
HX-O0081,15,1
HX-O0081,16,1
HX-O0081,17,1
HX-O0081,18,1
HX-O0082,1,1
HX-O0082,2,1
HX-O0082,3,1
HX-O0082,4,1
HX-O0082,5,1
HX-O0082,6,2
HX-O0082,7,2
HX-O0082,8,2
HX-O0082,9,2
HX-O0082,10,3
HX-O0082,11,3
HX-O0082,12,3
HX-O0082,13,3
HX-O0082,14,3
HX-O0082,15,4
HX-O0082,16,4
HX-O0082,17,4
HX-O0082,18,4
HX-O0083,1,1
HX-O0083,2,1
HX-O0083,3,1
HX-O0083,4,1
HX-O0083,5,1
HX-O0083,6,1
HX-O0083,7,1
HX-O0083,8,1
HX-O0083,9,1
HX-O0083,10,2
HX-O0083,11,2
HX-O0083,12,2
HX-O0083,13,2
HX-O0083,14,2
HX-O0083,15,2
HX-O0083,16,2
HX-O0083,17,2
HX-O0083,18,2
HX-O0084,1,1
HX-O0084,2,1
HX-O0084,3,1
HX-O0084,4,1
HX-O0084,5,1
HX-O0084,6,1
HX-O0084,7,1
HX-O0084,8,1
HX-O0084,9,1
HX-O0084,10,2
HX-O0084,11,2
HX-O0084,12,2
HX-O0084,13,2
HX-O0084,14,2
HX-O0084,15,2
HX-O0084,16,2
HX-O0084,17,2
HX-O0084,18,2
HX-O0085,1,1
HX-O0085,2,1
HX-O0085,3,1
HX-O0085,4,1
HX-O0085,5,1
HX-O0085,6,1
HX-O0085,7,2
HX-O0085,8,2
HX-O0085,9,2
HX-O0085,10,2
HX-O0085,11,2
HX-O0085,12,2
HX-O0085,13,3
HX-O0085,14,3
HX-O0085,15,3
HX-O0085,16,3
HX-O0085,17,3
HX-O0085,18,3
HX-O0086,1,1
HX-O0086,2,1
HX-O0086,3,1
HX-O0086,4,1
HX-O0086,5,2
HX-O0086,6,2
HX-O0086,7,2
HX-O0086,8,2
HX-O0086,9,3
HX-O0086,10,3
HX-O0086,11,3
HX-O0086,12,4
HX-O0086,13,4
HX-O0086,14,4
HX-O0086,15,4
HX-O0086,16,5
HX-O0086,17,5
HX-O0086,18,5
HX-O0087,1,1
HX-O0087,2,1
HX-O0087,3,1
HX-O0087,4,1
HX-O0087,5,1
HX-O0087,6,2
HX-O0087,7,2
HX-O0087,8,2
HX-O0087,9,2
HX-O0087,10,3
HX-O0087,11,3
HX-O0087,12,3
HX-O0087,13,3
HX-O0087,14,3
HX-O0087,15,4
HX-O0087,16,4
HX-O0087,17,4
HX-O0087,18,4
HX-O0088,1,1
HX-O0088,2,1
HX-O0088,3,1
HX-O0088,4,1
HX-O0088,5,1
HX-O0088,6,1
HX-O0088,7,1
HX-O0088,8,1
HX-O0088,9,1
HX-O0088,10,2
HX-O0088,11,2
HX-O0088,12,2
HX-O0088,13,2
HX-O0088,14,2
HX-O0088,15,2
HX-O0088,16,2
HX-O0088,17,2
HX-O0088,18,2
HX-O0089,1,1
HX-O0089,2,1
HX-O0089,3,1
HX-O0089,4,1
HX-O0089,5,1
HX-O0089,6,1
HX-O0089,7,1
HX-O0089,8,1
HX-O0089,9,1
HX-O0089,10,2
HX-O0089,11,2
HX-O0089,12,2
HX-O0089,13,2
HX-O0089,14,2
HX-O0089,15,2
HX-O0089,16,2
HX-O0089,17,2
HX-O0089,18,2
HX-O0090,1,1
HX-O0090,2,1
HX-O0090,3,1
HX-O0090,4,1
HX-O0090,5,1
HX-O0090,6,2
HX-O0090,7,2
HX-O0090,8,2
HX-O0090,9,2
HX-O0090,10,3
HX-O0090,11,3
HX-O0090,12,3
HX-O0090,13,3
HX-O0090,14,3
HX-O0090,15,4
HX-O0090,16,4
HX-O0090,17,4
HX-O0090,18,4
HX-O0091,1,1
HX-O0091,2,1
HX-O0091,3,1
HX-O0091,4,1
HX-O0091,5,1
HX-O0091,6,1
HX-O0091,7,1
HX-O0091,8,1
HX-O0091,9,1
HX-O0091,10,1
HX-O0091,11,1
HX-O0091,12,1
HX-O0091,13,1
HX-O0091,14,1
HX-O0091,15,1
HX-O0091,16,1
HX-O0091,17,1
HX-O0091,18,1
HX-O0092,1,1
HX-O0092,2,1
HX-O0092,3,1
HX-O0092,4,1
HX-O0092,5,1
HX-O0092,6,2
HX-O0092,7,2
HX-O0092,8,2
HX-O0092,9,2
HX-O0092,10,3
HX-O0092,11,3
HX-O0092,12,3
HX-O0092,13,3
HX-O0092,14,3
HX-O0092,15,4
HX-O0092,16,4
HX-O0092,17,4
HX-O0092,18,4
HX-O0093,1,1
HX-O0093,2,1
HX-O0093,3,1
HX-O0093,4,1
HX-O0093,5,1
HX-O0093,6,1
HX-O0093,7,1
HX-O0093,8,1
HX-O0093,9,1
HX-O0093,10,2
HX-O0093,11,2
HX-O0093,12,2
HX-O0093,13,2
HX-O0093,14,2
HX-O0093,15,2
HX-O0093,16,2
HX-O0093,17,2
HX-O0093,18,2
HX-O0094,1,1
HX-O0094,2,1
HX-O0094,3,1
HX-O0094,4,1
HX-O0094,5,1
HX-O0094,6,1
HX-O0094,7,1
HX-O0094,8,1
HX-O0094,9,1
HX-O0094,10,2
HX-O0094,11,2
HX-O0094,12,2
HX-O0094,13,2
HX-O0094,14,2
HX-O0094,15,2
HX-O0094,16,2
HX-O0094,17,2
HX-O0094,18,2
HX-O0095,1,1
HX-O0095,2,1
HX-O0095,3,1
HX-O0095,4,1
HX-O0095,5,1
HX-O0095,6,2
HX-O0095,7,2
HX-O0095,8,2
HX-O0095,9,2
HX-O0095,10,3
HX-O0095,11,3
HX-O0095,12,3
HX-O0095,13,3
HX-O0095,14,3
HX-O0095,15,4
HX-O0095,16,4
HX-O0095,17,4
HX-O0095,18,4
HX-O0096,1,1
HX-O0096,2,1
HX-O0096,3,1
HX-O0096,4,1
HX-O0096,5,1
HX-O0096,6,2
HX-O0096,7,2
HX-O0096,8,2
HX-O0096,9,2
HX-O0096,10,3
HX-O0096,11,3
HX-O0096,12,3
HX-O0096,13,3
HX-O0096,14,3
HX-O0096,15,4
HX-O0096,16,4
HX-O0096,17,4
HX-O0096,18,4
HX-O0097,1,1
HX-O0097,2,1
HX-O0097,3,1
HX-O0097,4,1
HX-O0097,5,2
HX-O0097,6,2
HX-O0097,7,2
HX-O0097,8,2
HX-O0097,9,3
HX-O0097,10,3
HX-O0097,11,3
HX-O0097,12,4
HX-O0097,13,4
HX-O0097,14,4
HX-O0097,15,4
HX-O0097,16,5
HX-O0097,17,5
HX-O0097,18,5
HX-O0098,1,1
HX-O0098,2,1
HX-O0098,3,1
HX-O0098,4,1
HX-O0098,5,1
HX-O0098,6,1
HX-O0098,7,2
HX-O0098,8,2
HX-O0098,9,2
HX-O0098,10,2
HX-O0098,11,2
HX-O0098,12,2
HX-O0098,13,3
HX-O0098,14,3
HX-O0098,15,3
HX-O0098,16,3
HX-O0098,17,3
HX-O0098,18,3
HX-O0099,1,1
HX-O0099,2,1
HX-O0099,3,1
HX-O0099,4,1
HX-O0099,5,1
HX-O0099,6,1
HX-O0099,7,2
HX-O0099,8,2
HX-O0099,9,2
HX-O0099,10,2
HX-O0099,11,2
HX-O0099,12,2
HX-O0099,13,3
HX-O0099,14,3
HX-O0099,15,3
HX-O0099,16,3
HX-O0099,17,3
HX-O0099,18,3
HX-O0100,1,1
HX-O0100,2,1
HX-O0100,3,1
HX-O0100,4,1
HX-O0100,5,1
HX-O0100,6,1
HX-O0100,7,2
HX-O0100,8,2
HX-O0100,9,2
HX-O0100,10,2
HX-O0100,11,2
HX-O0100,12,2
HX-O0100,13,3
HX-O0100,14,3
HX-O0100,15,3
HX-O0100,16,3
HX-O0100,17,3
HX-O0100,18,3
HX-O0101,1,1
HX-O0101,2,1
HX-O0101,3,1
HX-O0101,4,1
HX-O0101,5,1
HX-O0101,6,1
HX-O0101,7,2
HX-O0101,8,2
HX-O0101,9,2
HX-O0101,10,2
HX-O0101,11,2
HX-O0101,12,2
HX-O0101,13,3
HX-O0101,14,3
HX-O0101,15,3
HX-O0101,16,3
HX-O0101,17,3
HX-O0101,18,3
HX-O0102,1,1
HX-O0102,2,1
HX-O0102,3,1
HX-O0102,4,1
HX-O0102,5,1
HX-O0102,6,1
HX-O0102,7,1
HX-O0102,8,1
HX-O0102,9,1
HX-O0102,10,2
HX-O0102,11,2
HX-O0102,12,2
HX-O0102,13,2
HX-O0102,14,2
HX-O0102,15,2
HX-O0102,16,2
HX-O0102,17,2
HX-O0102,18,2
HX-O0103,1,1
HX-O0103,2,1
HX-O0103,3,1
HX-O0103,4,1
HX-O0103,5,1
HX-O0103,6,1
HX-O0103,7,1
HX-O0103,8,1
HX-O0103,9,1
HX-O0103,10,2
HX-O0103,11,2
HX-O0103,12,2
HX-O0103,13,2
HX-O0103,14,2
HX-O0103,15,2
HX-O0103,16,2
HX-O0103,17,2
HX-O0103,18,2
HX-O0104,1,1
HX-O0104,2,1
HX-O0104,3,1
HX-O0104,4,1
HX-O0104,5,1
HX-O0104,6,1
HX-O0104,7,2
HX-O0104,8,2
HX-O0104,9,2
HX-O0104,10,2
HX-O0104,11,2
HX-O0104,12,2
HX-O0104,13,3
HX-O0104,14,3
HX-O0104,15,3
HX-O0104,16,3
HX-O0104,17,3
HX-O0104,18,3
HX-O0105,1,1
HX-O0105,2,1
HX-O0105,3,1
HX-O0105,4,1
HX-O0105,5,2
HX-O0105,6,2
HX-O0105,7,2
HX-O0105,8,2
HX-O0105,9,3
HX-O0105,10,3
HX-O0105,11,3
HX-O0105,12,4
HX-O0105,13,4
HX-O0105,14,4
HX-O0105,15,4
HX-O0105,16,5
HX-O0105,17,5
HX-O0105,18,5
HX-O0106,1,1
HX-O0106,2,1
HX-O0106,3,1
HX-O0106,4,1
HX-O0106,5,1
HX-O0106,6,1
HX-O0106,7,1
HX-O0106,8,1
HX-O0106,9,1
HX-O0106,10,2
HX-O0106,11,2
HX-O0106,12,2
HX-O0106,13,2
HX-O0106,14,2
HX-O0106,15,2
HX-O0106,16,2
HX-O0106,17,2
HX-O0106,18,2
HX-O0107,1,1
HX-O0107,2,1
HX-O0107,3,1
HX-O0107,4,1
HX-O0107,5,2
HX-O0107,6,2
HX-O0107,7,2
HX-O0107,8,2
HX-O0107,9,3
HX-O0107,10,3
HX-O0107,11,3
HX-O0107,12,4
HX-O0107,13,4
HX-O0107,14,4
HX-O0107,15,4
HX-O0107,16,5
HX-O0107,17,5
HX-O0107,18,5
HX-O0108,1,1
HX-O0108,2,1
HX-O0108,3,1
HX-O0108,4,1
HX-O0108,5,1
HX-O0108,6,2
HX-O0108,7,2
HX-O0108,8,2
HX-O0108,9,2
HX-O0108,10,3
HX-O0108,11,3
HX-O0108,12,3
HX-O0108,13,3
HX-O0108,14,3
HX-O0108,15,4
HX-O0108,16,4
HX-O0108,17,4
HX-O0108,18,4
HX-O0109,1,1
HX-O0109,2,1
HX-O0109,3,1
HX-O0109,4,1
HX-O0109,5,1
HX-O0109,6,2
HX-O0109,7,2
HX-O0109,8,2
HX-O0109,9,2
HX-O0109,10,3
HX-O0109,11,3
HX-O0109,12,3
HX-O0109,13,3
HX-O0109,14,3
HX-O0109,15,4
HX-O0109,16,4
HX-O0109,17,4
HX-O0109,18,4
HX-O0110,1,1
HX-O0110,2,1
HX-O0110,3,1
HX-O0110,4,1
HX-O0110,5,1
HX-O0110,6,2
HX-O0110,7,2
HX-O0110,8,2
HX-O0110,9,2
HX-O0110,10,3
HX-O0110,11,3
HX-O0110,12,3
HX-O0110,13,3
HX-O0110,14,3
HX-O0110,15,4
HX-O0110,16,4
HX-O0110,17,4
HX-O0110,18,4
HX-O0111,1,1
HX-O0111,2,1
HX-O0111,3,1
HX-O0111,4,1
HX-O0111,5,2
HX-O0111,6,2
HX-O0111,7,2
HX-O0111,8,2
HX-O0111,9,3
HX-O0111,10,3
HX-O0111,11,3
HX-O0111,12,4
HX-O0111,13,4
HX-O0111,14,4
HX-O0111,15,4
HX-O0111,16,5
HX-O0111,17,5
HX-O0111,18,5
HX-O0112,1,1
HX-O0112,2,1
HX-O0112,3,1
HX-O0112,4,1
HX-O0112,5,2
HX-O0112,6,2
HX-O0112,7,2
HX-O0112,8,2
HX-O0112,9,3
HX-O0112,10,3
HX-O0112,11,3
HX-O0112,12,4
HX-O0112,13,4
HX-O0112,14,4
HX-O0112,15,4
HX-O0112,16,5
HX-O0112,17,5
HX-O0112,18,5
HX-O0113,1,1
HX-O0113,2,1
HX-O0113,3,1
HX-O0113,4,1
HX-O0113,5,1
HX-O0113,6,1
HX-O0113,7,1
HX-O0113,8,1
HX-O0113,9,1
HX-O0113,10,1
HX-O0113,11,1
HX-O0113,12,1
HX-O0113,13,1
HX-O0113,14,1
HX-O0113,15,1
HX-O0113,16,1
HX-O0113,17,1
HX-O0113,18,1
HX-O0114,1,1
HX-O0114,2,1
HX-O0114,3,1
HX-O0114,4,1
HX-O0114,5,1
HX-O0114,6,1
HX-O0114,7,2
HX-O0114,8,2
HX-O0114,9,2
HX-O0114,10,2
HX-O0114,11,2
HX-O0114,12,2
HX-O0114,13,3
HX-O0114,14,3
HX-O0114,15,3
HX-O0114,16,3
HX-O0114,17,3
HX-O0114,18,3
HX-O0115,1,1
HX-O0115,2,1
HX-O0115,3,1
HX-O0115,4,1
HX-O0115,5,1
HX-O0115,6,1
HX-O0115,7,1
HX-O0115,8,1
HX-O0115,9,1
HX-O0115,10,1
HX-O0115,11,1
HX-O0115,12,1
HX-O0115,13,1
HX-O0115,14,1
HX-O0115,15,1
HX-O0115,16,1
HX-O0115,17,1
HX-O0115,18,1
HX-O0116,1,1
HX-O0116,2,1
HX-O0116,3,1
HX-O0116,4,1
HX-O0116,5,1
HX-O0116,6,1
HX-O0116,7,1
HX-O0116,8,1
HX-O0116,9,1
HX-O0116,10,1
HX-O0116,11,1
HX-O0116,12,1
HX-O0116,13,1
HX-O0116,14,1
HX-O0116,15,1
HX-O0116,16,1
HX-O0116,17,1
HX-O0116,18,1
HX-O0117,1,1
HX-O0117,2,1
HX-O0117,3,1
HX-O0117,4,1
HX-O0117,5,1
HX-O0117,6,1
HX-O0117,7,1
HX-O0117,8,1
HX-O0117,9,1
HX-O0117,10,1
HX-O0117,11,1
HX-O0117,12,1
HX-O0117,13,1
HX-O0117,14,1
HX-O0117,15,1
HX-O0117,16,1
HX-O0117,17,1
HX-O0117,18,1
HX-O0118,1,1
HX-O0118,2,1
HX-O0118,3,1
HX-O0118,4,1
HX-O0118,5,1
HX-O0118,6,1
HX-O0118,7,1
HX-O0118,8,1
HX-O0118,9,1
HX-O0118,10,2
HX-O0118,11,2
HX-O0118,12,2
HX-O0118,13,2
HX-O0118,14,2
HX-O0118,15,2
HX-O0118,16,2
HX-O0118,17,2
HX-O0118,18,2
HX-O0119,1,1
HX-O0119,2,1
HX-O0119,3,1
HX-O0119,4,1
HX-O0119,5,1
HX-O0119,6,1
HX-O0119,7,1
HX-O0119,8,1
HX-O0119,9,1
HX-O0119,10,2
HX-O0119,11,2
HX-O0119,12,2
HX-O0119,13,2
HX-O0119,14,2
HX-O0119,15,2
HX-O0119,16,2
HX-O0119,17,2
HX-O0119,18,2
HX-O0120,1,1
HX-O0120,2,1
HX-O0120,3,1
HX-O0120,4,1
HX-O0120,5,1
HX-O0120,6,1
HX-O0120,7,1
HX-O0120,8,1
HX-O0120,9,1
HX-O0120,10,2
HX-O0120,11,2
HX-O0120,12,2
HX-O0120,13,2
HX-O0120,14,2
HX-O0120,15,2
HX-O0120,16,2
HX-O0120,17,2
HX-O0120,18,2
HX-O0121,1,1
HX-O0121,2,1
HX-O0121,3,1
HX-O0121,4,1
HX-O0121,5,1
HX-O0121,6,2
HX-O0121,7,2
HX-O0121,8,2
HX-O0121,9,2
HX-O0121,10,3
HX-O0121,11,3
HX-O0121,12,3
HX-O0121,13,3
HX-O0121,14,3
HX-O0121,15,4
HX-O0121,16,4
HX-O0121,17,4
HX-O0121,18,4
HX-O0122,1,1
HX-O0122,2,1
HX-O0122,3,1
HX-O0122,4,1
HX-O0122,5,1
HX-O0122,6,2
HX-O0122,7,2
HX-O0122,8,2
HX-O0122,9,2
HX-O0122,10,3
HX-O0122,11,3
HX-O0122,12,3
HX-O0122,13,3
HX-O0122,14,3
HX-O0122,15,4
HX-O0122,16,4
HX-O0122,17,4
HX-O0122,18,4
HX-O0123,1,1
HX-O0123,2,1
HX-O0123,3,1
HX-O0123,4,1
HX-O0123,5,1
HX-O0123,6,2
HX-O0123,7,2
HX-O0123,8,2
HX-O0123,9,2
HX-O0123,10,3
HX-O0123,11,3
HX-O0123,12,3
HX-O0123,13,3
HX-O0123,14,3
HX-O0123,15,4
HX-O0123,16,4
HX-O0123,17,4
HX-O0123,18,4
HX-O0124,1,1
HX-O0124,2,1
HX-O0124,3,1
HX-O0124,4,1
HX-O0124,5,2
HX-O0124,6,2
HX-O0124,7,2
HX-O0124,8,2
HX-O0124,9,3
HX-O0124,10,3
HX-O0124,11,3
HX-O0124,12,4
HX-O0124,13,4
HX-O0124,14,4
HX-O0124,15,4
HX-O0124,16,5
HX-O0124,17,5
HX-O0124,18,5
HX-O0125,1,1
HX-O0125,2,1
HX-O0125,3,1
HX-O0125,4,1
HX-O0125,5,1
HX-O0125,6,1
HX-O0125,7,1
HX-O0125,8,1
HX-O0125,9,1
HX-O0125,10,1
HX-O0125,11,1
HX-O0125,12,1
HX-O0125,13,1
HX-O0125,14,1
HX-O0125,15,1
HX-O0125,16,1
HX-O0125,17,1
HX-O0125,18,1
HX-O0126,1,1
HX-O0126,2,1
HX-O0126,3,1
HX-O0126,4,1
HX-O0126,5,1
HX-O0126,6,2
HX-O0126,7,2
HX-O0126,8,2
HX-O0126,9,2
HX-O0126,10,3
HX-O0126,11,3
HX-O0126,12,3
HX-O0126,13,3
HX-O0126,14,3
HX-O0126,15,4
HX-O0126,16,4
HX-O0126,17,4
HX-O0126,18,4
HX-O0127,1,1
HX-O0127,2,1
HX-O0127,3,1
HX-O0127,4,1
HX-O0127,5,1
HX-O0127,6,1
HX-O0127,7,1
HX-O0127,8,1
HX-O0127,9,1
HX-O0127,10,1
HX-O0127,11,1
HX-O0127,12,1
HX-O0127,13,1
HX-O0127,14,1
HX-O0127,15,1
HX-O0127,16,1
HX-O0127,17,1
HX-O0127,18,1
HX-O0128,1,1
HX-O0128,2,1
HX-O0128,3,1
HX-O0128,4,1
HX-O0128,5,2
HX-O0128,6,2
HX-O0128,7,2
HX-O0128,8,2
HX-O0128,9,3
HX-O0128,10,3
HX-O0128,11,3
HX-O0128,12,4
HX-O0128,13,4
HX-O0128,14,4
HX-O0128,15,4
HX-O0128,16,5
HX-O0128,17,5
HX-O0128,18,5
HX-O0129,1,1
HX-O0129,2,1
HX-O0129,3,1
HX-O0129,4,1
HX-O0129,5,2
HX-O0129,6,2
HX-O0129,7,2
HX-O0129,8,2
HX-O0129,9,3
HX-O0129,10,3
HX-O0129,11,3
HX-O0129,12,4
HX-O0129,13,4
HX-O0129,14,4
HX-O0129,15,4
HX-O0129,16,5
HX-O0129,17,5
HX-O0129,18,5
HX-O0130,1,1
HX-O0130,2,1
HX-O0130,3,1
HX-O0130,4,1
HX-O0130,5,1
HX-O0130,6,1
HX-O0130,7,1
HX-O0130,8,1
HX-O0130,9,1
HX-O0130,10,1
HX-O0130,11,1
HX-O0130,12,1
HX-O0130,13,1
HX-O0130,14,1
HX-O0130,15,1
HX-O0130,16,1
HX-O0130,17,1
HX-O0130,18,1
HX-O0131,1,1
HX-O0131,2,1
HX-O0131,3,1
HX-O0131,4,1
HX-O0131,5,1
HX-O0131,6,1
HX-O0131,7,2
HX-O0131,8,2
HX-O0131,9,2
HX-O0131,10,2
HX-O0131,11,2
HX-O0131,12,2
HX-O0131,13,3
HX-O0131,14,3
HX-O0131,15,3
HX-O0131,16,3
HX-O0131,17,3
HX-O0131,18,3
HX-O0132,1,1
HX-O0132,2,1
HX-O0132,3,1
HX-O0132,4,1
HX-O0132,5,1
HX-O0132,6,1
HX-O0132,7,1
HX-O0132,8,1
HX-O0132,9,1
HX-O0132,10,2
HX-O0132,11,2
HX-O0132,12,2
HX-O0132,13,2
HX-O0132,14,2
HX-O0132,15,2
HX-O0132,16,2
HX-O0132,17,2
HX-O0132,18,2
HX-O0133,1,1
HX-O0133,2,1
HX-O0133,3,1
HX-O0133,4,1
HX-O0133,5,1
HX-O0133,6,1
HX-O0133,7,1
HX-O0133,8,1
HX-O0133,9,1
HX-O0133,10,2
HX-O0133,11,2
HX-O0133,12,2
HX-O0133,13,2
HX-O0133,14,2
HX-O0133,15,2
HX-O0133,16,2
HX-O0133,17,2
HX-O0133,18,2
HX-O0134,1,1
HX-O0134,2,1
HX-O0134,3,1
HX-O0134,4,1
HX-O0134,5,1
HX-O0134,6,2
HX-O0134,7,2
HX-O0134,8,2
HX-O0134,9,2
HX-O0134,10,3
HX-O0134,11,3
HX-O0134,12,3
HX-O0134,13,3
HX-O0134,14,3
HX-O0134,15,4
HX-O0134,16,4
HX-O0134,17,4
HX-O0134,18,4
HX-O0135,1,1
HX-O0135,2,1
HX-O0135,3,1
HX-O0135,4,1
HX-O0135,5,1
HX-O0135,6,1
HX-O0135,7,2
HX-O0135,8,2
HX-O0135,9,2
HX-O0135,10,2
HX-O0135,11,2
HX-O0135,12,2
HX-O0135,13,3
HX-O0135,14,3
HX-O0135,15,3
HX-O0135,16,3
HX-O0135,17,3
HX-O0135,18,3
HX-O0136,1,1
HX-O0136,2,1
HX-O0136,3,1
HX-O0136,4,1
HX-O0136,5,1
HX-O0136,6,1
HX-O0136,7,2
HX-O0136,8,2
HX-O0136,9,2
HX-O0136,10,2
HX-O0136,11,2
HX-O0136,12,2
HX-O0136,13,3
HX-O0136,14,3
HX-O0136,15,3
HX-O0136,16,3
HX-O0136,17,3
HX-O0136,18,3
HX-O0137,1,1
HX-O0137,2,1
HX-O0137,3,1
HX-O0137,4,1
HX-O0137,5,1
HX-O0137,6,1
HX-O0137,7,1
HX-O0137,8,1
HX-O0137,9,1
HX-O0137,10,1
HX-O0137,11,1
HX-O0137,12,1
HX-O0137,13,1
HX-O0137,14,1
HX-O0137,15,1
HX-O0137,16,1
HX-O0137,17,1
HX-O0137,18,1
HX-O0138,1,1
HX-O0138,2,1
HX-O0138,3,1
HX-O0138,4,1
HX-O0138,5,1
HX-O0138,6,1
HX-O0138,7,1
HX-O0138,8,1
HX-O0138,9,1
HX-O0138,10,1
HX-O0138,11,1
HX-O0138,12,1
HX-O0138,13,1
HX-O0138,14,1
HX-O0138,15,1
HX-O0138,16,1
HX-O0138,17,1
HX-O0138,18,1
HX-O0139,1,1
HX-O0139,2,1
HX-O0139,3,1
HX-O0139,4,1
HX-O0139,5,1
HX-O0139,6,1
HX-O0139,7,1
HX-O0139,8,1
HX-O0139,9,1
HX-O0139,10,2
HX-O0139,11,2
HX-O0139,12,2
HX-O0139,13,2
HX-O0139,14,2
HX-O0139,15,2
HX-O0139,16,2
HX-O0139,17,2
HX-O0139,18,2
HX-O0140,1,1
HX-O0140,2,1
HX-O0140,3,1
HX-O0140,4,1
HX-O0140,5,2
HX-O0140,6,2
HX-O0140,7,2
HX-O0140,8,2
HX-O0140,9,3
HX-O0140,10,3
HX-O0140,11,3
HX-O0140,12,4
HX-O0140,13,4
HX-O0140,14,4
HX-O0140,15,4
HX-O0140,16,5
HX-O0140,17,5
HX-O0140,18,5
HX-O0141,1,1
HX-O0141,2,1
HX-O0141,3,1
HX-O0141,4,1
HX-O0141,5,2
HX-O0141,6,2
HX-O0141,7,2
HX-O0141,8,2
HX-O0141,9,3
HX-O0141,10,3
HX-O0141,11,3
HX-O0141,12,4
HX-O0141,13,4
HX-O0141,14,4
HX-O0141,15,4
HX-O0141,16,5
HX-O0141,17,5
HX-O0141,18,5
HX-O0142,1,1
HX-O0142,2,1
HX-O0142,3,1
