entity_id,parent_id,segment,start_month,contract_term_months,cancellation_for_convenience,base_mrr_cents
AG-E0443,AG-P198,Enterprise,2022-04,24,true,353058
AG-E0444,AG-P112,Mid-market,2023-03,24,false,318797
AG-E0445,AG-P007,Upper mid-market,2023-01,36,false,174796
AG-E0446,AG-P004,Mid-market,2022-10,36,false,159821
AG-E0447,AG-P211,Mid-market,2022-11,24,false,666747
AG-E0448,AG-P138,Public sector,2022-06,24,false,229796
AG-E0449,AG-P043,Public sector,2023-05,12,false,715747
AG-E0450,AG-P184,Upper mid-market,2021-10,24,false,509084
AG-E0451,AG-P183,Mid-market,2022-05,24,false,767076
AG-E0452,AG-P167,Mid-market,2022-03,24,false,187008
AG-E0453,AG-P021,Enterprise,2022-02,24,false,345840
AG-E0454,AG-P032,Public sector,2021-10,24,false,167473
AG-E0455,AG-P138,Upper mid-market,2023-03,24,false,179231
AG-E0456,AG-P024,Upper mid-market,2022-10,24,false,232637
AG-E0457,AG-P185,Public sector,2023-03,12,false,790261
AG-E0458,AG-P102,Public sector,2021-10,12,false,220951
AG-E0459,AG-P040,Upper mid-market,2023-04,24,false,369491
AG-E0460,AG-P024,Mid-market,2022-06,24,true,295241
AG-E0461,AG-P091,Public sector,2022-03,36,false,445827
AG-E0462,AG-P002,Mid-market,2022-06,24,false,1387264
AG-E0463,AG-P057,Mid-market,2023-05,24,false,351435
AG-E0464,AG-P158,Upper mid-market,2022-06,24,false,1087680
AG-E0465,AG-P001,Upper mid-market,2021-11,24,false,541345
AG-E0466,AG-P015,Upper mid-market,2022-02,24,false,680971
AG-E0467,AG-P173,Upper mid-market,2022-08,24,false,104673
AG-E0468,AG-P171,Upper mid-market,2023-08,24,false,653926
AG-E0469,AG-P134,Upper mid-market,2023-03,24,false,287703
AG-E0470,AG-P197,Public sector,2022-04,24,false,611063
AG-E0471,AG-P085,Mid-market,2023-07,12,false,655136
AG-E0472,AG-P093,Mid-market,2023-04,24,false,442078
AG-E0473,AG-P148,Enterprise,2022-06,24,false,259487
AG-E0474,AG-P024,Mid-market,2022-04,24,false,154229
AG-E0475,AG-P114,Mid-market,2022-10,12,false,670850
AG-E0476,AG-P072,Upper mid-market,2022-04,24,false,543065
AG-E0477,AG-P148,Mid-market,2022-08,36,true,375753
AG-E0478,AG-P107,Mid-market,2022-03,36,false,180254
AG-E0479,AG-P206,Enterprise,2022-06,24,false,807511
AG-E0480,AG-P059,Upper mid-market,2022-08,24,false,197927
AG-E0481,AG-P173,Mid-market,2022-10,24,false,440336
AG-E0482,AG-P184,Mid-market,2023-05,12,false,194463
AG-E0483,AG-P003,Public sector,2021-11,36,false,928942
AG-E0484,AG-P029,Enterprise,2022-07,36,false,477048
AG-E0485,AG-P067,Enterprise,2022-08,24,false,768650
AG-E0486,AG-P113,Enterprise,2021-11,12,false,474812
AG-E0487,AG-P158,Mid-market,2023-01,24,false,287443
AG-E0488,AG-P173,Upper mid-market,2023-08,24,false,278094
AG-E0489,AG-P164,Upper mid-market,2022-06,24,false,622815
AG-E0490,AG-P184,Public sector,2022-08,24,false,146026
AG-E0491,AG-P203,Public sector,2021-10,36,false,418849
AG-E0492,AG-P084,Mid-market,2023-08,36,false,166604
AG-E0493,AG-P093,Public sector,2023-08,24,false,289207
AG-E0494,AG-P024,Upper mid-market,2023-04,36,true,218788
AG-E0495,AG-P016,Public sector,2022-05,36,false,178092
AG-E0496,AG-P080,Upper mid-market,2022-11,24,false,374363
AG-E0497,AG-P095,Upper mid-market,2022-04,24,false,97826
AG-E0498,AG-P040,Enterprise,2021-11,12,false,220893
AG-E0499,AG-P133,Mid-market,2022-05,12,false,541599
AG-E0500,AG-P105,Public sector,2022-12,24,false,401902
AG-E0501,AG-P219,Mid-market,2023-01,24,false,300045
AG-E0502,AG-P029,Upper mid-market,2022-02,12,false,232326
AG-E0503,AG-P004,Mid-market,2021-10,12,false,336888
AG-E0504,AG-P095,Public sector,2022-09,12,false,449612
AG-E0505,AG-P021,Mid-market,2022-07,36,false,317922
AG-E0506,AG-P091,Upper mid-market,2021-08,24,false,170864
AG-E0507,AG-P083,Mid-market,2022-07,24,false,695082
AG-E0508,AG-P015,Upper mid-market,2022-12,24,false,352522
AG-E0509,AG-P105,Enterprise,2022-04,12,false,100946
AG-E0510,AG-P020,Public sector,2023-08,24,false,149552
AG-E0511,AG-P184,Mid-market,2021-08,36,true,169082
AG-E0512,AG-P183,Upper mid-market,2021-08,24,false,133715
AG-E0513,AG-P024,Upper mid-market,2023-07,12,false,140935
AG-E0514,AG-P192,Public sector,2023-04,12,false,433401
AG-E0515,AG-P045,Upper mid-market,2023-01,12,false,239536
AG-E0516,AG-P027,Upper mid-market,2022-02,36,false,642925
AG-E0517,AG-P015,Public sector,2021-12,36,false,269737
AG-E0518,AG-P085,Public sector,2023-04,24,false,330322
AG-E0519,AG-P195,Mid-market,2023-01,36,false,168385
AG-E0520,AG-P116,Enterprise,2022-02,24,false,564050
AG-E0521,AG-P173,Enterprise,2023-02,12,false,303417
AG-E0522,AG-P054,Public sector,2021-11,24,false,179134
AG-E0523,AG-P198,Public sector,2021-12,24,false,322166
AG-E0524,AG-P206,Enterprise,2023-04,36,false,361388
AG-E0525,AG-P133,Mid-market,2022-02,24,false,140379
AG-E0526,AG-P084,Mid-market,2022-07,24,false,812029
AG-E0527,AG-P107,Enterprise,2022-03,24,false,296051
AG-E0528,AG-P023,Mid-market,2023-08,36,true,696601
AG-E0529,AG-P137,Upper mid-market,2022-03,24,false,202127
AG-E0530,AG-P112,Mid-market,2022-08,24,false,855195
AG-E0531,AG-P174,Upper mid-market,2022-07,24,false,904395
AG-E0532,AG-P086,Mid-market,2023-01,24,false,252720
AG-E0533,AG-P013,Enterprise,2023-01,36,false,425705
AG-E0534,AG-P004,Public sector,2022-02,36,false,187437
AG-E0535,AG-P194,Mid-market,2023-04,36,false,344932
AG-E0536,AG-P188,Mid-market,2023-02,12,false,311958
AG-E0537,AG-P072,Enterprise,2022-11,24,false,102604
AG-E0538,AG-P085,Mid-market,2023-01,12,false,249711
AG-E0539,AG-P045,Enterprise,2021-09,12,false,281453
AG-E0540,AG-P035,Public sector,2022-03,24,false,539931
AG-E0541,AG-P007,Enterprise,2023-08,24,false,257408
AG-E0542,AG-P171,Public sector,2023-07,24,false,447593
AG-E0543,AG-P210,Upper mid-market,2021-12,24,false,449957
AG-E0544,AG-P006,Upper mid-market,2021-08,24,false,364142
AG-E0545,AG-P143,Enterprise,2021-11,24,true,313240
AG-E0546,AG-P094,Enterprise,2022-06,24,false,290363
AG-E0547,AG-P106,Mid-market,2022-12,24,false,372752
AG-E0548,AG-P040,Public sector,2022-10,24,false,1068228
AG-E0549,AG-P004,Upper mid-market,2023-06,24,false,101619
AG-E0550,AG-P007,Mid-market,2023-06,36,false,188117
AG-E0551,AG-P006,Enterprise,2023-07,12,false,391515
AG-E0552,AG-P080,Public sector,2022-05,24,false,600343
AG-E0553,AG-P017,Mid-market,2023-06,12,false,235268
AG-E0554,AG-P078,Upper mid-market,2021-10,24,false,312612
AG-E0555,AG-P002,Public sector,2022-06,12,false,1011013
AG-E0556,AG-P091,Public sector,2023-04,24,false,113586
AG-E0557,AG-P105,Upper mid-market,2022-10,24,false,754928
AG-E0558,AG-P080,Enterprise,2021-11,12,false,105045
AG-E0559,AG-P009,Mid-market,2022-06,24,false,561690
AG-E0560,AG-P043,Upper mid-market,2023-07,24,false,85000
AG-E0561,AG-P183,Upper mid-market,2022-02,24,false,600535
AG-E0562,AG-P218,Enterprise,2022-05,24,true,551582
AG-E0563,AG-P007,Enterprise,2023-06,24,false,931146
AG-E0564,AG-P163,Mid-market,2022-10,36,false,189305
AG-E0565,AG-P106,Upper mid-market,2023-05,24,false,386552
AG-E0566,AG-P023,Upper mid-market,2023-05,24,false,910494
AG-E0567,AG-P158,Upper mid-market,2022-04,12,false,490327
AG-E0568,AG-P053,Enterprise,2021-11,12,false,315333
AG-E0569,AG-P191,Mid-market,2022-01,36,false,173254
AG-E0570,AG-P040,Mid-market,2023-01,24,false,260431
AG-E0571,AG-P094,Enterprise,2023-02,24,false,413249
AG-E0572,AG-P011,Mid-market,2021-09,24,false,512498
AG-E0573,AG-P007,Mid-market,2023-01,24,false,321326
AG-E0574,AG-P111,Mid-market,2023-02,12,false,1226233
AG-E0575,AG-P017,Upper mid-market,2021-11,24,false,289740
AG-E0576,AG-P080,Mid-market,2023-01,24,false,460925
AG-E0577,AG-P045,Mid-market,2022-04,12,false,514223
AG-E0578,AG-P162,Upper mid-market,2023-01,36,false,388249
AG-E0579,AG-P102,Upper mid-market,2021-11,36,true,191669
AG-E0580,AG-P027,Mid-market,2022-02,36,false,397691
AG-E0581,AG-P158,Public sector,2023-08,36,false,302256
AG-E0582,AG-P164,Mid-market,2022-08,24,false,253764
AG-E0583,AG-P003,Upper mid-market,2022-07,12,false,622332
AG-E0584,AG-P088,Public sector,2021-08,24,false,246101
AG-E0585,AG-P065,Public sector,2022-08,24,false,309598
AG-E0586,AG-P005,Upper mid-market,2023-02,24,false,380792
AG-E0587,AG-P028,Mid-market,2022-08,24,false,151307
AG-E0588,AG-P029,Mid-market,2023-01,24,false,517320
AG-E0589,AG-P053,Enterprise,2022-01,12,false,492618
AG-E0590,AG-P146,Mid-market,2022-04,24,false,176242
AG-E0591,AG-P054,Upper mid-market,2022-03,36,false,340133
AG-E0592,AG-P014,Mid-market,2022-05,24,false,260674
AG-E0593,AG-P017,Enterprise,2023-01,36,false,290979
AG-E0594,AG-P138,Upper mid-market,2023-02,36,false,255097
AG-E0595,AG-P072,Mid-market,2022-05,36,false,197106
AG-E0596,AG-P043,Mid-market,2021-08,24,true,336292
AG-E0597,AG-P113,Mid-market,2023-01,12,false,132206
AG-E0598,AG-P051,Mid-market,2021-08,24,false,981564
AG-E0599,AG-P024,Enterprise,2022-11,12,false,166281
AG-E0600,AG-P010,Mid-market,2022-11,36,false,241932
AG-E0601,AG-P169,Upper mid-market,2022-04,12,false,318962
AG-E0602,AG-P017,Public sector,2022-11,36,false,960182
AG-E0603,AG-P007,Enterprise,2021-08,24,false,116211
AG-E0604,AG-P009,Public sector,2022-08,24,false,384975
AG-E0605,AG-P061,Mid-market,2021-09,24,false,327270
AG-E0606,AG-P021,Mid-market,2021-12,36,false,243915
AG-E0607,AG-P126,Mid-market,2022-04,24,false,366446
AG-E0608,AG-P056,Mid-market,2021-11,12,false,560244
AG-E0609,AG-P112,Mid-market,2022-02,12,false,252800
AG-E0610,AG-P007,Upper mid-market,2021-11,36,false,180879
AG-E0611,AG-P054,Upper mid-market,2021-08,36,false,532043
AG-E0612,AG-P029,Mid-market,2021-08,12,false,85658
AG-E0613,AG-P084,Public sector,2022-11,12,true,85000
AG-E0614,AG-P210,Upper mid-market,2022-05,12,false,115156
AG-E0615,AG-P127,Public sector,2022-02,36,false,1126211
AG-E0616,AG-P128,Mid-market,2022-02,12,false,201964
AG-E0617,AG-P024,Public sector,2023-04,24,false,284411
AG-E0618,AG-P004,Mid-market,2022-04,24,false,415760
AG-E0619,AG-P080,Public sector,2022-04,24,false,396089
AG-E0620,AG-P109,Mid-market,2022-10,24,false,355686
AG-E0621,AG-P145,Upper mid-market,2021-08,24,false,831218
AG-E0622,AG-P165,Mid-market,2022-03,12,false,276055
AG-E0623,AG-P164,Enterprise,2021-08,12,false,360184
AG-E0624,AG-P072,Upper mid-market,2023-03,36,false,200027
AG-E0625,AG-P177,Upper mid-market,2022-03,12,false,85000
AG-E0626,AG-P115,Upper mid-market,2021-09,12,false,370824
AG-E0627,AG-P158,Mid-market,2022-02,36,false,378804
AG-E0628,AG-P128,Upper mid-market,2022-06,24,false,379327
AG-E0629,AG-P062,Enterprise,2023-08,36,false,302431
AG-E0630,AG-P169,Mid-market,2022-02,24,true,290638
AG-E0631,AG-P159,Upper mid-market,2023-08,12,false,1064901
AG-E0632,AG-P054,Enterprise,2022-04,12,false,922820
AG-E0633,AG-P007,Public sector,2021-10,36,false,213051
AG-E0634,AG-P011,Public sector,2021-10,24,false,1042737
AG-E0635,AG-P183,Upper mid-market,2022-09,36,false,161181
AG-E0636,AG-P045,Mid-market,2022-12,24,false,357931
AG-E0637,AG-P027,Upper mid-market,2023-03,24,false,1393129
AG-E0638,AG-P113,Enterprise,2021-12,24,false,911975
AG-E0639,AG-P083,Mid-market,2022-03,24,false,176531
AG-E0640,AG-P192,Upper mid-market,2023-01,24,false,709840
AG-E0641,AG-P008,Public sector,2023-06,36,false,577118
AG-E0642,AG-P080,Enterprise,2023-04,24,false,266932
AG-E0643,AG-P212,Mid-market,2022-12,12,false,138708
AG-E0644,AG-P094,Enterprise,2022-10,36,false,413248
AG-E0645,AG-P128,Enterprise,2022-08,24,false,866618
AG-E0646,AG-P078,Enterprise,2023-05,36,false,129611
AG-E0647,AG-P004,Public sector,2023-02,24,true,288170
AG-E0648,AG-P158,Public sector,2023-08,12,false,268555
AG-E0649,AG-P054,Public sector,2023-03,12,false,977317
AG-E0650,AG-P138,Mid-market,2021-12,12,false,168704
AG-E0651,AG-P115,Mid-market,2021-12,24,false,124762
AG-E0652,AG-P067,Upper mid-market,2023-08,12,false,224586
AG-E0653,AG-P024,Mid-market,2023-07,12,false,282107
AG-E0654,AG-P024,Mid-market,2022-05,24,false,400846
AG-E0655,AG-P105,Mid-market,2021-10,24,false,466576
AG-E0656,AG-P134,Mid-market,2022-02,36,false,392639
AG-E0657,AG-P031,Enterprise,2022-06,12,false,1268397
AG-E0658,AG-P198,Upper mid-market,2023-07,12,false,120496
AG-E0659,AG-P114,Upper mid-market,2022-04,24,false,498955
AG-E0660,AG-P094,Upper mid-market,2022-02,12,false,157325
AG-E0661,AG-P016,Upper mid-market,2023-08,36,false,775435
AG-E0662,AG-P029,Mid-market,2021-10,12,false,473153
AG-E0663,AG-P023,Enterprise,2023-02,12,false,453449
AG-E0664,AG-P090,Upper mid-market,2022-05,36,true,569354
AG-E0665,AG-P021,Enterprise,2021-09,12,false,202607
AG-E0666,AG-P006,Enterprise,2023-05,12,false,1142301
AG-E0667,AG-P002,Upper mid-market,2022-09,24,false,293198
AG-E0668,AG-P198,Enterprise,2021-08,12,false,649254
AG-E0669,AG-P072,Upper mid-market,2022-05,12,false,314399
AG-E0670,AG-P052,Upper mid-market,2022-11,24,false,136498
AG-E0671,AG-P061,Public sector,2022-10,24,false,818259
AG-E0672,AG-P195,Upper mid-market,2023-01,36,false,138848
AG-E0673,AG-P088,Mid-market,2022-01,12,false,273226
AG-E0674,AG-P165,Upper mid-market,2021-09,24,false,164213
AG-E0675,AG-P029,Mid-market,2022-12,24,false,344484
AG-E0676,AG-P070,Upper mid-market,2021-09,36,false,253593
AG-E0677,AG-P078,Upper mid-market,2023-06,24,false,569469
AG-E0678,AG-P053,Public sector,2022-02,24,false,485932
AG-E0679,AG-P144,Mid-market,2023-05,24,false,313861
AG-E0680,AG-P133,Upper mid-market,2021-10,36,false,212689
AG-E0681,AG-P052,Mid-market,2023-05,12,true,500401
AG-E0682,AG-P093,Enterprise,2022-03,24,false,185566
AG-E0683,AG-P003,Enterprise,2023-06,12,false,367002
AG-E0684,AG-P078,Upper mid-market,2022-04,24,false,487865
AG-E0685,AG-P205,Mid-market,2021-12,24,false,298198
AG-E0686,AG-P112,Upper mid-market,2023-03,36,false,386169
AG-E0687,AG-P128,Upper mid-market,2021-09,12,false,177323
AG-E0688,AG-P012,Mid-market,2022-10,12,false,182972
AG-E0689,AG-P199,Mid-market,2021-08,12,false,264430
AG-E0690,AG-P116,Mid-market,2022-08,36,false,293991
AG-E0691,AG-P080,Mid-market,2022-05,12,false,130815
AG-E0692,AG-P072,Enterprise,2023-06,12,false,312308
AG-E0693,AG-P062,Public sector,2022-08,12,false,395496
AG-E0694,AG-P004,Mid-market,2023-05,12,false,178977
AG-E0695,AG-P113,Mid-market,2022-11,36,false,304884
AG-E0696,AG-P080,Upper mid-market,2022-07,12,false,1018303
AG-E0697,AG-P148,Upper mid-market,2022-03,24,false,360976
AG-E0698,AG-P023,Mid-market,2022-08,24,true,118813
AG-E0699,AG-P219,Upper mid-market,2022-01,36,false,974742
AG-E0700,AG-P119,Mid-market,2023-04,24,false,809649
AG-E0701,AG-P102,Upper mid-market,2021-08,12,false,152766
AG-E0702,AG-P106,Enterprise,2022-06,24,false,149870
AG-E0703,AG-P164,Public sector,2021-11,36,false,473305
AG-E0704,AG-P218,Public sector,2021-09,36,false,710414
AG-E0705,AG-P059,Upper mid-market,2021-09,24,false,172995
AG-E0706,AG-P032,Mid-market,2022-11,12,false,85712
AG-E0707,AG-P084,Public sector,2022-09,12,false,448351
AG-E0708,AG-P040,Upper mid-market,2022-03,12,false,469795
AG-E0709,AG-P093,Mid-market,2023-04,24,false,140348
AG-E0710,AG-P109,Mid-market,2022-04,36,false,187995
AG-E0711,AG-P061,Mid-market,2022-01,24,false,347211
AG-E0712,AG-P035,Enterprise,2022-12,24,false,537191
AG-E0713,AG-P160,Upper mid-market,2022-01,24,false,242934
AG-E0714,AG-P033,Public sector,2023-03,24,false,85000
AG-E0715,AG-P021,Upper mid-market,2022-03,24,true,85000
AG-E0716,AG-P204,Enterprise,2023-05,36,false,231295
AG-E0717,AG-P095,Public sector,2022-03,24,false,91658
AG-E0718,AG-P061,Mid-market,2022-08,36,false,403404
AG-E0719,AG-P080,Upper mid-market,2023-02,36,false,251251
AG-E0720,AG-P091,Upper mid-market,2022-07,24,false,172156
AG-E0721,AG-P020,Mid-market,2022-04,12,false,221078
AG-E0722,AG-P043,Public sector,2022-11,24,false,136604
AG-E0723,AG-P045,Enterprise,2023-05,12,false,273494
AG-E0724,AG-P029,Upper mid-market,2022-06,12,false,307033
AG-E0725,AG-P135,Enterprise,2023-06,36,false,218650
AG-E0726,AG-P089,Public sector,2021-08,12,false,454069
AG-E0727,AG-P203,Mid-market,2022-06,36,false,329302
AG-E0728,AG-P068,Upper mid-market,2021-11,24,false,278359
AG-E0729,AG-P015,Upper mid-market,2021-12,24,false,428332
AG-E0730,AG-P112,Public sector,2022-05,12,false,257127
AG-E0731,AG-P016,Upper mid-market,2022-10,24,false,277139
AG-E0732,AG-P029,Mid-market,2022-03,12,true,175573
AG-E0733,AG-P169,Upper mid-market,2023-05,24,false,226705
AG-E0734,AG-P194,Enterprise,2023-03,24,false,517156
AG-E0735,AG-P015,Upper mid-market,2022-09,36,false,163836
AG-E0736,AG-P133,Enterprise,2022-03,24,false,115934
AG-E0737,AG-P066,Upper mid-market,2022-01,36,false,194143
AG-E0738,AG-P027,Enterprise,2022-10,24,false,577166
AG-E0739,AG-P144,Mid-market,2021-09,36,false,335039
AG-E0740,AG-P032,Mid-market,2022-04,12,false,334779
AG-E0741,AG-P067,Upper mid-market,2023-01,24,false,125419
AG-E0742,AG-P217,Upper mid-market,2023-04,24,false,143337
AG-E0743,AG-P126,Upper mid-market,2023-08,24,false,707334
AG-E0744,AG-P086,Upper mid-market,2023-08,12,false,407028
AG-E0745,AG-P209,Enterprise,2023-05,36,false,208238
AG-E0746,AG-P036,Enterprise,2022-03,24,false,139378
AG-E0747,AG-P021,Mid-market,2023-05,24,false,252943
AG-E0748,AG-P158,Enterprise,2021-08,24,false,475704
AG-E0749,AG-P053,Upper mid-market,2023-04,24,true,311726
AG-E0750,AG-P158,Enterprise,2022-07,12,false,199972
AG-E0751,AG-P001,Mid-market,2021-12,12,false,929066
AG-E0752,AG-P173,Upper mid-market,2023-01,24,false,149544
AG-E0753,AG-P195,Mid-market,2022-09,24,false,336556
AG-E0754,AG-P052,Mid-market,2022-03,24,false,406613
AG-E0755,AG-P119,Public sector,2022-12,24,false,598987
AG-E0756,AG-P003,Mid-market,2022-04,24,false,274171
AG-E0757,AG-P109,Upper mid-market,2022-02,24,false,329961
AG-E0758,AG-P068,Mid-market,2022-02,12,false,242604
AG-E0759,AG-P128,Upper mid-market,2022-06,24,false,212242
AG-E0760,AG-P192,Public sector,2021-08,12,false,251176
AG-E0761,AG-P020,Upper mid-market,2021-12,12,false,449526
AG-E0762,AG-P024,Public sector,2022-09,24,false,194572
AG-E0763,AG-P007,Mid-market,2022-07,24,false,532848
AG-E0764,AG-P062,Mid-market,2022-11,12,false,522942
AG-E0765,AG-P024,Mid-market,2022-11,24,false,408596
AG-E0766,AG-P106,Public sector,2023-05,36,true,85000
AG-E0767,AG-P065,Mid-market,2022-03,36,false,299819
AG-E0768,AG-P061,Upper mid-market,2021-11,36,false,282943
AG-E0769,AG-P119,Mid-market,2022-05,36,false,263620
AG-E0770,AG-P107,Enterprise,2021-12,24,false,351451
AG-E0771,AG-P080,Upper mid-market,2022-10,36,false,99825
AG-E0772,AG-P062,Upper mid-market,2022-09,36,false,215452
AG-E0773,AG-P061,Enterprise,2023-07,36,false,118007
AG-E0774,AG-P024,Mid-market,2023-07,36,false,409645
AG-E0775,AG-P119,Upper mid-market,2023-01,12,false,683217
AG-E0776,AG-P045,Upper mid-market,2022-06,12,false,347908
AG-E0777,AG-P015,Mid-market,2022-04,24,false,1335544
AG-E0778,AG-P178,Upper mid-market,2023-08,24,false,720041
AG-E0779,AG-P052,Mid-market,2022-11,36,false,507729
AG-E0780,AG-P078,Upper mid-market,2022-10,24,false,149142
AG-E0781,AG-P009,Upper mid-market,2023-04,24,false,144958
AG-E0782,AG-P076,Upper mid-market,2023-05,36,false,109912
AG-E0783,AG-P080,Upper mid-market,2023-03,36,true,343256
AG-E0784,AG-P121,Mid-market,2022-01,24,false,304936
AG-E0785,AG-P007,Mid-market,2023-04,24,false,204326
AG-E0786,AG-P038,Upper mid-market,2022-04,24,false,416100
AG-E0787,AG-P188,Enterprise,2021-09,12,false,288536
AG-E0788,AG-P024,Mid-market,2023-02,36,false,506224
AG-E0789,AG-P091,Enterprise,2023-05,36,false,479679
AG-E0790,AG-P083,Enterprise,2021-12,12,false,729086
AG-E0791,AG-P029,Upper mid-market,2022-10,24,false,394985
AG-E0792,AG-P195,Enterprise,2023-05,12,false,236558
AG-E0793,AG-P039,Mid-market,2022-03,24,false,491175
AG-E0794,AG-P197,Mid-market,2022-04,24,false,171288
AG-E0795,AG-P178,Public sector,2022-09,24,false,119773
AG-E0796,AG-P016,Enterprise,2022-08,36,false,85000
AG-E0797,AG-P023,Mid-market,2023-08,36,false,440779
AG-E0798,AG-P012,Upper mid-market,2023-02,24,false,218943
AG-E0799,AG-P001,Upper mid-market,2021-10,24,false,1289244
AG-E0800,AG-P013,Mid-market,2022-02,36,true,369654
AG-E0801,AG-P045,Mid-market,2021-11,24,false,299443
AG-E0802,AG-P078,Upper mid-market,2021-09,24,false,427898
AG-E0803,AG-P023,Public sector,2023-08,24,false,122608
AG-E0804,AG-P061,Mid-market,2022-11,24,false,92249
AG-E0805,AG-P027,Mid-market,2022-10,36,false,490951
AG-E0806,AG-P173,Enterprise,2022-06,36,false,196511
AG-E0807,AG-P041,Enterprise,2022-12,24,false,227749
AG-E0808,AG-P014,Enterprise,2021-12,36,false,689967
AG-E0809,AG-P061,Enterprise,2021-10,24,false,138627
AG-E0810,AG-P094,Upper mid-market,2023-03,36,false,2090446
AG-E0811,AG-P079,Public sector,2021-12,24,false,85000
AG-E0812,AG-P001,Upper mid-market,2022-10,24,false,405955
AG-E0813,AG-P162,Public sector,2023-02,24,false,439682
AG-E0814,AG-P024,Upper mid-market,2023-03,12,false,199778
AG-E0815,AG-P089,Upper mid-market,2022-09,12,false,353268
AG-E0816,AG-P015,Enterprise,2022-03,24,false,140553
AG-E0817,AG-P102,Mid-market,2022-09,24,true,160780
AG-E0818,AG-P053,Enterprise,2023-05,12,false,378621
AG-E0819,AG-P163,Enterprise,2022-11,12,false,85000
AG-E0820,AG-P123,Public sector,2023-02,24,false,354273
AG-E0821,AG-P105,Upper mid-market,2022-04,12,false,906429
AG-E0822,AG-P128,Mid-market,2021-11,24,false,194436
AG-E0823,AG-P212,Mid-market,2023-05,24,false,156382
AG-E0824,AG-P015,Upper mid-market,2021-09,24,false,443811
AG-E0825,AG-P080,Mid-market,2022-01,36,false,239334
AG-E0826,AG-P061,Mid-market,2022-08,24,false,230272
AG-E0827,AG-P184,Mid-market,2023-01,36,false,161066
AG-E0828,AG-P192,Mid-market,2023-05,12,false,123240
AG-E0829,AG-P038,Upper mid-market,2023-05,36,false,555040
AG-E0830,AG-P001,Mid-market,2021-08,24,false,412151
AG-E0831,AG-P013,Upper mid-market,2021-11,36,false,156830
AG-E0832,AG-P004,Upper mid-market,2023-03,24,false,628219
AG-E0833,AG-P093,Public sector,2023-07,24,false,537546
AG-E0834,AG-P093,Enterprise,2022-07,36,true,635241
AG-E0835,AG-P067,Upper mid-market,2021-10,24,false,456148
AG-E0836,AG-P095,Mid-market,2021-09,24,false,190648
AG-E0837,AG-P026,Public sector,2022-07,36,false,204069
AG-E0838,AG-P080,Public sector,2021-12,24,false,503708
AG-E0839,AG-P032,Enterprise,2022-03,24,false,223463
AG-E0840,AG-P015,Upper mid-market,2022-02,24,false,149198
AG-E0841,AG-P072,Mid-market,2022-08,12,false,138646
AG-E0842,AG-P027,Enterprise,2022-03,24,false,288244
AG-E0843,AG-P003,Enterprise,2023-08,12,false,656582
AG-E0844,AG-P076,Upper mid-market,2023-08,24,false,473500
AG-E0845,AG-P105,Upper mid-market,2021-11,36,false,407110
AG-E0846,AG-P158,Mid-market,2023-04,24,false,128155
AG-E0847,AG-P024,Enterprise,2022-12,12,false,213589
AG-E0848,AG-P058,Public sector,2022-08,36,false,561863
AG-E0849,AG-P198,Upper mid-market,2021-10,36,false,183110
AG-E0850,AG-P114,Public sector,2022-09,12,false,241267
AG-E0851,AG-P198,Mid-market,2022-04,24,true,275344
AG-E0852,AG-P197,Upper mid-market,2022-09,24,false,607112
AG-E0853,AG-P183,Mid-market,2022-12,24,false,297034
AG-E0854,AG-P031,Upper mid-market,2022-10,24,false,378672
AG-E0855,AG-P068,Upper mid-market,2022-07,24,false,575371
AG-E0856,AG-P067,Enterprise,2022-10,24,false,991137
AG-E0857,AG-P024,Upper mid-market,2021-08,12,false,434548
AG-E0858,AG-P045,Upper mid-market,2022-12,24,false,467953
AG-E0859,AG-P063,Enterprise,2022-01,24,false,214340
AG-E0860,AG-P062,Enterprise,2022-02,24,false,299151
AG-E0861,AG-P061,Public sector,2021-10,24,false,758311
AG-E0862,AG-P219,Upper mid-market,2022-10,24,false,548134
AG-E0863,AG-P007,Enterprise,2023-04,24,false,134278
AG-E0864,AG-P094,Public sector,2023-07,36,false,568566
AG-E0865,AG-P049,Public sector,2022-08,12,false,445376
AG-E0866,AG-P114,Upper mid-market,2022-08,12,false,356570
AG-E0867,AG-P008,Mid-market,2023-05,12,false,205433
AG-E0868,AG-P106,Upper mid-market,2022-03,36,true,165145
AG-E0869,AG-P002,Public sector,2022-02,12,false,699232
AG-E0870,AG-P045,Mid-market,2022-08,24,false,124908
AG-E0871,AG-P062,Upper mid-market,2022-07,24,false,245566
AG-E0872,AG-P135,Public sector,2022-01,24,false,998538
AG-E0873,AG-P217,Mid-market,2022-03,24,false,220676
AG-E0874,AG-P091,Public sector,2023-01,24,false,447387
AG-E0875,AG-P040,Mid-market,2022-05,12,false,378329
AG-E0876,AG-P018,Upper mid-market,2023-02,24,false,444736
AG-E0877,AG-P158,Upper mid-market,2023-08,24,false,323374
AG-E0878,AG-P150,Enterprise,2022-08,24,false,87302
AG-E0879,AG-P018,Upper mid-market,2021-09,12,false,215038
AG-E0880,AG-P201,Mid-market,2022-09,24,false,411951
AG-E0881,AG-P008,Public sector,2022-01,12,false,1106027
AG-E0882,AG-P080,Upper mid-market,2022-05,24,false,200201
AG-E0883,AG-P067,Enterprise,2023-02,24,false,677612
AG-E0884,AG-P089,Upper mid-market,2023-08,24,false,85000
