invoice_id,month,entity_id,billed_subscription_cents,credit_cents,net_invoice_cents,collected_cents,live_arr_cents,booked_arr_cents,implementation_dependent,cancellable
2026-01-AG-E0267,2026-01,AG-E0267,313789,0,313789,312847,3765468,3765468,0,0
2026-02-AG-E0267,2026-02,AG-E0267,314378,0,314378,313434,3772536,3772536,0,0
2026-03-AG-E0267,2026-03,AG-E0267,314968,0,314968,314023,3779616,3779616,0,0
2026-04-AG-E0267,2026-04,AG-E0267,315559,1893,313666,312725,3786708,3786708,0,0
2026-05-AG-E0267,2026-05,AG-E0267,316151,0,316151,315202,3793812,3793812,0,0
2026-06-AG-E0267,2026-06,AG-E0267,316744,0,316744,315793,3800928,3800928,0,0
2026-07-AG-E0267,2026-07,AG-E0267,317338,0,317338,316385,3808056,3808056,0,0
2021-12-AG-E0268,2021-12,AG-E0268,186379,0,186379,185819,2236548,2236548,0,0
2022-01-AG-E0268,2022-01,AG-E0268,186714,0,186714,186153,2240568,2240568,0,0
2022-02-AG-E0268,2022-02,AG-E0268,187050,0,187050,186488,2244600,2244600,0,0
2022-03-AG-E0268,2022-03,AG-E0268,187387,0,187387,186824,2248644,2248644,0,0
2022-04-AG-E0268,2022-04,AG-E0268,187724,0,187724,187160,2252688,2252688,0,0
2022-05-AG-E0268,2022-05,AG-E0268,188062,1128,186934,186373,2256744,2256744,0,0
2022-06-AG-E0268,2022-06,AG-E0268,188401,0,188401,187835,2260812,2260812,0,0
2022-07-AG-E0268,2022-07,AG-E0268,188740,0,188740,188173,2264880,2264880,0,0
2022-08-AG-E0268,2022-08,AG-E0268,189080,0,189080,188512,2268960,2268960,0,0
2022-09-AG-E0268,2022-09,AG-E0268,189420,0,189420,188851,2273040,2273040,0,0
2022-10-AG-E0268,2022-10,AG-E0268,189761,0,189761,189191,2277132,2277132,0,0
2022-11-AG-E0268,2022-11,AG-E0268,190103,0,190103,189532,2281236,2281236,0,0
2022-12-AG-E0268,2022-12,AG-E0268,196159,0,196159,195570,2353908,2353908,0,0
2023-01-AG-E0268,2023-01,AG-E0268,196512,0,196512,195922,2358144,2358144,0,0
2023-02-AG-E0268,2023-02,AG-E0268,196866,0,196866,196275,2362392,2362392,0,0
2023-03-AG-E0268,2023-03,AG-E0268,197220,0,197220,196628,2366640,2366640,0,0
2023-04-AG-E0268,2023-04,AG-E0268,197575,0,197575,196982,2370900,2370900,0,0
2023-05-AG-E0268,2023-05,AG-E0268,197931,0,197931,197337,2375172,2375172,0,0
2023-06-AG-E0268,2023-06,AG-E0268,198287,0,198287,197692,2379444,2379444,0,0
2023-07-AG-E0268,2023-07,AG-E0268,198644,0,198644,198048,2383728,2383728,0,0
2023-08-AG-E0268,2023-08,AG-E0268,199002,0,199002,198404,2388024,2388024,0,0
2023-09-AG-E0268,2023-09,AG-E0268,199360,0,199360,198761,2392320,2392320,0,0
2023-10-AG-E0268,2023-10,AG-E0268,199719,0,199719,199119,2396628,2396628,0,0
2023-11-AG-E0268,2023-11,AG-E0268,200078,0,200078,199477,2400936,2400936,0,0
2023-12-AG-E0268,2023-12,AG-E0268,206451,0,206451,205831,2477412,2477412,0,0
2024-01-AG-E0268,2024-01,AG-E0268,206823,0,206823,206202,2481876,2481876,0,0
2024-02-AG-E0268,2024-02,AG-E0268,207195,0,207195,206573,2486340,2486340,0,0
2024-03-AG-E0268,2024-03,AG-E0268,207568,0,207568,206945,2490816,2490816,0,0
2024-04-AG-E0268,2024-04,AG-E0268,207942,1247,206695,206074,2495304,2495304,0,0
2024-05-AG-E0268,2024-05,AG-E0268,208316,0,208316,207691,2499792,2499792,0,0
2024-06-AG-E0268,2024-06,AG-E0268,208691,0,208691,208064,2504292,2504292,0,0
2024-07-AG-E0268,2024-07,AG-E0268,209067,0,209067,208439,2508804,2508804,0,0
2024-08-AG-E0268,2024-08,AG-E0268,209443,0,209443,208814,2513316,2513316,0,0
2024-09-AG-E0268,2024-09,AG-E0268,209820,0,209820,209190,2517840,2517840,0,0
2024-10-AG-E0268,2024-10,AG-E0268,210198,0,210198,209567,2522376,2522376,0,0
2024-11-AG-E0268,2024-11,AG-E0268,210576,0,210576,209944,2526912,2526912,0,0
2024-12-AG-E0268,2024-12,AG-E0268,217284,0,217284,216632,2607408,2607408,0,0
2025-01-AG-E0268,2025-01,AG-E0268,217675,0,217675,217021,2612100,2612100,0,0
2025-02-AG-E0268,2025-02,AG-E0268,218067,0,218067,217412,2616804,2616804,0,0
2025-03-AG-E0268,2025-03,AG-E0268,218460,0,218460,217804,2621520,2621520,0,0
2025-04-AG-E0268,2025-04,AG-E0268,218853,0,218853,218196,2626236,2626236,0,0
2025-05-AG-E0268,2025-05,AG-E0268,219247,0,219247,218589,2630964,2630964,0,0
2025-06-AG-E0268,2025-06,AG-E0268,219642,0,219642,218983,2635704,2635704,0,0
2025-07-AG-E0268,2025-07,AG-E0268,220037,0,220037,219376,2640444,2640444,0,0
2025-08-AG-E0268,2025-08,AG-E0268,220433,0,220433,219771,2645196,2645196,0,0
2025-09-AG-E0268,2025-09,AG-E0268,220830,0,220830,220167,2649960,2649960,0,0
2025-10-AG-E0268,2025-10,AG-E0268,221227,0,221227,220563,2654724,2654724,0,0
2025-11-AG-E0268,2025-11,AG-E0268,221625,0,221625,220960,2659500,2659500,0,0
2025-12-AG-E0268,2025-12,AG-E0268,228685,0,228685,227998,2744220,2744220,0,0
2026-01-AG-E0268,2026-01,AG-E0268,229097,0,229097,228409,2749164,2749164,0,0
2026-02-AG-E0268,2026-02,AG-E0268,229509,0,229509,228820,2754108,2754108,0,0
2026-03-AG-E0268,2026-03,AG-E0268,229922,1379,228543,227857,2759064,2759064,0,0
2026-04-AG-E0268,2026-04,AG-E0268,230336,0,230336,229644,2764032,2764032,0,0
2026-05-AG-E0268,2026-05,AG-E0268,230751,0,230751,230058,2769012,2769012,0,0
2026-06-AG-E0268,2026-06,AG-E0268,231166,0,231166,230472,2773992,2773992,0,0
2026-07-AG-E0268,2026-07,AG-E0268,231582,0,231582,230887,2778984,2778984,0,0
2023-06-AG-E0269,2023-06,AG-E0269,295568,0,295568,294681,3546816,3546816,0,0
2023-07-AG-E0269,2023-07,AG-E0269,296100,0,296100,295211,3553200,3553200,0,0
2023-08-AG-E0269,2023-08,AG-E0269,296633,0,296633,295743,3559596,3559596,0,0
2023-09-AG-E0269,2023-09,AG-E0269,297167,0,297167,296275,3566004,3566004,0,0
2023-10-AG-E0269,2023-10,AG-E0269,297702,0,297702,296808,3572424,3572424,0,0
2023-11-AG-E0269,2023-11,AG-E0269,298238,0,298238,297343,3578856,3578856,0,0
2023-12-AG-E0269,2023-12,AG-E0269,298775,0,298775,297878,3585300,3585300,0,0
2024-01-AG-E0269,2024-01,AG-E0269,299313,0,299313,298415,3591756,3591756,0,0
2024-02-AG-E0269,2024-02,AG-E0269,299852,0,299852,298952,3598224,3598224,0,0
2024-03-AG-E0269,2024-03,AG-E0269,300392,1802,298590,297694,3604704,3604704,0,0
2024-04-AG-E0269,2024-04,AG-E0269,300933,0,300933,300030,3611196,3611196,0,0
2024-05-AG-E0269,2024-05,AG-E0269,301475,0,301475,300570,3617700,3617700,0,0
2024-06-AG-E0269,2024-06,AG-E0269,311078,0,311078,310144,3732936,3732936,0,0
2024-07-AG-E0269,2024-07,AG-E0269,311638,0,311638,310703,3739656,3739656,0,0
2024-08-AG-E0269,2024-08,AG-E0269,312199,0,312199,311262,3746388,3746388,0,0
2024-09-AG-E0269,2024-09,AG-E0269,312761,0,312761,311822,3753132,3753132,0,0
2024-10-AG-E0269,2024-10,AG-E0269,313324,0,313324,312384,3759888,3759888,0,0
2024-11-AG-E0269,2024-11,AG-E0269,313888,0,313888,312946,3766656,3766656,0,0
2024-12-AG-E0269,2024-12,AG-E0269,314453,0,314453,313509,3773436,3773436,0,0
2025-01-AG-E0269,2025-01,AG-E0269,315019,0,315019,314073,3780228,3780228,0,0
2025-02-AG-E0269,2025-02,AG-E0269,315586,0,315586,314639,3787032,3787032,0,0
2025-03-AG-E0269,2025-03,AG-E0269,316154,0,316154,315205,3793848,3793848,0,0
2025-04-AG-E0269,2025-04,AG-E0269,316723,0,316723,315772,3800676,3800676,0,0
2025-05-AG-E0269,2025-05,AG-E0269,317293,0,317293,316341,3807516,3807516,0,0
2025-06-AG-E0269,2025-06,AG-E0269,327400,0,327400,326417,3928800,3928800,0,0
2025-07-AG-E0269,2025-07,AG-E0269,327989,0,327989,327005,3935868,3935868,0,0
2025-08-AG-E0269,2025-08,AG-E0269,328579,0,328579,327593,3942948,3942948,0,0
2025-09-AG-E0269,2025-09,AG-E0269,329170,0,329170,328182,3950040,3950040,0,0
2025-10-AG-E0269,2025-10,AG-E0269,329763,0,329763,328773,3957156,3957156,0,0
2025-11-AG-E0269,2025-11,AG-E0269,330357,0,330357,329365,3964284,3964284,0,0
2025-12-AG-E0269,2025-12,AG-E0269,330952,0,330952,329959,3971424,3971424,0,0
2026-01-AG-E0269,2026-01,AG-E0269,331548,0,331548,330553,3978576,3978576,0,0
2026-02-AG-E0269,2026-02,AG-E0269,332145,1992,330153,329162,3985740,3985740,0,0
2026-03-AG-E0269,2026-03,AG-E0269,332743,0,332743,331744,3992916,3992916,0,0
2026-04-AG-E0269,2026-04,AG-E0269,333342,0,333342,332341,4000104,4000104,0,0
2026-05-AG-E0269,2026-05,AG-E0269,333942,0,333942,332940,4007304,4007304,0,0
2026-06-AG-E0269,2026-06,AG-E0269,344579,0,344579,343545,4134948,4134948,0,0
2026-07-AG-E0269,2026-07,AG-E0269,345199,0,345199,344163,4142388,4142388,0,0
2022-08-AG-E0270,2022-08,AG-E0270,706544,0,706544,704424,8478528,8478528,0,0
2022-09-AG-E0270,2022-09,AG-E0270,708353,0,708353,706227,8500236,8500236,0,0
2022-10-AG-E0270,2022-10,AG-E0270,710167,0,710167,708036,8522004,8522004,0,0
2022-11-AG-E0270,2022-11,AG-E0270,711985,0,711985,709849,8543820,8543820,0,0
2022-12-AG-E0270,2022-12,AG-E0270,713808,0,713808,711666,8565696,8565696,0,0
2023-01-AG-E0270,2023-01,AG-E0270,715636,0,715636,713489,8587632,8587632,0,0
2023-02-AG-E0270,2023-02,AG-E0270,717468,0,717468,715315,8609616,8609616,0,0
2023-03-AG-E0270,2023-03,AG-E0270,719305,0,719305,717147,8631660,8631660,0,0
2023-04-AG-E0270,2023-04,AG-E0270,721147,0,721147,718983,8653764,8653764,0,0
2023-05-AG-E0270,2023-05,AG-E0270,722993,0,722993,720824,8675916,8675916,0,0
2023-06-AG-E0270,2023-06,AG-E0270,724844,0,724844,722669,8698128,8698128,0,0
2023-07-AG-E0270,2023-07,AG-E0270,726700,0,726700,724519,8720400,8720400,0,0
2023-08-AG-E0270,2023-08,AG-E0270,750417,0,750417,748165,9005004,9005004,0,0
2023-09-AG-E0270,2023-09,AG-E0270,752338,0,752338,750080,9028056,9028056,0,0
2023-10-AG-E0270,2023-10,AG-E0270,754264,0,754264,752001,9051168,9051168,0,0
2023-11-AG-E0270,2023-11,AG-E0270,756195,0,756195,753926,9074340,9074340,0,0
2023-12-AG-E0270,2023-12,AG-E0270,758131,0,758131,755856,9097572,9097572,0,0
2024-01-AG-E0270,2024-01,AG-E0270,760072,0,760072,757791,9120864,9120864,0,0
2024-02-AG-E0270,2024-02,AG-E0270,762018,4572,757446,755173,9144216,9144216,0,0
2024-03-AG-E0270,2024-03,AG-E0270,763969,0,763969,761677,9167628,9167628,0,0
2024-04-AG-E0270,2024-04,AG-E0270,765925,0,765925,763627,9191100,9191100,0,0
2024-05-AG-E0270,2024-05,AG-E0270,767886,0,767886,765582,9214632,9214632,0,0
2024-06-AG-E0270,2024-06,AG-E0270,769852,0,769852,767542,9238224,9238224,0,0
2024-07-AG-E0270,2024-07,AG-E0270,771823,0,771823,769507,9261876,9261876,0,0
2024-08-AG-E0270,2024-08,AG-E0270,797013,0,797013,794621,9564156,9564156,0,0
2024-09-AG-E0270,2024-09,AG-E0270,799054,0,799054,796656,9588648,9588648,0,0
2024-10-AG-E0270,2024-10,AG-E0270,801100,0,801100,798696,9613200,9613200,0,0
2024-11-AG-E0270,2024-11,AG-E0270,803151,0,803151,800741,9637812,9637812,0,0
2024-12-AG-E0270,2024-12,AG-E0270,805207,0,805207,802791,9662484,9662484,0,0
2025-01-AG-E0270,2025-01,AG-E0270,807269,0,807269,804847,9687228,9687228,0,0
2025-02-AG-E0270,2025-02,AG-E0270,809336,0,809336,806907,9712032,9712032,0,0
2025-03-AG-E0270,2025-03,AG-E0270,811408,0,811408,808973,9736896,9736896,0,0
2025-04-AG-E0270,2025-04,AG-E0270,813485,0,813485,811044,9761820,9761820,0,0
2025-05-AG-E0270,2025-05,AG-E0270,815568,0,815568,813121,9786816,9786816,0,0
2025-06-AG-E0270,2025-06,AG-E0270,817656,0,817656,815203,9811872,9811872,0,0
2025-07-AG-E0270,2025-07,AG-E0270,819749,0,819749,817289,9836988,9836988,0,0
2025-08-AG-E0270,2025-08,AG-E0270,846503,0,846503,843963,10158036,10158036,0,0
2025-09-AG-E0270,2025-09,AG-E0270,848670,0,848670,846123,10184040,10184040,0,0
2025-10-AG-E0270,2025-10,AG-E0270,850843,0,850843,848290,10210116,10210116,0,0
2025-11-AG-E0270,2025-11,AG-E0270,853021,0,853021,850461,10236252,10236252,0,0
2025-12-AG-E0270,2025-12,AG-E0270,855205,0,855205,852639,10262460,10262460,0,0
2026-01-AG-E0270,2026-01,AG-E0270,857395,5144,852251,849694,10288740,10288740,0,0
2026-02-AG-E0270,2026-02,AG-E0270,859590,0,859590,857011,10315080,10315080,0,0
2026-03-AG-E0270,2026-03,AG-E0270,861791,0,861791,859205,10341492,10341492,0,0
2026-04-AG-E0270,2026-04,AG-E0270,863997,0,863997,861405,10367964,10367964,0,0
2026-05-AG-E0270,2026-05,AG-E0270,866209,0,866209,863610,10394508,10394508,0,0
2026-06-AG-E0270,2026-06,AG-E0270,868427,0,868427,865821,10421124,10421124,0,0
2026-07-AG-E0270,2026-07,AG-E0270,870650,0,870650,868038,10447800,10447800,0,0
2023-02-AG-E0271,2023-02,AG-E0271,469504,0,469504,468095,5634048,5634048,0,0
2023-03-AG-E0271,2023-03,AG-E0271,470349,0,470349,468937,5644188,5644188,0,0
2023-04-AG-E0271,2023-04,AG-E0271,471196,0,471196,469782,5654352,5654352,0,0
2023-05-AG-E0271,2023-05,AG-E0271,472044,0,472044,470627,5664528,5664528,0,0
2023-06-AG-E0271,2023-06,AG-E0271,472894,0,472894,471475,5674728,5674728,0,0
2023-07-AG-E0271,2023-07,AG-E0271,473745,0,473745,472323,5684940,5684940,0,0
2023-08-AG-E0271,2023-08,AG-E0271,474598,0,474598,473174,5695176,5695176,0,0
2023-09-AG-E0271,2023-09,AG-E0271,475452,0,475452,474025,5705424,5705424,0,0
2023-10-AG-E0271,2023-10,AG-E0271,476308,0,476308,474879,5715696,5715696,0,0
2023-11-AG-E0271,2023-11,AG-E0271,477165,0,477165,475733,5725980,5725980,0,0
2023-12-AG-E0271,2023-12,AG-E0271,478024,0,478024,476589,5736288,5736288,0,0
2024-01-AG-E0271,2024-01,AG-E0271,478884,2873,476011,474582,5746608,5746608,0,0
2024-02-AG-E0271,2024-02,AG-E0271,494138,0,494138,492655,5929656,5929656,0,0
2024-03-AG-E0271,2024-03,AG-E0271,495027,0,495027,493541,5940324,5940324,0,0
2024-04-AG-E0271,2024-04,AG-E0271,495918,0,495918,494430,5951016,5951016,0,0
2024-05-AG-E0271,2024-05,AG-E0271,496811,0,496811,495320,5961732,5961732,0,0
2024-06-AG-E0271,2024-06,AG-E0271,497705,0,497705,496211,5972460,5972460,0,0
2024-07-AG-E0271,2024-07,AG-E0271,498601,0,498601,497105,5983212,5983212,0,0
2024-08-AG-E0271,2024-08,AG-E0271,499498,0,499498,497999,5993976,5993976,0,0
2024-09-AG-E0271,2024-09,AG-E0271,500397,0,500397,498895,6004764,6004764,0,0
2024-10-AG-E0271,2024-10,AG-E0271,501298,0,501298,499794,6015576,6015576,0,0
2024-11-AG-E0271,2024-11,AG-E0271,502200,0,502200,500693,6026400,6026400,0,0
2024-12-AG-E0271,2024-12,AG-E0271,503104,0,503104,501594,6037248,6037248,0,0
2025-01-AG-E0271,2025-01,AG-E0271,504010,0,504010,502497,6048120,6048120,0,0
2025-02-AG-E0271,2025-02,AG-E0271,520065,0,520065,518504,6240780,6240780,0,0
2025-03-AG-E0271,2025-03,AG-E0271,521001,0,521001,519437,6252012,6252012,0,0
2025-04-AG-E0271,2025-04,AG-E0271,521939,0,521939,520373,6263268,6263268,0,0
2025-05-AG-E0271,2025-05,AG-E0271,522878,0,522878,521309,6274536,6274536,0,0
2025-06-AG-E0271,2025-06,AG-E0271,523819,0,523819,522247,6285828,6285828,0,0
2025-07-AG-E0271,2025-07,AG-E0271,524762,0,524762,523187,6297144,6297144,0,0
2025-08-AG-E0271,2025-08,AG-E0271,525707,0,525707,524129,6308484,6308484,0,0
2025-09-AG-E0271,2025-09,AG-E0271,526653,0,526653,525073,6319836,6319836,0,0
2025-10-AG-E0271,2025-10,AG-E0271,527601,0,527601,526018,6331212,6331212,0,0
2025-11-AG-E0271,2025-11,AG-E0271,528551,0,528551,526965,6342612,6342612,0,0
2025-12-AG-E0271,2025-12,AG-E0271,529502,3177,526325,524746,6354024,6354024,0,0
2026-01-AG-E0271,2026-01,AG-E0271,530455,0,530455,528863,6365460,6365460,0,0
2026-02-AG-E0271,2026-02,AG-E0271,547352,0,547352,545709,6568224,6568224,0,0
2026-03-AG-E0271,2026-03,AG-E0271,548337,0,548337,546691,6580044,6580044,0,0
2026-04-AG-E0271,2026-04,AG-E0271,549324,0,549324,547676,6591888,6591888,0,0
2026-05-AG-E0271,2026-05,AG-E0271,550313,0,550313,548662,6603756,6603756,0,0
2026-06-AG-E0271,2026-06,AG-E0271,551304,0,551304,549650,6615648,6615648,0,0
2026-07-AG-E0271,2026-07,AG-E0271,552296,0,552296,550639,6627552,6627552,0,0
2022-06-AG-E0272,2022-06,AG-E0272,456019,0,456019,449178,5472228,5472228,0,1
2022-07-AG-E0272,2022-07,AG-E0272,456940,0,456940,450085,5483280,5483280,0,1
2022-08-AG-E0272,2022-08,AG-E0272,457862,0,457862,450994,5494344,5494344,0,1
2022-09-AG-E0272,2022-09,AG-E0272,458786,0,458786,451904,5505432,5505432,0,1
2022-10-AG-E0272,2022-10,AG-E0272,459712,0,459712,452816,5516544,5516544,0,1
2022-11-AG-E0272,2022-11,AG-E0272,460640,0,460640,453730,5527680,5527680,0,1
2022-12-AG-E0272,2022-12,AG-E0272,461570,0,461570,454646,5538840,5538840,0,1
2023-01-AG-E0272,2023-01,AG-E0272,462502,0,462502,455564,5550024,5550024,0,1
2023-02-AG-E0272,2023-02,AG-E0272,463436,0,463436,456484,5561232,5561232,0,1
2022-11-AG-E0273,2022-11,AG-E0273,630134,0,630134,628243,7561608,7561608,0,0
2022-12-AG-E0273,2022-12,AG-E0273,631268,0,631268,629374,7575216,7575216,0,0
2023-01-AG-E0273,2023-01,AG-E0273,632404,0,632404,630506,7588848,7588848,0,0
2023-02-AG-E0273,2023-02,AG-E0273,633542,0,633542,631641,7602504,7602504,0,0
2023-03-AG-E0273,2023-03,AG-E0273,634682,0,634682,632777,7616184,7616184,0,0
2023-04-AG-E0273,2023-04,AG-E0273,635824,0,635824,633916,7629888,7629888,0,0
2023-05-AG-E0273,2023-05,AG-E0273,636968,0,636968,635057,7643616,7643616,0,0
2023-06-AG-E0273,2023-06,AG-E0273,638115,0,638115,636200,7657380,7657380,0,0
2023-07-AG-E0273,2023-07,AG-E0273,639264,0,639264,637346,7671168,7671168,0,0
2023-08-AG-E0273,2023-08,AG-E0273,640415,0,640415,638493,7684980,7684980,0,0
2023-09-AG-E0273,2023-09,AG-E0273,641568,0,641568,639643,7698816,7698816,0,0
2023-10-AG-E0273,2023-10,AG-E0273,642723,0,642723,640794,7712676,7712676,0,0
2023-11-AG-E0273,2023-11,AG-E0273,663196,3979,659217,657239,7958352,7958352,0,0
2023-12-AG-E0273,2023-12,AG-E0273,664390,0,664390,662396,7972680,7972680,0,0
2024-01-AG-E0273,2024-01,AG-E0273,665586,0,665586,663589,7987032,7987032,0,0
2024-02-AG-E0273,2024-02,AG-E0273,666784,0,666784,664783,8001408,8001408,0,0
2024-03-AG-E0273,2024-03,AG-E0273,667984,0,667984,665980,8015808,8015808,0,0
2024-04-AG-E0273,2024-04,AG-E0273,669186,0,669186,667178,8030232,8030232,0,0
2024-05-AG-E0273,2024-05,AG-E0273,670391,0,670391,668379,8044692,8044692,0,0
2024-06-AG-E0273,2024-06,AG-E0273,671598,0,671598,669583,8059176,8059176,0,0
2024-07-AG-E0273,2024-07,AG-E0273,672807,0,672807,670788,8073684,8073684,0,0
2024-08-AG-E0273,2024-08,AG-E0273,674018,0,674018,671995,8088216,8088216,0,0
2024-09-AG-E0273,2024-09,AG-E0273,675231,0,675231,673205,8102772,8102772,0,0
2024-10-AG-E0273,2024-10,AG-E0273,676446,0,676446,674416,8117352,8117352,0,0
2024-11-AG-E0273,2024-11,AG-E0273,697994,0,697994,695900,8375928,8375928,0,0
2024-12-AG-E0273,2024-12,AG-E0273,699250,0,699250,697152,8391000,8391000,0,0
2025-01-AG-E0273,2025-01,AG-E0273,700509,0,700509,698407,8406108,8406108,0,0
2025-02-AG-E0273,2025-02,AG-E0273,701770,0,701770,699664,8421240,8421240,0,0
2025-03-AG-E0273,2025-03,AG-E0273,703033,0,703033,700923,8436396,8436396,0,0
2025-04-AG-E0273,2025-04,AG-E0273,704298,0,704298,702185,8451576,8451576,0,0
2025-05-AG-E0273,2025-05,AG-E0273,705566,0,705566,703449,8466792,8466792,0,0
2025-06-AG-E0273,2025-06,AG-E0273,706836,0,706836,704715,8482032,8482032,0,0
2025-07-AG-E0273,2025-07,AG-E0273,708108,0,708108,705983,8497296,8497296,0,0
2025-08-AG-E0273,2025-08,AG-E0273,709383,0,709383,707254,8512596,8512596,0,0
2025-09-AG-E0273,2025-09,AG-E0273,710660,0,710660,708528,8527920,8527920,0,0
2025-10-AG-E0273,2025-10,AG-E0273,711939,4271,707668,705544,8543268,8543268,0,0
2025-11-AG-E0273,2025-11,AG-E0273,734617,0,734617,732413,8815404,8815404,0,0
2025-12-AG-E0273,2025-12,AG-E0273,735939,0,735939,733731,8831268,8831268,0,0
2026-01-AG-E0273,2026-01,AG-E0273,737264,0,737264,735052,8847168,8847168,0,0
2026-02-AG-E0273,2026-02,AG-E0273,738591,0,738591,736375,8863092,8863092,0,0
2026-03-AG-E0273,2026-03,AG-E0273,739920,0,739920,737700,8879040,8879040,0,0
2026-04-AG-E0273,2026-04,AG-E0273,741252,0,741252,739028,8895024,8895024,0,0
2026-05-AG-E0273,2026-05,AG-E0273,742586,0,742586,740358,8911032,8911032,0,0
2026-06-AG-E0273,2026-06,AG-E0273,743923,0,743923,741691,8927076,8927076,0,0
2026-07-AG-E0273,2026-07,AG-E0273,745262,0,745262,743026,8943144,8943144,0,0
2022-11-AG-E0274,2022-11,AG-E0274,377618,0,377618,376485,4531416,4531416,0,0
2022-12-AG-E0274,2022-12,AG-E0274,378298,0,378298,377163,4539576,4539576,0,0
2023-01-AG-E0274,2023-01,AG-E0274,378979,0,378979,377842,4547748,4547748,0,0
2023-02-AG-E0274,2023-02,AG-E0274,379661,0,379661,378522,4555932,4555932,0,0
2023-03-AG-E0274,2023-03,AG-E0274,380344,0,380344,379202,4564128,4564128,0,0
2023-04-AG-E0274,2023-04,AG-E0274,381029,0,381029,379885,4572348,4572348,0,0
2023-05-AG-E0274,2023-05,AG-E0274,381715,0,381715,380569,4580580,4580580,0,0
2023-06-AG-E0274,2023-06,AG-E0274,382402,0,382402,381254,4588824,4588824,0,0
2023-07-AG-E0274,2023-07,AG-E0274,383090,0,383090,381940,4597080,4597080,0,0
2023-08-AG-E0274,2023-08,AG-E0274,383780,0,383780,382628,4605360,4605360,0,0
2023-09-AG-E0274,2023-09,AG-E0274,384471,0,384471,383317,4613652,4613652,0,0
2023-10-AG-E0274,2023-10,AG-E0274,385163,2310,382853,381704,4621956,4621956,0,0
2023-11-AG-E0274,2023-11,AG-E0274,397432,0,397432,396239,4769184,4769184,0,0
2023-12-AG-E0274,2023-12,AG-E0274,398147,0,398147,396952,4777764,4777764,0,0
2024-01-AG-E0274,2024-01,AG-E0274,398864,0,398864,397667,4786368,4786368,0,0
2024-02-AG-E0274,2024-02,AG-E0274,399582,0,399582,398383,4794984,4794984,0,0
2024-03-AG-E0274,2024-03,AG-E0274,400301,0,400301,399100,4803612,4803612,0,0
2024-04-AG-E0274,2024-04,AG-E0274,401022,0,401022,399818,4812264,4812264,0,0
2024-05-AG-E0274,2024-05,AG-E0274,401744,0,401744,400538,4820928,4820928,0,0
2024-06-AG-E0274,2024-06,AG-E0274,402467,0,402467,401259,4829604,4829604,0,0
2024-07-AG-E0274,2024-07,AG-E0274,403191,0,403191,401981,4838292,4838292,0,0
2024-08-AG-E0274,2024-08,AG-E0274,403917,0,403917,402705,4847004,4847004,0,0
2024-09-AG-E0274,2024-09,AG-E0274,404644,0,404644,403430,4855728,4855728,0,0
2024-10-AG-E0274,2024-10,AG-E0274,405372,0,405372,404155,4864464,4864464,0,0
2024-11-AG-E0274,2024-11,AG-E0274,418285,0,418285,417030,5019420,5019420,0,0
2024-12-AG-E0274,2024-12,AG-E0274,419038,0,419038,417780,5028456,5028456,0,0
2025-01-AG-E0274,2025-01,AG-E0274,419792,0,419792,418532,5037504,5037504,0,0
2025-02-AG-E0274,2025-02,AG-E0274,420548,0,420548,419286,5046576,5046576,0,0
2025-03-AG-E0274,2025-03,AG-E0274,421305,0,421305,420041,5055660,5055660,0,0
2025-04-AG-E0274,2025-04,AG-E0274,422063,0,422063,420796,5064756,5064756,0,0
2025-05-AG-E0274,2025-05,AG-E0274,422823,0,422823,421554,5073876,5073876,0,0
2025-06-AG-E0274,2025-06,AG-E0274,423584,0,423584,422313,5083008,5083008,0,0
2025-07-AG-E0274,2025-07,AG-E0274,424346,0,424346,423072,5092152,5092152,0,0
2025-08-AG-E0274,2025-08,AG-E0274,425110,0,425110,423834,5101320,5101320,0,0
2025-09-AG-E0274,2025-09,AG-E0274,425875,2555,423320,422050,5110500,5110500,0,0
2025-10-AG-E0274,2025-10,AG-E0274,426642,0,426642,425362,5119704,5119704,0,0
2025-11-AG-E0274,2025-11,AG-E0274,440232,0,440232,438911,5282784,5282784,0,0
2025-12-AG-E0274,2025-12,AG-E0274,441024,0,441024,439700,5292288,5292288,0,0
2026-01-AG-E0274,2026-01,AG-E0274,441818,0,441818,440492,5301816,5301816,0,0
2026-02-AG-E0274,2026-02,AG-E0274,442613,0,442613,441285,5311356,5311356,0,0
2026-03-AG-E0274,2026-03,AG-E0274,443410,0,443410,442079,5320920,5320920,0,0
2026-04-AG-E0274,2026-04,AG-E0274,444208,0,444208,442875,5330496,5330496,0,0
2026-05-AG-E0274,2026-05,AG-E0274,445008,0,445008,443672,5340096,5340096,0,0
2026-06-AG-E0274,2026-06,AG-E0274,445809,0,445809,444471,5349708,5349708,0,0
2026-07-AG-E0274,2026-07,AG-E0274,446611,0,446611,445271,5359332,5359332,0,0
2022-06-AG-E0275,2022-06,AG-E0275,468942,0,468942,467535,5627304,5627304,0,0
2022-07-AG-E0275,2022-07,AG-E0275,469786,0,469786,468376,5637432,5637432,0,0
2022-08-AG-E0275,2022-08,AG-E0275,470632,0,470632,469220,5647584,5647584,0,0
2022-09-AG-E0275,2022-09,AG-E0275,471479,0,471479,470064,5657748,5657748,0,0
2022-10-AG-E0275,2022-10,AG-E0275,472328,0,472328,470911,5667936,5667936,0,0
2022-11-AG-E0275,2022-11,AG-E0275,473178,0,473178,471758,5678136,5678136,0,0
