pod_id,period,treated,post,resolution_hours,gross_churn_bps
AG-S26,7,0,1,23.757698,88.554803
AG-S26,8,0,1,23.830548,85.316171
AG-S26,9,0,1,24.182296,91.788704
AG-S26,10,0,1,23.587710,90.822667
AG-S26,11,0,1,23.124812,89.496145
AG-S27,-12,1,0,21.773024,84.283374
AG-S27,-11,1,0,22.924438,84.026765
AG-S27,-10,1,0,21.226087,85.188875
AG-S27,-9,1,0,22.376657,91.312848
AG-S27,-8,1,0,21.314382,91.467484
AG-S27,-7,1,0,22.053101,92.447316
AG-S27,-6,1,0,22.087590,95.634753
AG-S27,-5,1,0,22.605120,84.204628
AG-S27,-4,1,0,22.347782,96.932757
AG-S27,-3,1,0,22.849779,90.210269
AG-S27,-2,1,0,22.003498,87.215086
AG-S27,-1,1,0,21.810511,87.782106
AG-S27,0,1,1,16.598318,75.690654
AG-S27,1,1,1,17.179459,75.825776
AG-S27,2,1,1,16.097524,69.022851
AG-S27,3,1,1,17.289030,79.897679
AG-S27,4,1,1,18.118141,74.985804
AG-S27,5,1,1,18.100291,75.839266
AG-S27,6,1,1,16.769943,76.026748
AG-S27,7,1,1,17.908103,71.510207
AG-S27,8,1,1,17.952701,70.509046
AG-S27,9,1,1,18.244074,70.454783
AG-S27,10,1,1,18.343074,69.280154
AG-S27,11,1,1,17.641745,67.527728
AG-S28,-12,0,0,23.190365,90.095273
AG-S28,-11,0,0,22.903089,85.806531
AG-S28,-10,0,0,22.057006,87.244716
AG-S28,-9,0,0,22.705066,90.910499
AG-S28,-8,0,0,22.669080,94.946654
AG-S28,-7,0,0,23.421759,94.291215
AG-S28,-6,0,0,22.804737,90.959172
AG-S28,-5,0,0,23.172442,96.990719
AG-S28,-4,0,0,22.950523,85.837091
AG-S28,-3,0,0,23.257167,88.475988
AG-S28,-2,0,0,23.627531,92.874710
AG-S28,-1,0,0,21.355500,88.325242
AG-S28,0,0,1,23.097027,90.995320
AG-S28,1,0,1,22.324646,88.925589
AG-S28,2,0,1,22.992933,84.458687
AG-S28,3,0,1,23.387201,96.176130
AG-S28,4,0,1,23.410176,98.542998
AG-S28,5,0,1,23.583034,87.179363
AG-S28,6,0,1,22.985168,86.459458
AG-S28,7,0,1,22.042479,90.902431
AG-S28,8,0,1,24.164713,94.910209
AG-S28,9,0,1,23.049625,91.374449
AG-S28,10,0,1,24.985689,92.876378
AG-S28,11,0,1,22.757860,91.598211
AG-S29,-12,1,0,21.707098,87.535421
AG-S29,-11,1,0,23.452834,95.295865
AG-S29,-10,1,0,22.724770,88.345263
AG-S29,-9,1,0,22.504039,96.170694
AG-S29,-8,1,0,22.495683,95.396379
AG-S29,-7,1,0,23.232390,92.135524
AG-S29,-6,1,0,23.456753,89.484441
AG-S29,-5,1,0,23.251998,93.463959
AG-S29,-4,1,0,22.640675,76.461984
AG-S29,-3,1,0,24.515161,93.462440
AG-S29,-2,1,0,23.888661,91.885413
AG-S29,-1,1,0,23.464106,93.595673
AG-S29,0,1,1,19.416786,71.304802
AG-S29,1,1,1,18.474974,81.208622
AG-S29,2,1,1,16.911584,65.190434
AG-S29,3,1,1,18.789387,81.964651
AG-S29,4,1,1,19.102273,78.068669
AG-S29,5,1,1,18.966747,73.749755
AG-S29,6,1,1,19.689963,78.175498
AG-S29,7,1,1,18.560345,65.954723
AG-S29,8,1,1,19.732496,76.321758
AG-S29,9,1,1,18.598350,64.806044
AG-S29,10,1,1,19.150400,74.574301
AG-S29,11,1,1,17.717289,74.627987
AG-S30,-12,0,0,22.905446,94.372063
AG-S30,-11,0,0,22.816988,96.829683
AG-S30,-10,0,0,23.235425,93.066793
AG-S30,-9,0,0,24.006140,93.797208
AG-S30,-8,0,0,23.587470,81.905520
AG-S30,-7,0,0,23.125103,93.290924
AG-S30,-6,0,0,23.581933,82.653522
AG-S30,-5,0,0,23.394098,91.953921
AG-S30,-4,0,0,22.735324,93.954519
AG-S30,-3,0,0,22.868447,92.834405
AG-S30,-2,0,0,22.927789,102.298588
AG-S30,-1,0,0,23.479381,93.285577
AG-S30,0,0,1,23.677764,104.650366
AG-S30,1,0,1,23.622525,84.635020
AG-S30,2,0,1,22.698182,86.122888
AG-S30,3,0,1,23.345396,96.177677
AG-S30,4,0,1,23.127187,92.815026
AG-S30,5,0,1,24.330468,96.889341
AG-S30,6,0,1,23.835901,94.036252
AG-S30,7,0,1,24.202451,90.594239
AG-S30,8,0,1,24.000664,95.482575
AG-S30,9,0,1,24.109155,86.410480
AG-S30,10,0,1,25.274757,90.083391
AG-S30,11,0,1,24.236584,89.648994
AG-S31,-12,1,0,23.265535,98.875198
AG-S31,-11,1,0,23.035978,95.245068
AG-S31,-10,1,0,22.297808,87.175807
AG-S31,-9,1,0,23.432991,90.608193
AG-S31,-8,1,0,22.243558,83.243063
AG-S31,-7,1,0,23.653188,88.115267
AG-S31,-6,1,0,24.010718,88.450255
AG-S31,-5,1,0,21.820882,92.212625
AG-S31,-4,1,0,22.980949,97.180132
AG-S31,-3,1,0,22.919446,96.572160
AG-S31,-2,1,0,23.419128,99.459566
AG-S31,-1,1,0,22.642090,87.925336
AG-S31,0,1,1,18.108402,73.731208
AG-S31,1,1,1,18.534341,73.924885
AG-S31,2,1,1,18.552852,82.319082
AG-S31,3,1,1,19.822146,75.584865
AG-S31,4,1,1,18.055203,69.997741
AG-S31,5,1,1,19.117374,65.417168
AG-S31,6,1,1,18.251290,72.370312
AG-S31,7,1,1,18.622304,70.926182
AG-S31,8,1,1,18.455100,73.865663
AG-S31,9,1,1,18.238557,82.328811
AG-S31,10,1,1,17.837028,76.509937
AG-S31,11,1,1,18.809847,75.453505
AG-S32,-12,0,0,23.963580,96.791481
AG-S32,-11,0,0,23.163709,94.154636
AG-S32,-10,0,0,23.754450,94.360541
AG-S32,-9,0,0,25.485477,100.785128
AG-S32,-8,0,0,23.750513,91.381032
AG-S32,-7,0,0,22.426200,94.604626
AG-S32,-6,0,0,25.523540,93.144520
AG-S32,-5,0,0,25.223585,93.458162
AG-S32,-4,0,0,24.243415,100.762910
AG-S32,-3,0,0,25.112872,88.028173
AG-S32,-2,0,0,24.425000,94.027085
AG-S32,-1,0,0,24.490139,96.650542
AG-S32,0,0,1,24.520602,101.273984
AG-S32,1,0,1,23.589730,91.795442
AG-S32,2,0,1,24.051093,92.264328
AG-S32,3,0,1,25.543026,99.155918
AG-S32,4,0,1,23.522646,97.016270
AG-S32,5,0,1,24.241249,93.011135
AG-S32,6,0,1,24.848278,96.163738
AG-S32,7,0,1,25.333026,91.791473
AG-S32,8,0,1,24.566480,94.519312
AG-S32,9,0,1,24.666085,95.154228
AG-S32,10,0,1,25.124662,90.855321
AG-S32,11,0,1,23.457998,97.647165
AG-S33,-12,1,0,24.113312,97.570264
AG-S33,-11,1,0,23.860919,100.738061
AG-S33,-10,1,0,23.543960,92.187999
AG-S33,-9,1,0,24.326437,95.585835
AG-S33,-8,1,0,24.180945,100.345132
AG-S33,-7,1,0,23.903237,90.600372
AG-S33,-6,1,0,23.394535,95.368632
AG-S33,-5,1,0,24.043538,101.998216
AG-S33,-4,1,0,23.854742,89.412477
AG-S33,-3,1,0,25.031874,85.111949
AG-S33,-2,1,0,24.924179,94.899982
AG-S33,-1,1,0,24.516175,92.732662
AG-S33,0,1,1,20.673293,78.010527
AG-S33,1,1,1,19.881272,74.769531
AG-S33,2,1,1,20.292516,77.812978
AG-S33,3,1,1,20.122931,68.095532
AG-S33,4,1,1,18.953774,70.743338
AG-S33,5,1,1,20.710739,78.916907
AG-S33,6,1,1,20.833079,81.672905
AG-S33,7,1,1,19.081739,82.722250
AG-S33,8,1,1,21.118856,78.519789
AG-S33,9,1,1,20.243982,78.504003
AG-S33,10,1,1,20.275443,80.479662
AG-S33,11,1,1,19.902037,69.357656
AG-S34,-12,1,0,22.751413,90.208685
AG-S34,-11,1,0,22.576608,94.272807
AG-S34,-10,1,0,21.173615,94.753838
AG-S34,-9,1,0,22.534790,83.551290
AG-S34,-8,1,0,22.275486,97.882951
AG-S34,-7,1,0,21.769355,91.223436
AG-S34,-6,1,0,23.110273,93.077862
AG-S34,-5,1,0,23.470485,83.316558
AG-S34,-4,1,0,23.746881,88.633577
AG-S34,-3,1,0,22.211091,93.983136
AG-S34,-2,1,0,22.917679,92.102481
AG-S34,-1,1,0,23.890222,91.333595
AG-S34,0,1,1,17.907480,75.710261
AG-S34,1,1,1,17.581570,76.490738
AG-S34,2,1,1,17.614528,80.920776
AG-S34,3,1,1,18.564086,86.749857
AG-S34,4,1,1,17.709406,77.571500
AG-S34,5,1,1,16.962451,78.885493
AG-S34,6,1,1,19.525812,73.389861
AG-S34,7,1,1,18.566981,77.701032
AG-S34,8,1,1,17.564907,73.491876
AG-S34,9,1,1,19.139012,81.557575
AG-S34,10,1,1,18.668115,78.435243
AG-S34,11,1,1,17.995718,70.996589
AG-S35,-12,0,0,23.629386,89.655315
AG-S35,-11,0,0,24.782879,99.539221
AG-S35,-10,0,0,22.310809,98.881142
AG-S35,-9,0,0,23.690655,96.417257
AG-S35,-8,0,0,22.472781,98.947360
AG-S35,-7,0,0,23.857102,103.401716
AG-S35,-6,0,0,23.680146,87.805077
AG-S35,-5,0,0,22.957789,104.205894
AG-S35,-4,0,0,23.266208,84.546354
AG-S35,-3,0,0,25.349626,84.631607
AG-S35,-2,0,0,24.182680,90.191750
AG-S35,-1,0,0,23.635602,101.245701
AG-S35,0,0,1,24.495700,98.783556
AG-S35,1,0,1,24.617712,97.481433
AG-S35,2,0,1,24.522718,89.698735
AG-S35,3,0,1,24.070108,93.677967
AG-S35,4,0,1,24.448314,91.402581
AG-S35,5,0,1,24.931374,97.196366
AG-S35,6,0,1,24.979592,93.516355
AG-S35,7,0,1,25.177641,98.370007
AG-S35,8,0,1,24.278481,90.839877
AG-S35,9,0,1,24.986469,87.716617
AG-S35,10,0,1,24.703758,85.837322
AG-S35,11,0,1,24.997480,89.430015
AG-S36,-12,1,0,24.111058,94.477974
AG-S36,-11,1,0,22.246580,93.344094
AG-S36,-10,1,0,22.194669,93.384229
AG-S36,-9,1,0,22.273647,88.469429
AG-S36,-8,1,0,21.279761,89.659416
AG-S36,-7,1,0,23.035589,93.089268
AG-S36,-6,1,0,23.031832,87.193561
AG-S36,-5,1,0,23.368291,103.237179
AG-S36,-4,1,0,23.287238,91.172039
AG-S36,-3,1,0,24.345448,93.116920
AG-S36,-2,1,0,22.967016,95.041418
AG-S36,-1,1,0,22.785322,93.525313
AG-S36,0,1,1,18.055698,73.251207
AG-S36,1,1,1,19.571808,78.139081
AG-S36,2,1,1,19.235280,82.238419
AG-S36,3,1,1,19.102521,72.136879
AG-S36,4,1,1,17.427945,77.280200
AG-S36,5,1,1,17.716833,69.440128
AG-S36,6,1,1,19.007927,78.625562
AG-S36,7,1,1,19.306106,72.385059
AG-S36,8,1,1,20.073939,73.514080
AG-S36,9,1,1,19.487013,71.955600
AG-S36,10,1,1,19.710670,73.156739
AG-S36,11,1,1,20.693060,74.898396
AG-S37,-12,1,0,21.720521,98.679527
AG-S37,-11,1,0,22.740575,85.112578
AG-S37,-10,1,0,22.229545,92.571711
AG-S37,-9,1,0,22.735814,90.973634
AG-S37,-8,1,0,22.460973,77.787033
AG-S37,-7,1,0,22.605620,88.264507
AG-S37,-6,1,0,23.791495,87.578309
AG-S37,-5,1,0,21.962590,93.584487
AG-S37,-4,1,0,22.876930,90.532774
AG-S37,-3,1,0,22.354356,96.945529
AG-S37,-2,1,0,22.029113,84.765569
AG-S37,-1,1,0,23.893840,89.833210
AG-S37,0,1,1,19.187237,78.758432
AG-S37,1,1,1,17.861442,80.282179
AG-S37,2,1,1,19.040751,75.787777
AG-S37,3,1,1,19.797810,80.040167
AG-S37,4,1,1,18.875765,79.491466
AG-S37,5,1,1,18.164781,72.081125
AG-S37,6,1,1,18.543357,67.397198
AG-S37,7,1,1,19.560982,80.642867
AG-S37,8,1,1,18.164820,79.778124
AG-S37,9,1,1,18.350523,73.682517
AG-S37,10,1,1,18.279040,75.552726
AG-S37,11,1,1,20.665410,70.699567
AG-S38,-12,0,0,21.748255,88.582803
AG-S38,-11,0,0,23.550948,90.430563
AG-S38,-10,0,0,22.844222,83.650566
AG-S38,-9,0,0,21.939154,90.611066
AG-S38,-8,0,0,23.612216,85.811276
AG-S38,-7,0,0,22.964612,86.267633
AG-S38,-6,0,0,23.470813,86.205840
AG-S38,-5,0,0,22.367686,88.297640
AG-S38,-4,0,0,21.613153,82.327984
AG-S38,-3,0,0,22.949716,90.841826
AG-S38,-2,0,0,22.860474,90.323544
AG-S38,-1,0,0,23.453839,92.389328
AG-S38,0,0,1,23.891961,87.066470
AG-S38,1,0,1,22.411583,90.715740
AG-S38,2,0,1,22.211748,89.705710
AG-S38,3,0,1,23.410962,94.583931
AG-S38,4,0,1,21.869752,89.876625
AG-S38,5,0,1,23.232642,89.449387
AG-S38,6,0,1,23.731248,88.905727
AG-S38,7,0,1,23.819393,88.505862
AG-S38,8,0,1,22.677077,95.899621
AG-S38,9,0,1,24.295252,83.418960
AG-S38,10,0,1,23.131127,84.587829
AG-S38,11,0,1,23.063393,91.450366
AG-S39,-12,0,0,24.042785,93.519033
AG-S39,-11,0,0,23.711942,96.038334
AG-S39,-10,0,0,22.981617,86.111467
AG-S39,-9,0,0,23.701561,98.317330
AG-S39,-8,0,0,22.962541,93.365821
AG-S39,-7,0,0,22.938511,83.730214
AG-S39,-6,0,0,24.108903,88.273088
AG-S39,-5,0,0,23.525031,89.469640
AG-S39,-4,0,0,23.749023,93.762569
AG-S39,-3,0,0,23.694339,97.149576
AG-S39,-2,0,0,23.124240,98.819417
AG-S39,-1,0,0,24.209329,89.940531
AG-S39,0,0,1,23.624614,97.048805
AG-S39,1,0,1,24.103861,88.356449
AG-S39,2,0,1,24.421450,89.208980
AG-S39,3,0,1,24.580378,100.390041
AG-S39,4,0,1,24.056719,81.749667
AG-S39,5,0,1,24.346910,87.468458
AG-S39,6,0,1,23.745052,92.706821
AG-S39,7,0,1,24.846263,83.974344
AG-S39,8,0,1,24.902397,91.629733
AG-S39,9,0,1,24.696956,95.001773
AG-S39,10,0,1,23.921613,95.232497
AG-S39,11,0,1,22.855634,90.369817
AG-S40,-12,0,0,23.756175,100.721181
AG-S40,-11,0,0,24.463988,92.163253
AG-S40,-10,0,0,25.650667,93.667368
AG-S40,-9,0,0,24.288713,97.608765
AG-S40,-8,0,0,25.321058,83.790323
AG-S40,-7,0,0,23.846826,105.425747
AG-S40,-6,0,0,26.130367,91.455936
AG-S40,-5,0,0,24.623737,96.590472
AG-S40,-4,0,0,25.157069,101.133119
AG-S40,-3,0,0,24.699676,102.948872
AG-S40,-2,0,0,25.768773,88.490562
AG-S40,-1,0,0,24.759655,103.319302
AG-S40,0,0,1,25.678126,101.171014
AG-S40,1,0,1,25.627244,93.334405
AG-S40,2,0,1,25.187486,87.908602
AG-S40,3,0,1,25.674938,90.964212
AG-S40,4,0,1,25.627890,96.153469
AG-S40,5,0,1,25.676952,95.668362
AG-S40,6,0,1,25.297145,89.822667
AG-S40,7,0,1,24.666330,86.239452
AG-S40,8,0,1,25.767087,94.847834
AG-S40,9,0,1,25.732298,98.728264
AG-S40,10,0,1,25.842265,85.880163
AG-S40,11,0,1,25.959068,92.055405
