month,entity_id,parent_id,segment,active,mrr_cents,usage_units,support_tickets,credit_cents
2023-05,AG-E0064,AG-P027,Upper mid-market,1,323844,144,1,0
2023-06,AG-E0064,AG-P027,Upper mid-market,1,324641,145,0,0
2023-07,AG-E0064,AG-P027,Upper mid-market,1,325439,147,3,0
2023-08,AG-E0064,AG-P027,Upper mid-market,1,336027,154,2,0
2023-09,AG-E0064,AG-P027,Upper mid-market,1,336853,150,1,0
2023-10,AG-E0064,AG-P027,Upper mid-market,1,337681,144,0,0
2023-11,AG-E0064,AG-P027,Upper mid-market,1,338512,145,4,0
2023-12,AG-E0064,AG-P027,Upper mid-market,1,339345,135,2,0
2024-01,AG-E0064,AG-P027,Upper mid-market,1,340180,159,2,2041
2024-02,AG-E0064,AG-P027,Upper mid-market,1,341017,148,1,0
2024-03,AG-E0064,AG-P027,Upper mid-market,1,341856,157,2,0
2024-04,AG-E0064,AG-P027,Upper mid-market,1,342697,169,0,0
2024-05,AG-E0064,AG-P027,Upper mid-market,1,343540,154,1,0
2024-06,AG-E0064,AG-P027,Upper mid-market,1,344385,151,1,0
2024-07,AG-E0064,AG-P027,Upper mid-market,1,345232,150,5,0
2024-08,AG-E0064,AG-P027,Upper mid-market,1,356464,169,0,0
2024-09,AG-E0064,AG-P027,Upper mid-market,1,357341,167,1,0
2024-10,AG-E0064,AG-P027,Upper mid-market,1,358220,172,3,0
2024-11,AG-E0064,AG-P027,Upper mid-market,1,359101,155,3,0
2024-12,AG-E0064,AG-P027,Upper mid-market,1,359984,162,1,0
2025-01,AG-E0064,AG-P027,Upper mid-market,1,360869,160,3,0
2025-02,AG-E0064,AG-P027,Upper mid-market,1,361757,171,0,0
2025-03,AG-E0064,AG-P027,Upper mid-market,1,362647,169,1,0
2025-04,AG-E0064,AG-P027,Upper mid-market,1,363539,166,1,0
2025-05,AG-E0064,AG-P027,Upper mid-market,1,364433,173,3,0
2025-06,AG-E0064,AG-P027,Upper mid-market,1,365329,157,4,0
2025-07,AG-E0064,AG-P027,Upper mid-market,1,366228,170,1,0
2025-08,AG-E0064,AG-P027,Upper mid-market,0,0,0,0,0
2025-09,AG-E0064,AG-P027,Upper mid-market,0,0,0,0,0
2025-10,AG-E0064,AG-P027,Upper mid-market,0,0,0,0,0
2025-11,AG-E0064,AG-P027,Upper mid-market,0,0,0,0,0
2025-12,AG-E0064,AG-P027,Upper mid-market,0,0,0,0,0
2026-01,AG-E0064,AG-P027,Upper mid-market,0,0,0,0,0
2026-02,AG-E0064,AG-P027,Upper mid-market,0,0,0,0,0
2026-03,AG-E0064,AG-P027,Upper mid-market,0,0,0,0,0
2026-04,AG-E0064,AG-P027,Upper mid-market,0,0,0,0,0
2026-05,AG-E0064,AG-P027,Upper mid-market,0,0,0,0,0
2026-06,AG-E0064,AG-P027,Upper mid-market,0,0,0,0,0
2026-07,AG-E0064,AG-P027,Upper mid-market,0,0,0,0,0
2022-08,AG-E0065,AG-P031,Public sector,1,571739,256,4,0
2022-09,AG-E0065,AG-P031,Public sector,1,572768,265,3,0
2022-10,AG-E0065,AG-P031,Public sector,1,573799,260,3,0
2022-11,AG-E0065,AG-P031,Public sector,1,574832,253,4,0
2022-12,AG-E0065,AG-P031,Public sector,1,575867,262,7,0
2023-01,AG-E0065,AG-P031,Public sector,1,576904,269,1,0
2023-02,AG-E0065,AG-P031,Public sector,1,577942,249,5,0
2023-03,AG-E0065,AG-P031,Public sector,1,578982,256,6,0
2023-04,AG-E0065,AG-P031,Public sector,1,580024,255,6,0
2023-05,AG-E0065,AG-P031,Public sector,1,581068,258,3,0
2023-06,AG-E0065,AG-P031,Public sector,1,582114,265,0,0
2023-07,AG-E0065,AG-P031,Public sector,1,583162,290,2,0
2023-08,AG-E0065,AG-P031,Public sector,1,601738,268,4,0
2023-09,AG-E0065,AG-P031,Public sector,1,602821,261,1,0
2023-10,AG-E0065,AG-P031,Public sector,1,603906,279,0,0
2023-11,AG-E0065,AG-P031,Public sector,1,604993,291,4,0
2023-12,AG-E0065,AG-P031,Public sector,1,606082,276,1,3636
2024-01,AG-E0065,AG-P031,Public sector,1,607173,273,2,0
2024-02,AG-E0065,AG-P031,Public sector,1,608266,266,9,0
2024-03,AG-E0065,AG-P031,Public sector,1,609361,283,2,0
2024-04,AG-E0065,AG-P031,Public sector,1,610458,278,3,0
2024-05,AG-E0065,AG-P031,Public sector,1,611557,272,2,0
2024-06,AG-E0065,AG-P031,Public sector,1,612658,282,1,0
2024-07,AG-E0065,AG-P031,Public sector,1,613761,267,2,0
2024-08,AG-E0065,AG-P031,Public sector,1,633312,290,5,0
2024-09,AG-E0065,AG-P031,Public sector,1,634452,279,1,0
2024-10,AG-E0065,AG-P031,Public sector,1,635594,295,1,0
2024-11,AG-E0065,AG-P031,Public sector,1,636738,275,1,0
2024-12,AG-E0065,AG-P031,Public sector,1,637884,303,4,0
2025-01,AG-E0065,AG-P031,Public sector,1,639032,297,0,0
2025-02,AG-E0065,AG-P031,Public sector,1,640182,295,1,0
2025-03,AG-E0065,AG-P031,Public sector,1,641334,292,2,0
2025-04,AG-E0065,AG-P031,Public sector,1,642488,277,5,0
2025-05,AG-E0065,AG-P031,Public sector,1,643644,322,0,0
2025-06,AG-E0065,AG-P031,Public sector,1,644803,284,3,0
2025-07,AG-E0065,AG-P031,Public sector,1,645964,308,6,0
2025-08,AG-E0065,AG-P031,Public sector,1,666541,303,4,0
2025-09,AG-E0065,AG-P031,Public sector,1,667741,309,2,0
2025-10,AG-E0065,AG-P031,Public sector,1,668943,310,4,0
2025-11,AG-E0065,AG-P031,Public sector,1,670147,285,4,4020
2025-12,AG-E0065,AG-P031,Public sector,1,671353,287,5,0
2026-01,AG-E0065,AG-P031,Public sector,1,672561,293,3,0
2026-02,AG-E0065,AG-P031,Public sector,1,673772,295,2,0
2026-03,AG-E0065,AG-P031,Public sector,1,674985,293,4,0
2026-04,AG-E0065,AG-P031,Public sector,1,676200,315,3,0
2026-05,AG-E0065,AG-P031,Public sector,1,677417,300,4,0
2026-06,AG-E0065,AG-P031,Public sector,1,678636,311,4,0
2026-07,AG-E0065,AG-P031,Public sector,1,679858,317,3,0
2021-08,AG-E0066,AG-P158,Upper mid-market,1,192451,87,0,0
2021-09,AG-E0066,AG-P158,Upper mid-market,1,192875,92,1,0
2021-10,AG-E0066,AG-P158,Upper mid-market,1,193300,87,5,0
2021-11,AG-E0066,AG-P158,Upper mid-market,1,193726,90,2,0
2021-12,AG-E0066,AG-P158,Upper mid-market,1,194153,87,2,1164
2022-01,AG-E0066,AG-P158,Upper mid-market,1,194581,85,3,0
2022-02,AG-E0066,AG-P158,Upper mid-market,1,195009,87,1,0
2022-03,AG-E0066,AG-P158,Upper mid-market,1,195438,91,8,0
2022-04,AG-E0066,AG-P158,Upper mid-market,1,195868,93,1,0
2022-05,AG-E0066,AG-P158,Upper mid-market,1,196299,91,4,0
2022-06,AG-E0066,AG-P158,Upper mid-market,1,196731,96,2,0
2022-07,AG-E0066,AG-P158,Upper mid-market,1,197164,92,3,0
2022-08,AG-E0066,AG-P158,Upper mid-market,1,203526,94,1,0
2022-09,AG-E0066,AG-P158,Upper mid-market,1,203974,97,0,0
2022-10,AG-E0066,AG-P158,Upper mid-market,1,204423,89,6,0
2022-11,AG-E0066,AG-P158,Upper mid-market,1,204873,97,4,0
2022-12,AG-E0066,AG-P158,Upper mid-market,1,205324,94,2,0
2023-01,AG-E0066,AG-P158,Upper mid-market,1,205776,96,7,0
2023-02,AG-E0066,AG-P158,Upper mid-market,1,206229,96,2,0
2023-03,AG-E0066,AG-P158,Upper mid-market,1,206683,92,1,0
2023-04,AG-E0066,AG-P158,Upper mid-market,1,207138,86,1,0
2023-05,AG-E0066,AG-P158,Upper mid-market,1,207594,91,2,0
2023-06,AG-E0066,AG-P158,Upper mid-market,1,208051,92,2,0
2023-07,AG-E0066,AG-P158,Upper mid-market,1,208509,103,2,0
2023-08,AG-E0066,AG-P158,Upper mid-market,1,215237,100,2,0
2023-09,AG-E0066,AG-P158,Upper mid-market,1,215711,93,3,0
2023-10,AG-E0066,AG-P158,Upper mid-market,1,216186,103,2,0
2023-11,AG-E0066,AG-P158,Upper mid-market,1,216662,93,3,1299
2023-12,AG-E0066,AG-P158,Upper mid-market,1,217139,88,1,0
2024-01,AG-E0066,AG-P158,Upper mid-market,1,217617,102,5,0
2024-02,AG-E0066,AG-P158,Upper mid-market,1,218096,96,2,0
2024-03,AG-E0066,AG-P158,Upper mid-market,1,218576,100,2,0
2024-04,AG-E0066,AG-P158,Upper mid-market,1,219057,104,2,0
2024-05,AG-E0066,AG-P158,Upper mid-market,1,219539,99,1,0
2024-06,AG-E0066,AG-P158,Upper mid-market,1,220022,101,3,0
2024-07,AG-E0066,AG-P158,Upper mid-market,1,220506,106,2,0
2024-08,AG-E0066,AG-P158,Upper mid-market,1,227621,109,3,0
2024-09,AG-E0066,AG-P158,Upper mid-market,1,228122,104,4,0
2024-10,AG-E0066,AG-P158,Upper mid-market,1,228624,105,3,0
2024-11,AG-E0066,AG-P158,Upper mid-market,1,229127,101,3,0
2024-12,AG-E0066,AG-P158,Upper mid-market,1,229632,110,1,0
2025-01,AG-E0066,AG-P158,Upper mid-market,1,230138,104,2,0
2025-02,AG-E0066,AG-P158,Upper mid-market,1,230645,107,1,0
2025-03,AG-E0066,AG-P158,Upper mid-market,1,231153,109,4,0
2025-04,AG-E0066,AG-P158,Upper mid-market,1,231662,111,1,0
2025-05,AG-E0066,AG-P158,Upper mid-market,1,232172,102,2,0
2025-06,AG-E0066,AG-P158,Upper mid-market,1,232683,107,2,0
2025-07,AG-E0066,AG-P158,Upper mid-market,1,233195,105,4,0
2025-08,AG-E0066,AG-P158,Upper mid-market,1,240720,112,3,0
2025-09,AG-E0066,AG-P158,Upper mid-market,1,241250,107,3,0
2025-10,AG-E0066,AG-P158,Upper mid-market,1,241781,107,3,1450
2025-11,AG-E0066,AG-P158,Upper mid-market,1,242313,105,2,0
2025-12,AG-E0066,AG-P158,Upper mid-market,1,242847,116,3,0
2026-01,AG-E0066,AG-P158,Upper mid-market,1,243382,108,2,0
2026-02,AG-E0066,AG-P158,Upper mid-market,1,243918,107,1,0
2026-03,AG-E0066,AG-P158,Upper mid-market,1,244455,108,2,0
2026-04,AG-E0066,AG-P158,Upper mid-market,1,244993,111,2,0
2026-05,AG-E0066,AG-P158,Upper mid-market,1,245532,113,4,0
2026-06,AG-E0066,AG-P158,Upper mid-market,1,246073,111,1,0
2026-07,AG-E0066,AG-P158,Upper mid-market,1,246615,107,3,0
2021-09,AG-E0067,AG-P107,Public sector,1,321930,141,2,0
2021-10,AG-E0067,AG-P107,Public sector,1,322509,144,7,0
2021-11,AG-E0067,AG-P107,Public sector,1,323090,137,0,1938
2021-12,AG-E0067,AG-P107,Public sector,1,323672,151,2,0
2022-01,AG-E0067,AG-P107,Public sector,1,324255,147,5,0
2022-02,AG-E0067,AG-P107,Public sector,1,324839,151,3,0
2022-03,AG-E0067,AG-P107,Public sector,1,325424,148,5,0
2022-04,AG-E0067,AG-P107,Public sector,1,326010,146,1,0
2022-05,AG-E0067,AG-P107,Public sector,1,326597,147,2,0
2022-06,AG-E0067,AG-P107,Public sector,1,327185,151,4,0
2022-07,AG-E0067,AG-P107,Public sector,1,327774,153,2,0
2022-08,AG-E0067,AG-P107,Public sector,1,328364,162,4,0
2022-09,AG-E0067,AG-P107,Public sector,1,338824,145,2,0
2022-10,AG-E0067,AG-P107,Public sector,1,339434,162,1,0
2022-11,AG-E0067,AG-P107,Public sector,1,340045,160,3,0
2022-12,AG-E0067,AG-P107,Public sector,1,340657,141,5,0
2023-01,AG-E0067,AG-P107,Public sector,1,341270,152,5,0
2023-02,AG-E0067,AG-P107,Public sector,1,341884,166,1,0
2023-03,AG-E0067,AG-P107,Public sector,1,342499,153,2,0
2023-04,AG-E0067,AG-P107,Public sector,1,343115,146,2,0
2023-05,AG-E0067,AG-P107,Public sector,1,343733,153,4,0
2023-06,AG-E0067,AG-P107,Public sector,1,344352,157,3,0
2023-07,AG-E0067,AG-P107,Public sector,1,344972,157,3,0
2023-08,AG-E0067,AG-P107,Public sector,1,345593,165,2,0
2023-09,AG-E0067,AG-P107,Public sector,1,356602,158,3,0
2023-10,AG-E0067,AG-P107,Public sector,1,357244,171,2,2143
2023-11,AG-E0067,AG-P107,Public sector,1,357887,164,2,0
2023-12,AG-E0067,AG-P107,Public sector,1,358531,160,1,0
2024-01,AG-E0067,AG-P107,Public sector,1,359176,151,3,0
2024-02,AG-E0067,AG-P107,Public sector,1,359823,173,6,0
2024-03,AG-E0067,AG-P107,Public sector,1,360471,154,1,0
2024-04,AG-E0067,AG-P107,Public sector,1,361120,166,1,0
2024-05,AG-E0067,AG-P107,Public sector,1,361770,168,3,0
2024-06,AG-E0067,AG-P107,Public sector,1,362421,171,3,0
2024-07,AG-E0067,AG-P107,Public sector,1,363073,164,2,0
2024-08,AG-E0067,AG-P107,Public sector,1,363727,169,2,0
2024-09,AG-E0067,AG-P107,Public sector,1,375313,175,0,0
2024-10,AG-E0067,AG-P107,Public sector,1,375989,162,1,0
2024-11,AG-E0067,AG-P107,Public sector,1,376666,155,3,0
2024-12,AG-E0067,AG-P107,Public sector,1,377344,181,1,0
2025-01,AG-E0067,AG-P107,Public sector,1,378023,174,1,0
2025-02,AG-E0067,AG-P107,Public sector,1,378703,168,1,0
2025-03,AG-E0067,AG-P107,Public sector,1,379385,176,4,0
2025-04,AG-E0067,AG-P107,Public sector,1,380068,176,4,0
2025-05,AG-E0067,AG-P107,Public sector,1,380752,162,4,0
2025-06,AG-E0067,AG-P107,Public sector,1,381437,182,1,0
2025-07,AG-E0067,AG-P107,Public sector,1,382124,174,0,0
2025-08,AG-E0067,AG-P107,Public sector,1,382812,178,5,0
2025-09,AG-E0067,AG-P107,Public sector,1,395006,177,1,2370
2025-10,AG-E0067,AG-P107,Public sector,1,395717,182,1,0
2025-11,AG-E0067,AG-P107,Public sector,1,396429,186,3,0
2025-12,AG-E0067,AG-P107,Public sector,1,397143,173,1,0
2026-01,AG-E0067,AG-P107,Public sector,1,397858,178,1,0
2026-02,AG-E0067,AG-P107,Public sector,1,398574,179,1,0
2026-03,AG-E0067,AG-P107,Public sector,1,399291,189,7,0
2026-04,AG-E0067,AG-P107,Public sector,1,400010,179,3,0
2026-05,AG-E0067,AG-P107,Public sector,1,400730,175,3,0
2026-06,AG-E0067,AG-P107,Public sector,1,401451,187,1,0
2026-07,AG-E0067,AG-P107,Public sector,1,402174,181,6,0
2022-05,AG-E0068,AG-P103,Upper mid-market,1,516421,244,3,0
2022-06,AG-E0068,AG-P103,Upper mid-market,1,517351,224,5,0
2022-07,AG-E0068,AG-P103,Upper mid-market,1,518282,233,3,0
2022-08,AG-E0068,AG-P103,Upper mid-market,1,519215,233,2,0
2022-09,AG-E0068,AG-P103,Upper mid-market,1,520150,235,4,0
2022-10,AG-E0068,AG-P103,Upper mid-market,1,521086,223,1,0
2022-11,AG-E0068,AG-P103,Upper mid-market,1,522024,245,3,0
2022-12,AG-E0068,AG-P103,Upper mid-market,1,522964,248,1,0
2023-01,AG-E0068,AG-P103,Upper mid-market,1,523905,215,4,0
2023-02,AG-E0068,AG-P103,Upper mid-market,1,524848,230,2,0
2023-03,AG-E0068,AG-P103,Upper mid-market,1,525793,240,2,0
2023-04,AG-E0068,AG-P103,Upper mid-market,1,526739,242,1,0
2023-05,AG-E0068,AG-P103,Upper mid-market,1,543518,258,5,0
2023-06,AG-E0068,AG-P103,Upper mid-market,1,544496,258,0,0
2023-07,AG-E0068,AG-P103,Upper mid-market,1,545476,227,4,0
2023-08,AG-E0068,AG-P103,Upper mid-market,1,546458,247,4,0
2023-09,AG-E0068,AG-P103,Upper mid-market,1,547442,243,6,3284
2023-10,AG-E0068,AG-P103,Upper mid-market,1,548427,259,5,0
2023-11,AG-E0068,AG-P103,Upper mid-market,1,549414,259,2,0
2023-12,AG-E0068,AG-P103,Upper mid-market,1,550403,255,2,0
2024-01,AG-E0068,AG-P103,Upper mid-market,1,551394,258,5,0
2024-02,AG-E0068,AG-P103,Upper mid-market,1,552387,267,3,0
2024-03,AG-E0068,AG-P103,Upper mid-market,1,553381,261,7,0
2024-04,AG-E0068,AG-P103,Upper mid-market,1,554377,256,2,0
2024-05,AG-E0068,AG-P103,Upper mid-market,1,572036,254,3,0
2024-06,AG-E0068,AG-P103,Upper mid-market,1,573066,257,4,0
2024-07,AG-E0068,AG-P103,Upper mid-market,1,574098,262,1,0
2024-08,AG-E0068,AG-P103,Upper mid-market,1,575131,262,4,0
2024-09,AG-E0068,AG-P103,Upper mid-market,1,576166,255,3,0
2024-10,AG-E0068,AG-P103,Upper mid-market,1,577203,262,6,0
2024-11,AG-E0068,AG-P103,Upper mid-market,1,578242,261,5,0
2024-12,AG-E0068,AG-P103,Upper mid-market,1,579283,273,2,0
2025-01,AG-E0068,AG-P103,Upper mid-market,1,580326,245,5,0
2025-02,AG-E0068,AG-P103,Upper mid-market,1,581371,267,2,0
2025-03,AG-E0068,AG-P103,Upper mid-market,1,582417,266,4,0
2025-04,AG-E0068,AG-P103,Upper mid-market,1,583465,278,4,0
2025-05,AG-E0068,AG-P103,Upper mid-market,1,602051,269,2,0
2025-06,AG-E0068,AG-P103,Upper mid-market,1,603135,289,4,0
2025-07,AG-E0068,AG-P103,Upper mid-market,1,604221,280,5,0
2025-08,AG-E0068,AG-P103,Upper mid-market,1,605309,266,1,3631
2025-09,AG-E0068,AG-P103,Upper mid-market,1,606399,280,1,0
2025-10,AG-E0068,AG-P103,Upper mid-market,1,607491,275,0,0
2025-11,AG-E0068,AG-P103,Upper mid-market,1,608584,292,2,0
2025-12,AG-E0068,AG-P103,Upper mid-market,0,0,0,0,0
2026-01,AG-E0068,AG-P103,Upper mid-market,0,0,0,0,0
2026-02,AG-E0068,AG-P103,Upper mid-market,0,0,0,0,0
2026-03,AG-E0068,AG-P103,Upper mid-market,0,0,0,0,0
2026-04,AG-E0068,AG-P103,Upper mid-market,0,0,0,0,0
2026-05,AG-E0068,AG-P103,Upper mid-market,0,0,0,0,0
2026-06,AG-E0068,AG-P103,Upper mid-market,0,0,0,0,0
2026-07,AG-E0068,AG-P103,Upper mid-market,0,0,0,0,0
2022-05,AG-E0069,AG-P085,Public sector,1,107263,48,3,0
2022-06,AG-E0069,AG-P085,Public sector,1,107456,52,6,0
2022-07,AG-E0069,AG-P085,Public sector,1,107649,48,2,0
2022-08,AG-E0069,AG-P085,Public sector,1,107843,50,0,0
2022-09,AG-E0069,AG-P085,Public sector,1,108037,49,3,0
2022-10,AG-E0069,AG-P085,Public sector,1,108231,46,2,0
2022-11,AG-E0069,AG-P085,Public sector,1,108426,47,4,0
2022-12,AG-E0069,AG-P085,Public sector,1,108621,49,5,0
2023-01,AG-E0069,AG-P085,Public sector,1,108817,47,3,0
2023-02,AG-E0069,AG-P085,Public sector,1,109013,48,5,0
2023-03,AG-E0069,AG-P085,Public sector,1,109209,49,3,0
2023-04,AG-E0069,AG-P085,Public sector,1,109406,50,3,0
2023-05,AG-E0069,AG-P085,Public sector,1,112891,54,3,0
2023-06,AG-E0069,AG-P085,Public sector,1,113094,50,5,0
2023-07,AG-E0069,AG-P085,Public sector,1,113298,48,3,0
2023-08,AG-E0069,AG-P085,Public sector,1,113502,49,2,681
2023-09,AG-E0069,AG-P085,Public sector,1,113706,55,2,0
2023-10,AG-E0069,AG-P085,Public sector,1,113911,46,4,0
2023-11,AG-E0069,AG-P085,Public sector,1,114116,51,1,0
2023-12,AG-E0069,AG-P085,Public sector,1,114321,54,3,0
2024-01,AG-E0069,AG-P085,Public sector,1,114527,55,7,0
2024-02,AG-E0069,AG-P085,Public sector,1,114733,48,5,0
2024-03,AG-E0069,AG-P085,Public sector,1,114940,52,3,0
2024-04,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2024-05,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2024-06,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2024-07,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2024-08,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2024-09,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2024-10,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2024-11,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2024-12,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2025-01,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2025-02,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2025-03,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2025-04,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2025-05,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2025-06,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2025-07,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2025-08,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2025-09,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2025-10,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2025-11,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2025-12,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2026-01,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2026-02,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2026-03,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2026-04,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2026-05,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2026-06,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2026-07,AG-E0069,AG-P085,Public sector,0,0,0,0,0
2023-02,AG-E0070,AG-P018,Upper mid-market,1,207893,85,5,0
2023-03,AG-E0070,AG-P018,Upper mid-market,1,208267,94,6,0
2023-04,AG-E0070,AG-P018,Upper mid-market,1,208642,95,5,0
2023-05,AG-E0070,AG-P018,Upper mid-market,1,209018,102,3,0
2023-06,AG-E0070,AG-P018,Upper mid-market,1,209394,96,3,0
2023-07,AG-E0070,AG-P018,Upper mid-market,1,209771,91,2,1258
2023-08,AG-E0070,AG-P018,Upper mid-market,1,210149,104,0,0
2023-09,AG-E0070,AG-P018,Upper mid-market,1,210527,91,3,0
2023-10,AG-E0070,AG-P018,Upper mid-market,1,210906,90,2,0
2023-11,AG-E0070,AG-P018,Upper mid-market,1,211286,97,5,0
2023-12,AG-E0070,AG-P018,Upper mid-market,1,211666,86,3,0
2024-01,AG-E0070,AG-P018,Upper mid-market,1,212047,98,3,0
2024-02,AG-E0070,AG-P018,Upper mid-market,1,218802,97,6,0
2024-03,AG-E0070,AG-P018,Upper mid-market,1,219196,100,4,0
2024-04,AG-E0070,AG-P018,Upper mid-market,1,219591,93,2,0
2024-05,AG-E0070,AG-P018,Upper mid-market,1,219986,96,3,0
2024-06,AG-E0070,AG-P018,Upper mid-market,1,220382,106,4,0
2024-07,AG-E0070,AG-P018,Upper mid-market,1,220779,101,3,0
2024-08,AG-E0070,AG-P018,Upper mid-market,1,221176,102,5,0
2024-09,AG-E0070,AG-P018,Upper mid-market,1,221574,103,2,0
2024-10,AG-E0070,AG-P018,Upper mid-market,1,221973,99,7,0
2024-11,AG-E0070,AG-P018,Upper mid-market,1,222373,103,4,0
2024-12,AG-E0070,AG-P018,Upper mid-market,1,222773,106,4,0
2025-01,AG-E0070,AG-P018,Upper mid-market,1,223174,103,4,0
2025-02,AG-E0070,AG-P018,Upper mid-market,1,230283,103,3,0
2025-03,AG-E0070,AG-P018,Upper mid-market,1,230698,105,4,0
2025-04,AG-E0070,AG-P018,Upper mid-market,1,231113,104,2,0
2025-05,AG-E0070,AG-P018,Upper mid-market,1,231529,108,7,0
2025-06,AG-E0070,AG-P018,Upper mid-market,1,231946,100,1,1391
2025-07,AG-E0070,AG-P018,Upper mid-market,1,232364,114,6,0
2025-08,AG-E0070,AG-P018,Upper mid-market,1,232782,95,3,0
2025-09,AG-E0070,AG-P018,Upper mid-market,1,233201,104,1,0
2025-10,AG-E0070,AG-P018,Upper mid-market,1,233621,101,1,0
2025-11,AG-E0070,AG-P018,Upper mid-market,1,234042,112,2,0
2025-12,AG-E0070,AG-P018,Upper mid-market,1,234463,114,4,0
2026-01,AG-E0070,AG-P018,Upper mid-market,1,234885,96,3,0
2026-02,AG-E0070,AG-P018,Upper mid-market,1,242367,114,3,0
2026-03,AG-E0070,AG-P018,Upper mid-market,1,242803,109,1,0
2026-04,AG-E0070,AG-P018,Upper mid-market,1,243240,106,0,0
2026-05,AG-E0070,AG-P018,Upper mid-market,1,243678,110,6,0
2026-06,AG-E0070,AG-P018,Upper mid-market,1,244117,110,2,0
2026-07,AG-E0070,AG-P018,Upper mid-market,1,244556,107,4,0
2022-11,AG-E0071,AG-P053,Upper mid-market,1,269507,114,1,0
2022-12,AG-E0071,AG-P053,Upper mid-market,1,269992,120,1,0
2023-01,AG-E0071,AG-P053,Upper mid-market,1,270478,132,4,0
2023-02,AG-E0071,AG-P053,Upper mid-market,1,270965,126,3,0
2023-03,AG-E0071,AG-P053,Upper mid-market,1,271453,119,1,0
2023-04,AG-E0071,AG-P053,Upper mid-market,1,271942,122,0,0
2023-05,AG-E0071,AG-P053,Upper mid-market,1,272431,115,5,0
2023-06,AG-E0071,AG-P053,Upper mid-market,1,272921,128,5,1637
2023-07,AG-E0071,AG-P053,Upper mid-market,1,273412,122,3,0
2023-08,AG-E0071,AG-P053,Upper mid-market,1,273904,120,2,0
2023-09,AG-E0071,AG-P053,Upper mid-market,1,274397,120,1,0
2023-10,AG-E0071,AG-P053,Upper mid-market,1,274891,127,5,0
2023-11,AG-E0071,AG-P053,Upper mid-market,1,283647,126,4,0
2023-12,AG-E0071,AG-P053,Upper mid-market,1,284158,141,4,0
2024-01,AG-E0071,AG-P053,Upper mid-market,1,284669,126,3,0
2024-02,AG-E0071,AG-P053,Upper mid-market,1,285181,124,6,0
2024-03,AG-E0071,AG-P053,Upper mid-market,1,285694,135,3,0
2024-04,AG-E0071,AG-P053,Upper mid-market,1,286208,127,4,0
2024-05,AG-E0071,AG-P053,Upper mid-market,1,286723,122,3,0
2024-06,AG-E0071,AG-P053,Upper mid-market,1,287239,131,3,0
2024-07,AG-E0071,AG-P053,Upper mid-market,1,287756,123,1,0
2024-08,AG-E0071,AG-P053,Upper mid-market,1,288274,120,4,0
2024-09,AG-E0071,AG-P053,Upper mid-market,1,288793,123,4,0
2024-10,AG-E0071,AG-P053,Upper mid-market,1,289313,129,2,0
2024-11,AG-E0071,AG-P053,Upper mid-market,1,298529,126,1,0
2024-12,AG-E0071,AG-P053,Upper mid-market,1,299066,132,2,0
2025-01,AG-E0071,AG-P053,Upper mid-market,1,299604,136,4,0
2025-02,AG-E0071,AG-P053,Upper mid-market,1,300143,140,2,0
2025-03,AG-E0071,AG-P053,Upper mid-market,1,300683,138,4,0
2025-04,AG-E0071,AG-P053,Upper mid-market,1,301224,134,5,0
2025-05,AG-E0071,AG-P053,Upper mid-market,1,301766,136,2,1810
2025-06,AG-E0071,AG-P053,Upper mid-market,1,302309,130,0,0
2025-07,AG-E0071,AG-P053,Upper mid-market,1,302853,121,2,0
2025-08,AG-E0071,AG-P053,Upper mid-market,1,303398,141,1,0
2025-09,AG-E0071,AG-P053,Upper mid-market,1,303944,128,6,0
2025-10,AG-E0071,AG-P053,Upper mid-market,1,304491,128,4,0
2025-11,AG-E0071,AG-P053,Upper mid-market,1,314190,137,0,0
2025-12,AG-E0071,AG-P053,Upper mid-market,1,314756,142,3,0
2026-01,AG-E0071,AG-P053,Upper mid-market,1,315323,146,5,0
2026-02,AG-E0071,AG-P053,Upper mid-market,1,315891,146,2,0
