account_id,observed_at,treatment,risk_score,realized_increase_pct,renewed
AG-R0382,2026-07-15T00:00:00Z,0,-1.187393,3.521777,1
AG-R0383,2026-07-15T00:00:00Z,0,1.406791,0.000000,1
AG-R0384,2026-07-15T00:00:00Z,0,-0.557485,0.135609,1
AG-R0385,2026-07-15T00:00:00Z,1,-1.256815,8.547977,1
AG-R0386,2026-07-15T00:00:00Z,1,-1.545029,11.828167,0
AG-R0387,2026-07-15T00:00:00Z,0,0.698455,0.000000,1
AG-R0388,2026-07-15T00:00:00Z,1,-0.830705,10.040752,1
AG-R0389,2026-07-15T00:00:00Z,0,0.095162,0.000000,1
AG-R0390,2026-07-15T00:00:00Z,1,-1.605817,9.877387,1
AG-R0391,2026-07-15T00:00:00Z,0,0.150685,0.000000,1
AG-R0392,2026-07-15T00:00:00Z,1,0.754524,7.397828,1
AG-R0393,2026-07-15T00:00:00Z,1,-0.658145,8.468193,0
AG-R0394,2026-07-15T00:00:00Z,1,0.319689,7.109007,1
AG-R0395,2026-07-15T00:00:00Z,0,-0.903585,2.480449,1
AG-R0396,2026-07-15T00:00:00Z,0,0.177299,0.000000,1
AG-R0397,2026-07-15T00:00:00Z,0,-0.142260,0.000000,1
AG-R0398,2026-07-15T00:00:00Z,1,-0.763217,9.955952,0
AG-R0399,2026-07-15T00:00:00Z,1,-0.701654,9.761845,1
AG-R0400,2026-07-15T00:00:00Z,0,0.102334,0.752022,1
AG-R0401,2026-07-15T00:00:00Z,1,1.554186,6.158404,0
AG-R0402,2026-07-15T00:00:00Z,0,1.183392,0.000000,1
AG-R0403,2026-07-15T00:00:00Z,1,0.082610,6.740207,1
AG-R0404,2026-07-15T00:00:00Z,0,0.334511,0.000000,1
AG-R0405,2026-07-15T00:00:00Z,0,0.765326,0.000000,1
AG-R0406,2026-07-15T00:00:00Z,1,-0.353873,6.344623,1
AG-R0407,2026-07-15T00:00:00Z,0,-1.000260,2.449832,1
AG-R0408,2026-07-15T00:00:00Z,0,-0.438610,1.165757,1
AG-R0409,2026-07-15T00:00:00Z,1,-0.823696,10.767594,1
AG-R0410,2026-07-15T00:00:00Z,0,-0.374304,2.144116,1
AG-R0411,2026-07-15T00:00:00Z,1,-1.547111,10.263675,1
AG-R0412,2026-07-15T00:00:00Z,0,-1.424952,2.521770,1
AG-R0413,2026-07-15T00:00:00Z,1,0.081999,7.781017,0
AG-R0414,2026-07-15T00:00:00Z,0,1.538247,0.000000,1
AG-R0415,2026-07-15T00:00:00Z,1,-0.038711,8.784793,1
AG-R0416,2026-07-15T00:00:00Z,0,-1.511598,3.722386,1
AG-R0417,2026-07-15T00:00:00Z,1,-1.395431,9.534973,1
AG-R0418,2026-07-15T00:00:00Z,1,2.327760,4.036428,1
AG-R0419,2026-07-15T00:00:00Z,0,0.338498,0.000000,1
AG-R0420,2026-07-15T00:00:00Z,1,0.085488,7.613870,1
AG-R0421,2026-07-15T00:00:00Z,1,0.636093,8.358666,1
AG-R0422,2026-07-15T00:00:00Z,1,-0.777370,10.123842,1
AG-R0423,2026-07-15T00:00:00Z,1,-0.979970,10.270140,1
AG-R0424,2026-07-15T00:00:00Z,1,1.060034,4.751851,1
AG-R0425,2026-07-15T00:00:00Z,0,-0.175366,0.308161,1
AG-R0426,2026-07-15T00:00:00Z,0,1.038561,0.000000,1
AG-R0427,2026-07-15T00:00:00Z,0,-1.709777,3.043884,1
AG-R0428,2026-07-15T00:00:00Z,0,1.182139,0.000000,1
AG-R0429,2026-07-15T00:00:00Z,1,-0.612626,9.324946,1
AG-R0430,2026-07-15T00:00:00Z,1,0.359772,6.175916,1
AG-R0431,2026-07-15T00:00:00Z,1,0.481188,7.125177,1
AG-R0432,2026-07-15T00:00:00Z,1,-0.970653,11.204150,1
AG-R0433,2026-07-15T00:00:00Z,1,-0.619836,8.092396,1
AG-R0434,2026-07-15T00:00:00Z,0,0.716455,0.000000,1
AG-R0435,2026-07-15T00:00:00Z,1,-1.057375,9.982450,1
AG-R0436,2026-07-15T00:00:00Z,1,1.289953,4.112381,0
AG-R0437,2026-07-15T00:00:00Z,0,-1.063907,3.394999,1
AG-R0438,2026-07-15T00:00:00Z,0,0.425787,0.000000,1
AG-R0439,2026-07-15T00:00:00Z,0,0.756143,0.000000,1
AG-R0440,2026-07-15T00:00:00Z,0,0.853354,0.000000,1
AG-R0441,2026-07-15T00:00:00Z,0,-0.933762,1.998543,1
AG-R0442,2026-07-15T00:00:00Z,1,0.295123,7.144410,0
AG-R0443,2026-07-15T00:00:00Z,0,1.071132,0.000000,1
AG-R0444,2026-07-15T00:00:00Z,0,0.236747,0.000000,1
AG-R0445,2026-07-15T00:00:00Z,0,0.814128,0.000000,0
AG-R0446,2026-07-15T00:00:00Z,0,-0.610403,2.163190,1
AG-R0447,2026-07-15T00:00:00Z,1,-0.396137,7.911759,1
AG-R0448,2026-07-15T00:00:00Z,0,-0.760014,0.509393,1
AG-R0449,2026-07-15T00:00:00Z,1,-0.160262,8.464673,1
AG-R0450,2026-07-15T00:00:00Z,0,0.579877,0.000000,1
AG-R0451,2026-07-15T00:00:00Z,1,0.603539,7.268008,1
AG-R0452,2026-07-15T00:00:00Z,1,0.880406,7.919897,1
AG-R0453,2026-07-15T00:00:00Z,0,0.592966,0.000000,1
AG-R0454,2026-07-15T00:00:00Z,0,-0.588556,0.000000,1
AG-R0455,2026-07-15T00:00:00Z,1,0.208404,7.674169,1
AG-R0456,2026-07-15T00:00:00Z,1,1.229899,5.633942,1
AG-R0457,2026-07-15T00:00:00Z,1,-1.094259,12.162861,1
AG-R0458,2026-07-15T00:00:00Z,0,-0.263958,2.349893,1
AG-R0459,2026-07-15T00:00:00Z,0,0.381341,0.000000,1
AG-R0460,2026-07-15T00:00:00Z,1,0.639711,7.436183,1
AG-R0461,2026-07-15T00:00:00Z,1,0.664816,8.890159,1
AG-R0462,2026-07-15T00:00:00Z,1,-0.233803,7.925937,1
AG-R0463,2026-07-15T00:00:00Z,0,0.045146,1.244879,1
AG-R0464,2026-07-15T00:00:00Z,0,0.165424,0.000000,1
AG-R0465,2026-07-15T00:00:00Z,1,0.406883,6.945757,1
AG-R0466,2026-07-15T00:00:00Z,1,0.464975,6.871084,1
AG-R0467,2026-07-15T00:00:00Z,0,1.139384,0.000000,1
AG-R0468,2026-07-15T00:00:00Z,1,0.815562,5.723776,1
AG-R0469,2026-07-15T00:00:00Z,1,-0.952477,9.226982,1
AG-R0470,2026-07-15T00:00:00Z,1,0.101535,7.600466,1
AG-R0471,2026-07-15T00:00:00Z,1,2.366907,3.059612,1
AG-R0472,2026-07-15T00:00:00Z,1,-0.991965,8.530965,0
AG-R0473,2026-07-15T00:00:00Z,1,-0.513809,6.324779,1
AG-R0474,2026-07-15T00:00:00Z,0,-1.633083,0.707299,1
AG-R0475,2026-07-15T00:00:00Z,0,-0.544527,0.000000,0
AG-R0476,2026-07-15T00:00:00Z,0,0.142826,0.000000,1
AG-R0477,2026-07-15T00:00:00Z,1,-1.115660,8.946395,1
AG-R0478,2026-07-15T00:00:00Z,1,-1.784228,11.077381,1
AG-R0479,2026-07-15T00:00:00Z,0,-0.282228,0.347806,1
AG-R0480,2026-07-15T00:00:00Z,0,0.541649,0.000000,1
AG-R0481,2026-07-15T00:00:00Z,0,0.748930,0.535913,1
AG-R0482,2026-07-15T00:00:00Z,1,0.314318,7.250256,1
AG-R0483,2026-07-15T00:00:00Z,0,-0.321874,0.563945,1
AG-R0484,2026-07-15T00:00:00Z,1,-1.320073,9.767203,1
AG-R0485,2026-07-15T00:00:00Z,1,0.948066,7.214904,1
AG-R0486,2026-07-15T00:00:00Z,0,1.364713,0.000000,0
AG-R0487,2026-07-15T00:00:00Z,1,-0.200080,6.915778,1
AG-R0488,2026-07-15T00:00:00Z,1,1.707903,3.462306,1
AG-R0489,2026-07-15T00:00:00Z,0,1.102814,0.000000,1
AG-R0490,2026-07-15T00:00:00Z,0,-0.976372,1.933698,1
AG-R0491,2026-07-15T00:00:00Z,1,0.711505,6.925949,1
AG-R0492,2026-07-15T00:00:00Z,0,-0.398877,0.000000,1
AG-R0493,2026-07-15T00:00:00Z,1,-1.781206,12.826865,1
AG-R0494,2026-07-15T00:00:00Z,0,0.509969,0.000000,1
AG-R0495,2026-07-15T00:00:00Z,1,0.140065,7.550163,1
AG-R0496,2026-07-15T00:00:00Z,0,1.144236,0.000000,1
AG-R0497,2026-07-15T00:00:00Z,1,0.354943,6.573980,1
AG-R0498,2026-07-15T00:00:00Z,1,-0.911338,10.469481,1
AG-R0499,2026-07-15T00:00:00Z,1,-1.759605,12.226283,1
AG-R0500,2026-07-15T00:00:00Z,1,0.829501,7.099733,1
AG-R0501,2026-07-15T00:00:00Z,1,-0.001972,9.304243,1
AG-R0502,2026-07-15T00:00:00Z,1,-0.015396,4.931591,0
AG-R0503,2026-07-15T00:00:00Z,0,0.773008,0.000000,1
AG-R0504,2026-07-15T00:00:00Z,0,-0.139491,1.349585,1
AG-R0505,2026-07-15T00:00:00Z,0,-0.202606,0.000000,1
AG-R0506,2026-07-15T00:00:00Z,1,2.117021,3.602995,1
AG-R0507,2026-07-15T00:00:00Z,0,1.181159,0.000000,1
AG-R0508,2026-07-15T00:00:00Z,0,1.588284,0.000000,1
AG-R0509,2026-07-15T00:00:00Z,0,0.166467,0.000000,1
AG-R0510,2026-07-15T00:00:00Z,0,1.133555,0.000000,1
AG-R0511,2026-07-15T00:00:00Z,1,-1.282352,10.050430,1
AG-R0512,2026-07-15T00:00:00Z,1,-0.760789,8.987745,1
AG-R0513,2026-07-15T00:00:00Z,0,1.556006,0.000000,1
AG-R0514,2026-07-15T00:00:00Z,0,-0.915502,2.723974,1
AG-R0515,2026-07-15T00:00:00Z,0,-0.056206,0.000000,1
AG-R0516,2026-07-15T00:00:00Z,1,-0.855485,10.059941,1
AG-R0517,2026-07-15T00:00:00Z,1,-0.567955,9.046655,1
AG-R0518,2026-07-15T00:00:00Z,1,-0.502599,9.192927,1
AG-R0519,2026-07-15T00:00:00Z,1,1.228286,5.751695,1
AG-R0520,2026-07-15T00:00:00Z,0,-0.807095,0.964736,1
AG-R0521,2026-07-15T00:00:00Z,0,0.075176,0.268694,1
AG-R0522,2026-07-15T00:00:00Z,1,-0.648133,9.973373,1
AG-R0523,2026-07-15T00:00:00Z,0,0.136765,0.000000,1
AG-R0524,2026-07-15T00:00:00Z,0,-1.690125,2.414727,0
AG-R0525,2026-07-15T00:00:00Z,0,1.290676,0.000000,1
AG-R0526,2026-07-15T00:00:00Z,1,0.467768,7.838789,1
AG-R0527,2026-07-15T00:00:00Z,1,-0.295421,9.572620,1
AG-R0528,2026-07-15T00:00:00Z,0,-0.030565,0.000000,1
AG-R0529,2026-07-15T00:00:00Z,0,-0.831824,0.536573,1
AG-R0530,2026-07-15T00:00:00Z,0,0.665512,0.000000,1
AG-R0531,2026-07-15T00:00:00Z,1,1.331338,4.755645,1
AG-R0532,2026-07-15T00:00:00Z,1,-0.194390,9.825139,1
AG-R0533,2026-07-15T00:00:00Z,0,1.820214,0.000000,1
AG-R0534,2026-07-15T00:00:00Z,0,0.574051,0.000000,1
AG-R0535,2026-07-15T00:00:00Z,0,0.103463,0.000000,1
AG-R0536,2026-07-15T00:00:00Z,1,-1.082235,10.088260,1
AG-R0537,2026-07-15T00:00:00Z,0,-0.691510,2.384017,1
AG-R0538,2026-07-15T00:00:00Z,0,1.979723,0.000000,1
AG-R0539,2026-07-15T00:00:00Z,1,-0.470119,9.330047,1
AG-R0540,2026-07-15T00:00:00Z,0,0.790423,0.000000,1
AG-R0541,2026-07-15T00:00:00Z,1,-0.135257,8.395665,1
AG-R0542,2026-07-15T00:00:00Z,0,0.316892,0.121757,1
AG-R0543,2026-07-15T00:00:00Z,1,-0.296469,7.658368,0
AG-R0544,2026-07-15T00:00:00Z,0,-0.972240,2.240759,1
AG-R0545,2026-07-15T00:00:00Z,1,0.505142,8.032102,1
AG-R0546,2026-07-15T00:00:00Z,1,2.301377,2.672755,1
AG-R0547,2026-07-15T00:00:00Z,1,0.711578,7.855437,0
AG-R0548,2026-07-15T00:00:00Z,0,0.423822,0.000000,1
AG-R0549,2026-07-15T00:00:00Z,1,1.037569,5.958413,1
AG-R0550,2026-07-15T00:00:00Z,1,-1.124008,11.295131,1
AG-R0551,2026-07-15T00:00:00Z,1,-2.101930,12.373778,1
AG-R0552,2026-07-15T00:00:00Z,1,0.719865,8.031577,1
AG-R0553,2026-07-15T00:00:00Z,0,0.998233,0.000000,1
AG-R0554,2026-07-15T00:00:00Z,0,0.305442,0.000000,0
AG-R0555,2026-07-15T00:00:00Z,0,-0.061121,0.000000,1
AG-R0556,2026-07-15T00:00:00Z,1,-0.860074,10.881326,1
AG-R0557,2026-07-15T00:00:00Z,1,-0.394946,7.950409,1
AG-R0558,2026-07-15T00:00:00Z,1,-1.886924,10.369361,1
AG-R0559,2026-07-15T00:00:00Z,1,-0.097268,7.668786,1
AG-R0560,2026-07-15T00:00:00Z,1,1.623065,5.790769,1
AG-R0561,2026-07-15T00:00:00Z,0,-0.781904,0.000000,0
AG-R0562,2026-07-15T00:00:00Z,0,-1.282209,1.868956,1
AG-R0563,2026-07-15T00:00:00Z,1,1.210895,7.700805,0
AG-R0564,2026-07-15T00:00:00Z,0,-1.586138,4.420345,1
AG-R0565,2026-07-15T00:00:00Z,1,-0.887535,8.485854,1
AG-R0566,2026-07-15T00:00:00Z,1,-1.414287,9.662982,1
AG-R0567,2026-07-15T00:00:00Z,0,-1.105596,1.389461,1
AG-R0568,2026-07-15T00:00:00Z,0,-0.396082,0.674123,1
AG-R0569,2026-07-15T00:00:00Z,0,-0.305934,0.475046,1
AG-R0570,2026-07-15T00:00:00Z,1,0.284382,9.416119,1
AG-R0571,2026-07-15T00:00:00Z,0,1.726452,0.000000,1
AG-R0572,2026-07-15T00:00:00Z,0,1.853163,0.000000,1
AG-R0573,2026-07-15T00:00:00Z,0,-0.623478,1.601670,1
AG-R0574,2026-07-15T00:00:00Z,0,-0.690445,0.680844,1
AG-R0575,2026-07-15T00:00:00Z,0,-0.831968,2.024776,0
AG-R0576,2026-07-15T00:00:00Z,1,-0.626903,9.240673,1
AG-R0577,2026-07-15T00:00:00Z,0,0.038179,0.518918,1
AG-R0578,2026-07-15T00:00:00Z,1,2.022697,2.781391,1
AG-R0579,2026-07-15T00:00:00Z,0,0.366640,0.990937,1
AG-R0580,2026-07-15T00:00:00Z,1,0.591044,6.294570,1
AG-R0581,2026-07-15T00:00:00Z,0,-1.374916,2.543348,1
AG-R0582,2026-07-15T00:00:00Z,0,-0.469988,0.825470,1
AG-R0583,2026-07-15T00:00:00Z,0,-2.242911,4.952009,1
AG-R0584,2026-07-15T00:00:00Z,0,1.095983,0.000000,1
AG-R0585,2026-07-15T00:00:00Z,1,0.075808,7.789999,1
AG-R0586,2026-07-15T00:00:00Z,1,-0.331384,8.392080,1
AG-R0587,2026-07-15T00:00:00Z,0,0.680714,0.000000,1
AG-R0588,2026-07-15T00:00:00Z,1,-0.404204,8.632561,1
AG-R0589,2026-07-15T00:00:00Z,1,-0.344409,8.637264,1
AG-R0590,2026-07-15T00:00:00Z,0,-0.009061,0.000000,1
AG-R0591,2026-07-15T00:00:00Z,0,1.143973,0.000000,1
AG-R0592,2026-07-15T00:00:00Z,0,1.532561,0.000000,1
AG-R0593,2026-07-15T00:00:00Z,0,0.043233,0.000000,1
AG-R0594,2026-07-15T00:00:00Z,1,0.929519,5.182944,1
AG-R0595,2026-07-15T00:00:00Z,0,-0.692017,1.346187,1
AG-R0596,2026-07-15T00:00:00Z,1,-0.881757,9.476390,1
AG-R0597,2026-07-15T00:00:00Z,1,0.340636,8.143877,0
AG-R0598,2026-07-15T00:00:00Z,0,0.495889,0.000000,1
AG-R0599,2026-07-15T00:00:00Z,0,-0.798262,2.097217,1
AG-R0600,2026-07-15T00:00:00Z,1,0.527921,6.603147,0
AG-R0601,2026-07-15T00:00:00Z,1,-0.666679,8.983395,1
AG-R0602,2026-07-15T00:00:00Z,1,0.064228,8.153389,1
AG-R0603,2026-07-15T00:00:00Z,1,0.119307,9.046201,1
AG-R0604,2026-07-15T00:00:00Z,0,-0.710242,2.356070,1
AG-R0605,2026-07-15T00:00:00Z,1,0.094475,7.425716,1
AG-R0606,2026-07-15T00:00:00Z,0,0.182838,0.081870,1
AG-R0607,2026-07-15T00:00:00Z,0,0.696898,0.000000,1
AG-R0608,2026-07-15T00:00:00Z,0,0.605040,0.000000,1
AG-R0609,2026-07-15T00:00:00Z,1,-1.578425,11.000275,1
AG-R0610,2026-07-15T00:00:00Z,1,-1.279894,9.878612,1
AG-R0611,2026-07-15T00:00:00Z,1,-0.612770,8.134374,1
AG-R0612,2026-07-15T00:00:00Z,0,1.586627,0.000000,1
AG-R0613,2026-07-15T00:00:00Z,0,-1.674832,2.782995,1
AG-R0614,2026-07-15T00:00:00Z,1,-0.242186,7.825838,1
AG-R0615,2026-07-15T00:00:00Z,0,0.090514,0.000000,1
AG-R0616,2026-07-15T00:00:00Z,1,-0.075007,8.688569,1
AG-R0617,2026-07-15T00:00:00Z,0,-0.381311,0.944833,1
AG-R0618,2026-07-15T00:00:00Z,1,0.375289,6.335070,0
AG-R0619,2026-07-15T00:00:00Z,1,-1.082541,10.528534,1
AG-R0620,2026-07-15T00:00:00Z,1,-0.214349,7.467070,0
AG-R0621,2026-07-15T00:00:00Z,0,0.363637,0.000000,1
AG-R0622,2026-07-15T00:00:00Z,1,0.721066,7.615725,1
AG-R0623,2026-07-15T00:00:00Z,0,-0.462309,0.853859,1
AG-R0624,2026-07-15T00:00:00Z,0,1.538002,0.000000,1
AG-R0625,2026-07-15T00:00:00Z,1,0.860047,5.886301,1
AG-R0626,2026-07-15T00:00:00Z,1,0.079011,8.056781,1
AG-R0627,2026-07-15T00:00:00Z,0,0.621862,0.000000,0
AG-R0628,2026-07-15T00:00:00Z,0,-0.328700,1.888415,1
AG-R0629,2026-07-15T00:00:00Z,0,-0.705501,0.671355,1
AG-R0630,2026-07-15T00:00:00Z,1,-1.109477,9.480573,1
AG-R0631,2026-07-15T00:00:00Z,1,-1.663954,10.256311,0
AG-R0632,2026-07-15T00:00:00Z,1,-0.670618,9.502299,1
AG-R0633,2026-07-15T00:00:00Z,1,1.669283,5.531946,1
AG-R0634,2026-07-15T00:00:00Z,0,-0.761690,0.551212,1
AG-R0635,2026-07-15T00:00:00Z,0,-2.084995,3.324705,1
AG-R0636,2026-07-15T00:00:00Z,0,1.352017,0.000000,1
AG-R0637,2026-07-15T00:00:00Z,1,0.245097,8.167201,1
AG-R0638,2026-07-15T00:00:00Z,1,0.723161,5.687043,1
AG-R0639,2026-07-15T00:00:00Z,0,1.357406,0.000000,1
AG-R0640,2026-07-15T00:00:00Z,1,2.310025,4.264072,1
AG-R0641,2026-07-15T00:00:00Z,1,1.239136,4.702139,1
AG-R0642,2026-07-15T00:00:00Z,1,0.479400,7.606486,1
AG-R0643,2026-07-15T00:00:00Z,0,-0.636533,1.880214,1
AG-R0644,2026-07-15T00:00:00Z,0,0.995118,0.000000,1
AG-R0645,2026-07-15T00:00:00Z,0,0.447030,0.000000,1
AG-R0646,2026-07-15T00:00:00Z,1,0.998961,7.664896,1
AG-R0647,2026-07-15T00:00:00Z,1,-1.074611,9.740593,0
AG-R0648,2026-07-15T00:00:00Z,0,0.916643,0.000000,1
AG-R0649,2026-07-15T00:00:00Z,0,0.336442,0.000000,1
AG-R0650,2026-07-15T00:00:00Z,0,0.326216,0.000000,1
AG-R0651,2026-07-15T00:00:00Z,1,1.487884,5.381940,1
AG-R0652,2026-07-15T00:00:00Z,1,0.519995,7.201145,0
AG-R0653,2026-07-15T00:00:00Z,0,-0.204887,0.075937,1
AG-R0654,2026-07-15T00:00:00Z,0,-0.393843,1.361613,0
AG-R0655,2026-07-15T00:00:00Z,0,-0.767500,3.138124,1
AG-R0656,2026-07-15T00:00:00Z,1,0.824539,8.053128,1
AG-R0657,2026-07-15T00:00:00Z,1,-0.795452,7.816823,1
AG-R0658,2026-07-15T00:00:00Z,0,0.973839,0.000000,1
AG-R0659,2026-07-15T00:00:00Z,1,0.991432,5.498448,0
AG-R0660,2026-07-15T00:00:00Z,1,-0.697462,10.052999,1
AG-R0661,2026-07-15T00:00:00Z,0,1.769017,0.000000,1
AG-R0662,2026-07-15T00:00:00Z,0,-0.010553,0.962620,1
AG-R0663,2026-07-15T00:00:00Z,0,-2.556997,4.859777,1
AG-R0664,2026-07-15T00:00:00Z,0,0.443807,0.000000,1
AG-R0665,2026-07-15T00:00:00Z,1,0.082303,6.968143,1
AG-R0666,2026-07-15T00:00:00Z,1,0.733651,6.157003,1
AG-R0667,2026-07-15T00:00:00Z,0,3.647206,0.000000,1
AG-R0668,2026-07-15T00:00:00Z,1,1.412354,5.210796,1
AG-R0669,2026-07-15T00:00:00Z,1,0.935223,5.766386,1
AG-R0670,2026-07-15T00:00:00Z,0,1.774013,0.000000,0
AG-R0671,2026-07-15T00:00:00Z,0,-1.374708,2.403708,1
AG-R0672,2026-07-15T00:00:00Z,0,-0.382794,1.528514,1
AG-R0673,2026-07-15T00:00:00Z,1,0.887337,6.825428,1
AG-R0674,2026-07-15T00:00:00Z,0,-0.788077,1.976410,1
AG-R0675,2026-07-15T00:00:00Z,0,-0.684693,1.275185,1
AG-R0676,2026-07-15T00:00:00Z,1,-0.036549,8.807349,1
AG-R0677,2026-07-15T00:00:00Z,1,-2.900784,13.224254,1
AG-R0678,2026-07-15T00:00:00Z,0,-0.577676,1.012164,1
AG-R0679,2026-07-15T00:00:00Z,0,-1.386706,4.323271,1
AG-R0680,2026-07-15T00:00:00Z,1,1.343670,6.999074,1
AG-R0681,2026-07-15T00:00:00Z,1,-0.723678,9.225216,1
AG-R0682,2026-07-15T00:00:00Z,0,0.792943,0.172991,1
AG-R0683,2026-07-15T00:00:00Z,1,1.550316,6.409947,1
AG-R0684,2026-07-15T00:00:00Z,0,0.431082,0.294549,1
AG-R0685,2026-07-15T00:00:00Z,1,0.029302,6.816413,1
AG-R0686,2026-07-15T00:00:00Z,0,1.903193,0.000000,1
AG-R0687,2026-07-15T00:00:00Z,1,1.934032,5.131045,0
AG-R0688,2026-07-15T00:00:00Z,1,0.432305,7.236084,1
AG-R0689,2026-07-15T00:00:00Z,0,1.015671,0.000000,1
AG-R0690,2026-07-15T00:00:00Z,0,-0.006687,0.000000,1
AG-R0691,2026-07-15T00:00:00Z,1,-2.405193,11.342184,1
AG-R0692,2026-07-15T00:00:00Z,0,0.307066,0.000000,1
AG-R0693,2026-07-15T00:00:00Z,1,0.312387,8.440056,1
AG-R0694,2026-07-15T00:00:00Z,0,-0.527156,1.417173,1
AG-R0695,2026-07-15T00:00:00Z,0,-1.059455,2.388157,1
AG-R0696,2026-07-15T00:00:00Z,1,0.548073,6.344991,1
AG-R0697,2026-07-15T00:00:00Z,1,-1.113818,9.948202,1
AG-R0698,2026-07-15T00:00:00Z,1,-1.479737,10.843696,1
AG-R0699,2026-07-15T00:00:00Z,1,0.718705,8.067499,1
AG-R0700,2026-07-15T00:00:00Z,1,-0.561355,9.095812,1
AG-R0701,2026-07-15T00:00:00Z,1,-1.175764,10.576914,1
AG-R0702,2026-07-15T00:00:00Z,0,-1.827165,3.788474,1
AG-R0703,2026-07-15T00:00:00Z,0,-0.313418,0.545931,1
AG-R0704,2026-07-15T00:00:00Z,1,-0.314470,8.438804,1
AG-R0705,2026-07-15T00:00:00Z,1,0.592148,7.739661,1
AG-R0706,2026-07-15T00:00:00Z,0,-0.167660,0.000000,1
AG-R0707,2026-07-15T00:00:00Z,1,-0.180825,9.294049,0
AG-R0708,2026-07-15T00:00:00Z,1,-2.166192,12.563266,0
AG-R0709,2026-07-15T00:00:00Z,1,-0.925380,9.215992,1
AG-R0710,2026-07-15T00:00:00Z,1,-1.445790,11.451358,1
AG-R0711,2026-07-15T00:00:00Z,0,1.989649,0.000000,1
AG-R0712,2026-07-15T00:00:00Z,1,-0.474929,9.951950,1
AG-R0713,2026-07-15T00:00:00Z,0,0.133125,0.083239,1
AG-R0714,2026-07-15T00:00:00Z,1,0.366128,8.035508,1
AG-R0715,2026-07-15T00:00:00Z,1,1.650505,5.104442,1
AG-R0716,2026-07-15T00:00:00Z,1,-0.366063,9.164091,1
AG-R0717,2026-07-15T00:00:00Z,1,-1.424276,10.592166,1
AG-R0718,2026-07-15T00:00:00Z,1,-0.976774,8.918834,1
AG-R0719,2026-07-15T00:00:00Z,1,-0.931652,8.867390,1
AG-R0720,2026-07-15T00:00:00Z,1,0.819387,7.242142,1
AG-R0721,2026-07-15T00:00:00Z,1,-0.995826,9.380364,1
AG-R0722,2026-07-15T00:00:00Z,0,-0.020897,0.042151,0
AG-R0723,2026-07-15T00:00:00Z,1,-0.726975,7.948294,1
AG-R0724,2026-07-15T00:00:00Z,1,0.079276,8.159691,1
AG-R0725,2026-07-15T00:00:00Z,0,0.802295,0.000000,1
AG-R0726,2026-07-15T00:00:00Z,1,-0.242609,7.207098,0
AG-R0727,2026-07-15T00:00:00Z,1,0.013888,9.487178,0
AG-R0728,2026-07-15T00:00:00Z,0,1.009160,0.000000,1
AG-R0729,2026-07-15T00:00:00Z,0,1.028269,0.000000,1
AG-R0730,2026-07-15T00:00:00Z,0,-1.260338,3.221870,1
AG-R0731,2026-07-15T00:00:00Z,0,0.932893,0.000000,0
AG-R0732,2026-07-15T00:00:00Z,1,0.898981,5.569149,1
AG-R0733,2026-07-15T00:00:00Z,0,0.200367,0.286079,0
AG-R0734,2026-07-15T00:00:00Z,1,0.941878,7.091353,1
AG-R0735,2026-07-15T00:00:00Z,0,-0.227915,0.000000,1
AG-R0736,2026-07-15T00:00:00Z,0,0.407681,0.000000,1
AG-R0737,2026-07-15T00:00:00Z,0,0.298852,0.000000,1
AG-R0738,2026-07-15T00:00:00Z,1,0.512317,6.207047,1
AG-R0739,2026-07-15T00:00:00Z,1,1.155156,6.987239,1
AG-R0740,2026-07-15T00:00:00Z,1,-0.758872,8.259299,1
AG-R0741,2026-07-15T00:00:00Z,0,0.420141,0.011977,1
AG-R0742,2026-07-15T00:00:00Z,1,0.162237,6.536925,0
AG-R0743,2026-07-15T00:00:00Z,1,0.550955,6.010897,1
AG-R0744,2026-07-15T00:00:00Z,1,-0.081574,7.025661,0
AG-R0745,2026-07-15T00:00:00Z,1,1.407691,5.883379,1
AG-R0746,2026-07-15T00:00:00Z,0,0.508930,0.000000,1
AG-R0747,2026-07-15T00:00:00Z,1,-1.040119,9.285276,1
AG-R0748,2026-07-15T00:00:00Z,1,0.614035,8.286403,1
AG-R0749,2026-07-15T00:00:00Z,0,0.202064,0.513518,1
AG-R0750,2026-07-15T00:00:00Z,0,0.437030,0.000000,1
AG-R0751,2026-07-15T00:00:00Z,0,1.155213,0.000000,1
AG-R0752,2026-07-15T00:00:00Z,0,-1.165256,2.565950,1
AG-R0753,2026-07-15T00:00:00Z,0,-0.385710,0.000000,1
AG-R0754,2026-07-15T00:00:00Z,0,-1.345980,1.928795,1
AG-R0755,2026-07-15T00:00:00Z,1,0.827468,5.385338,1
AG-R0756,2026-07-15T00:00:00Z,1,-0.591824,8.981679,1
AG-R0757,2026-07-15T00:00:00Z,0,1.064755,0.000000,1
AG-R0758,2026-07-15T00:00:00Z,1,0.027893,7.132915,1
AG-R0759,2026-07-15T00:00:00Z,1,-0.445460,8.586771,1
AG-R0760,2026-07-15T00:00:00Z,0,-0.139825,0.000000,1
AG-R0761,2026-07-15T00:00:00Z,1,-0.316346,7.530549,1
AG-R0762,2026-07-15T00:00:00Z,0,-0.612876,1.516634,1
AG-R0763,2026-07-15T00:00:00Z,0,-0.646209,3.236016,1
